Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000515,12.061538,[5 3] ; [ 4 36],[1.5 6.5] ; [ 7.5 32.5],1
p10,1,0.003199,8.690118,[7 2] ; [10 29],[3.1875 5.8125] ; [13.8125 25.1875],0
r4,1,0.004214,8.189352,[4 5] ; [ 3 37],[1.28571429 7.71428571] ; [ 5.71428571 34.28571429],0
p7,1,0.014911,5.926976,[4 4] ; [ 5 34],[1.53191489 6.46808511] ; [ 7.46808511 31.53191489],0
r1,1,0.019128,5.489815,[7 2] ; [14 26],[3.85714286 5.14285714] ; [17.14285714 22.85714286],0
n6,1,0.028168,4.817738,[7 2] ; [15 25],[4.04081633 4.95918367] ; [17.95918367 22.04081633],0
v3,1,0.029043,4.765052,[5 4] ; [ 8 32],[2.3877551 6.6122449] ; [10.6122449 29.3877551],0
p9,1,0.039502,4.239132,[6 3] ; [11 26],[3.32608696 5.67391304] ; [13.67391304 23.32608696],0
d3,1,0.040189,4.209885,[7 2] ; [16 24],[4.2244898 4.7755102] ; [18.7755102 21.2244898],0
b3,1,0.075425,3.160816,[1 6] ; [13 12],[3.0625 3.9375] ; [10.9375 14.0625],0
b2,1,0.075425,3.160816,[1 6] ; [13 12],[3.0625 3.9375] ; [10.9375 14.0625],0
s6,1,0.080054,3.063802,[4 5] ; [ 7 33],[2.02040816 6.97959184] ; [ 8.97959184 31.02040816],0
p3,1,0.088247,2.906067,[4 5] ; [ 7 32],[2.0625 6.9375] ; [ 8.9375 30.0625],0
n4,1,0.104883,2.629677,[4 5] ; [29 11],[6.06122449 2.93877551] ; [26.93877551 13.06122449],0
v4,1,0.13009,2.291433,[7 2] ; [20 20],[4.95918367 4.04081633] ; [22.04081633 17.95918367],0
a6,1,0.13009,2.291433,[2 7] ; [20 20],[4.04081633 4.95918367] ; [17.95918367 22.04081633],0
v2,1,0.136641,2.215385,[3 6] ; [ 5 34],[1.5 7.5] ; [ 6.5 32.5],0
b1,1,0.145602,2.117729,[4 5] ; [28 12],[5.87755102 3.12244898] ; [26.12244898 13.87755102],0
s7,1,0.172356,1.862331,[3 5] ; [ 6 31],[1.6 6.4] ; [ 7.4 29.6],0
v1,1,0.177897,1.815106,[4 5] ; [ 9 31],[2.3877551 6.6122449] ; [10.6122449 29.3877551],0
p6,1,0.198363,1.654383,[2 7] ; [ 3 36],[0.9375 8.0625] ; [ 4.0625 34.9375],0
n1,1,0.215869,1.531624,[3 1] ; [10 14],[1.85714286 2.14285714] ; [11.14285714 12.85714286],0
p12,1,0.238149,1.391519,[1 8] ; [ 1 39],[0.36734694 8.63265306] ; [ 1.63265306 38.36734694],0
p5,1,0.247424,1.337793,[1 8] ; [ 1 38],[0.375 8.625] ; [ 1.625 37.375],0
p2,1,0.263275,1.251454,[4 5] ; [10 29],[2.625 6.375] ; [11.375 27.625],0
s5,1,0.327877,0.957265,[2 7] ; [ 4 35],[1.125 7.875] ; [ 4.875 34.125],0
s3,1,0.353413,0.861165,[1 7] ; [11 28],[2.04255319 5.95744681] ; [ 9.95744681 29.04255319],0
d5,1,0.394207,0.725926,[4 5] ; [24 16],[5.14285714 3.85714286] ; [22.85714286 17.14285714],0
b4,1,0.440108,0.596002,[6 3] ; [21 19],[4.95918367 4.04081633] ; [22.04081633 17.95918367],0
p1,1,0.451402,0.56713,[2 7] ; [ 5 35],[1.28571429 7.71428571] ; [ 5.71428571 34.28571429],0
s8,1,0.451402,0.56713,[2 7] ; [ 5 35],[1.28571429 7.71428571] ; [ 5.71428571 34.28571429],0
a4,1,0.470398,0.521041,[2 6] ; [15 24],[2.89361702 5.10638298] ; [14.10638298 24.89361702],0
a7,1,0.476798,0.506178,[5 4] ; [17 23],[4.04081633 4.95918367] ; [17.95918367 22.04081633],0
u1,1,0.489614,0.477375,[1 8] ; [ 2 38],[0.55102041 8.44897959] ; [ 2.44897959 37.55102041],0
r2,1,0.522705,0.408553,[6 2] ; [24 14],[5.2173913 2.7826087] ; [24.7826087 13.2173913],0
s2,1,0.596359,0.280522,[2 7] ; [ 6 34],[1.46938776 7.53061224] ; [ 6.53061224 33.46938776],0
d4,1,0.613187,0.25556,[6 3] ; [23 17],[5.32653061 3.67346939] ; [23.67346939 16.32653061],0
d2,1,0.670575,0.18093,[3 6] ; [16 23],[3.5625 5.4375] ; [15.4375 23.5625],0
d1,1,0.699258,0.149245,[4 5] ; [15 25],[3.48979592 5.51020408] ; [15.51020408 24.48979592],0
s1,1,0.720731,0.127793,[1 8] ; [ 3 37],[0.73469388 8.26530612] ; [ 3.26530612 36.73469388],0
n5,1,0.726339,0.1225,[6 3] ; [29 11],[6.42857143 2.57142857] ; [28.57142857 11.42857143],0
s4,1,0.74098,0.109267,[2 7] ; [ 7 33],[1.65306122 7.34693878] ; [ 7.34693878 32.65306122],0
n3,1,0.80857,0.058696,[2 2] ; [10 13],[1.77777778 2.22222222] ; [10.22222222 12.77777778],0
a5,1,0.868193,0.027541,[4 5] ; [19 21],[4.2244898 4.7755102] ; [18.7755102 21.2244898],0
a2,1,0.908569,0.013189,[1 8] ; [ 5 35],[1.10204082 7.89795918] ; [ 4.89795918 35.10204082],0
b5,1,0.915184,0.011343,[4 5] ; [17 23],[3.85714286 5.14285714] ; [17.14285714 22.85714286],0
