Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.003082,8.758001,[14  7] ; [24 53],[ 8.14285714 12.85714286] ; [29.85714286 47.14285714],0
d5,1,0.020161,5.397931,[23  1] ; [59 21],[18.92307692  5.07692308] ; [63.07692308 16.92307692],0
b5,1,0.054485,3.697778,[11 13] ; [54 26],[15.  9.] ; [50. 30.],0
n3,1,0.069672,3.290725,[8 1] ; [12 10],[5.80645161 3.19354839] ; [14.19354839  7.80645161],0
p1,1,0.109358,2.563468,[ 5 19] ; [ 7 72],[ 2.7961165 21.2038835] ; [ 9.2038835 69.7961165],0
a3,1,0.137926,2.200942,[18  6] ; [46 33],[14.91262136  9.08737864] ; [49.08737864 29.91262136],0
b4,1,0.150864,2.063492,[16  8] ; [40 40],[12.92307692 11.07692308] ; [43.07692308 36.92307692],0
d2,1,0.162587,1.95,[15  9] ; [37 43],[12. 12.] ; [40. 40.],0
n4,1,0.247861,1.33532,[13 11] ; [53 26],[15.37864078  8.62135922] ; [50.62135922 28.37864078],0
s6,1,0.247939,1.334877,[19  3] ; [59 20],[16.99009901  5.00990099] ; [61.00990099 17.99009901],0
v3,1,0.259018,1.273998,[ 6 17] ; [30 47],[ 8.28 14.72] ; [27.72 49.28],0
p7,1,0.26264,1.25479,[16  8] ; [43 37],[13.61538462 10.38461538] ; [45.38461538 34.61538462],0
a6,1,0.263806,1.248676,[11 13] ; [47 33],[13.38461538 10.61538462] ; [44.61538462 35.38461538],0
p6,1,0.27369,1.198157,[12 12] ; [30 50],[ 9.69230769 14.30769231] ; [32.30769231 47.69230769],0
a8,1,0.311023,1.026328,[ 1 22] ; [ 8 61],[ 2.25 20.75] ; [ 6.75 62.25],0
a4,1,0.313825,1.014508,[13 11] ; [34 46],[10.84615385 13.15384615] ; [36.15384615 43.84615385],0
p10,1,0.316819,1.002031,[16  8] ; [43 35],[13.88235294 10.11764706] ; [45.11764706 32.88235294],0
n2,1,0.323619,0.974265,[7 2] ; [13  9],[5.80645161 3.19354839] ; [14.19354839  7.80645161],0
r2,1,0.324473,0.970832,[22  1] ; [71  9],[20.76699029  2.23300971] ; [72.23300971  7.76699029],0
d1,1,0.332232,0.940179,[15  9] ; [41 39],[12.92307692 11.07692308] ; [43.07692308 36.92307692],0
r4,1,0.33294,0.937428,[22  2] ; [67 13],[20.53846154  3.46153846] ; [68.46153846 11.53846154],0
p3,1,0.363424,0.826026,[16  8] ; [45 35],[14.07692308  9.92307692] ; [46.92307692 33.07692308],0
v2,1,0.409933,0.678994,[10 14] ; [40 38],[11.76470588 12.23529412] ; [38.23529412 39.76470588],0
p8,1,0.410271,0.678015,[12 12] ; [32 47],[10.25242718 13.74757282] ; [33.74757282 45.25242718],0
a5,1,0.419221,0.652497,[18  6] ; [53 27],[16.38461538  7.61538462] ; [54.61538462 25.38461538],0
s3,1,0.48639,0.484501,[16  8] ; [47 33],[14.53846154  9.46153846] ; [48.46153846 31.53846154],0
s2,1,0.48639,0.484501,[16  8] ; [47 33],[14.53846154  9.46153846] ; [48.46153846 31.53846154],0
u2,1,0.493459,0.468975,[2 4] ; [16 17],[2.76923077 3.23076923] ; [15.23076923 17.76923077],0
n5,1,0.503015,0.44857,[14 10] ; [52 27],[15.37864078  8.62135922] ; [50.62135922 28.37864078],0
v1,1,0.508265,0.437638,[10 14] ; [39 40],[11.41747573 12.58252427] ; [37.58252427 41.41747573],0
d3,1,0.513528,0.426872,[19  5] ; [58 22],[17.76923077  6.23076923] ; [59.23076923 20.76923077],0
n1,1,0.534731,0.385392,[3 6] ; [10 12],[3.77419355 5.22580645] ; [ 9.22580645 12.77419355],0
r3,1,0.539937,0.375656,[20  3] ; [73  7],[20.76699029  2.23300971] ; [72.23300971  7.76699029],0
s1,1,0.550227,0.356912,[ 1 23] ; [ 6 72],[ 1.64705882 22.35294118] ; [ 5.35294118 72.64705882],0
v4,1,0.57523,0.31401,[22  2] ; [70 10],[21.23076923  2.76923077] ; [70.76923077  9.23076923],0
s8,1,0.589482,0.291153,[12 12] ; [35 45],[10.84615385 13.15384615] ; [36.15384615 43.84615385],0
r1,1,0.613356,0.255316,[17  7] ; [60 19],[17.94174757  6.05825243] ; [59.05825243 19.94174757],0
a2,1,0.675245,0.175527,[ 5 19] ; [20 60],[ 5.76923077 18.23076923] ; [19.23076923 60.76923077],0
d4,1,0.683019,0.166747,[17  7] ; [60 20],[17.76923077  6.23076923] ; [59.23076923 20.76923077],0
b1,1,0.692329,0.156576,[14 10] ; [43 37],[13.15384615 10.84615385] ; [43.84615385 36.15384615],0
p9,1,0.693081,0.15577,[16  8] ; [56 23],[16.77669903  7.22330097] ; [55.22330097 23.77669903],0
p2,1,0.716302,0.132063,[20  4] ; [64 16],[19.38461538  4.61538462] ; [64.61538462 15.38461538],0
a7,1,0.758293,0.094693,[17  7] ; [54 26],[16.38461538  7.61538462] ; [54.61538462 25.38461538],0
b2,1,0.785628,0.07398,[ 3 11] ; [11 33],[ 3.37931034 10.62068966] ; [10.62068966 33.37931034],0
b3,1,0.785628,0.07398,[ 3 11] ; [11 33],[ 3.37931034 10.62068966] ; [10.62068966 33.37931034],0
n6,1,0.840664,0.040419,[19  5] ; [61 18],[18.6407767  5.3592233] ; [61.3592233 17.6407767],0
p12,1,0.867077,0.028013,[ 1 23] ; [ 4 76],[ 1.15384615 22.84615385] ; [ 3.84615385 76.15384615],0
s7,1,0.888214,0.019758,[11  9] ; [42 32],[11.27659574  8.72340426] ; [41.72340426 32.27659574],0
a1,1,0.925828,0.008667,[ 1 23] ; [ 3 77],[ 0.92307692 23.07692308] ; [ 3.07692308 76.92307692],0
u1,1,0.928927,0.007956,[ 5 19] ; [16 64],[ 4.84615385 19.15384615] ; [16.15384615 63.84615385],0
u3,1,0.960637,0.002436,[4 2] ; [21 11],[3.94736842 2.05263158] ; [21.05263158 10.94736842],0
p5,1,0.983691,0.000418,[ 3 21] ; [10 69],[ 3.02912621 20.97087379] ; [ 9.97087379 69.02912621],0
