Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,42.873993,[49 15] ; [10 48],[30.95081967 33.04918033] ; [28.04918033 29.95081967],1
d3,1,0.0,26.233485,[58  6] ; [28 30],[45.1147541 18.8852459] ; [40.8852459 17.1147541],1
a4,1,1e-06,23.413276,[38 25] ; [10 48],[24.99173554 38.00826446] ; [23.00826446 34.99173554],1
a2,1,4e-06,21.104871,[26 38] ; [ 3 55],[15.21311475 48.78688525] ; [13.78688525 44.21311475],1
u1,1,1.8e-05,18.416128,[22 42] ; [ 2 56],[12.59016393 51.40983607] ; [11.40983607 46.59016393],1
a3,1,0.002037,9.515705,[56  7] ; [38 20],[48.94214876 14.05785124] ; [45.05785124 12.94214876],0
a5,1,0.00456,8.046118,[55  9] ; [37 21],[48.26229508 15.73770492] ; [43.73770492 14.26229508],0
p2,1,0.013618,6.086988,[46 18] ; [52  6],[51.40983607 12.59016393] ; [46.59016393 11.40983607],0
r2,1,0.018087,5.587659,[60  2] ; [48  9],[56.26890756  5.73109244] ; [51.73109244  5.26890756],0
v3,1,0.046725,3.955275,[33 29] ; [20 37],[27.61344538 34.38655462] ; [25.38655462 31.61344538],0
p3,1,0.07896,3.086186,[41 23] ; [28 30],[36.19672131 27.80327869] ; [32.80327869 25.19672131],0
v2,1,0.106907,2.599356,[38 25] ; [26 31],[33.6 29.4] ; [30.4 26.6],0
b4,1,0.111296,2.535727,[39 25] ; [27 31],[34.62295082 29.37704918] ; [31.37704918 26.62295082],0
s6,1,0.147837,2.094423,[36 28] ; [40 18],[39.86885246 24.13114754] ; [36.13114754 21.86885246],0
b5,1,0.151782,2.05425,[37 27] ; [26 32],[33.04918033 30.95081967] ; [29.95081967 28.04918033],0
r1,1,0.167058,1.909146,[53 11] ; [42 16],[49.83606557 14.16393443] ; [45.16393443 12.83606557],0
s4,1,0.182395,1.778002,[ 5 59] ; [ 9 49],[ 7.3442623 56.6557377] ; [ 6.6557377 51.3442623],0
