Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001316,10.320484,[12  1] ; [ 9 15],[7.37837838 5.62162162] ; [13.62162162 10.37837838],0
p7,1,0.002743,8.971134,[12  1] ; [10 14],[7.72972973 5.27027027] ; [14.27027027  9.72972973],0
p8,1,0.007282,7.202087,[10  3] ; [ 7 16],[6.13888889 6.86111111] ; [10.86111111 12.13888889],0
s2,1,0.008656,6.892514,[7 6] ; [ 3 20],[3.61111111 9.38888889] ; [ 6.38888889 16.61111111],0
p6,1,0.025497,4.989805,[5 8] ; [ 2 22],[ 2.45945946 10.54054054] ; [ 4.54054054 19.45945946],0
s3,1,0.027547,4.856187,[6 7] ; [ 3 20],[3.25 9.75] ; [ 5.75 17.25],0
p5,1,0.030197,4.698025,[5 8] ; [ 2 21],[ 2.52777778 10.47222222] ; [ 4.47222222 18.52777778],0
b4,1,0.065254,3.398532,[4 9] ; [15  9],[6.67567568 6.32432432] ; [12.32432432 11.67567568],0
p12,1,0.076989,3.127355,[ 3 10] ; [ 1 23],[ 1.40540541 11.59459459] ; [ 2.59459459 21.40540541],0
s5,1,0.077141,3.124138,[4 9] ; [ 2 22],[ 2.10810811 10.89189189] ; [ 3.89189189 20.10810811],0
n5,1,0.103031,2.657991,[11  2] ; [14 10],[8.78378378 4.21621622] ; [16.21621622  7.78378378],0
v3,1,0.107688,2.587827,[6 7] ; [ 5 19],[3.86486486 9.13513514] ; [ 7.13513514 16.86486486],0
p10,1,0.13738,2.207066,[11  2] ; [14  9],[9.02777778 3.97222222] ; [15.97222222  7.02777778],0
p9,1,0.161723,1.958042,[12  1] ; [16  6],[10.4  2.6] ; [17.6  4.4],0
a6,1,0.173023,1.856556,[10  3] ; [13 11],[8.08108108 4.91891892] ; [14.91891892  9.08108108],0
n6,1,0.220922,1.498373,[10  3] ; [13 10],[8.30555556 4.69444444] ; [14.69444444  8.30555556],0
a7,1,0.225038,1.47195,[6 7] ; [16  8],[7.72972973 5.27027027] ; [14.27027027  9.72972973],0
p1,1,0.232707,1.42424,[ 2 11] ; [ 1 23],[ 1.05405405 11.94594595] ; [ 1.94594595 22.05405405],0
s6,1,0.248286,1.332921,[8 5] ; [10 14],[6.32432432 6.67567568] ; [11.67567568 12.32432432],0
v4,1,0.248286,1.332921,[8 5] ; [10 14],[6.32432432 6.67567568] ; [11.67567568 12.32432432],0
p2,1,0.258152,1.278641,[10  3] ; [14 10],[8.43243243 4.56756757] ; [15.56756757  8.43243243],0
r1,1,0.259653,1.270604,[4 9] ; [12 12],[5.62162162 7.37837838] ; [10.37837838 13.62162162],0
r3,1,0.281942,1.157705,[8 5] ; [18  5],[9.38888889 3.61111111] ; [16.61111111  6.38888889],0
a2,1,0.445885,0.58109,[ 1 12] ; [ 4 20],[ 1.75675676 11.24324324] ; [ 3.24324324 20.75675676],0
p11,1,0.497602,0.460046,[11  2] ; [18  6],[10.18918919  2.81081081] ; [18.81081081  5.18918919],0
s7,1,0.501138,0.452525,[5 7] ; [ 6 14],[4.125 7.875] ; [ 6.875 13.125],0
u3,1,0.568618,0.325,[2 3] ; [2 6],[1.53846154 3.46153846] ; [2.46153846 5.53846154],0
a3,1,0.623627,0.240803,[8 5] ; [16  7],[8.66666667 4.33333333] ; [15.33333333  7.66666667],0
v2,1,0.628745,0.233766,[4 8] ; [10 14],[4.66666667 7.33333333] ; [ 9.33333333 14.66666667],0
b5,1,0.64155,0.216721,[6 7] ; [13 11],[6.67567568 6.32432432] ; [12.32432432 11.67567568],0
d3,1,0.64155,0.216721,[6 7] ; [13 11],[6.67567568 6.32432432] ; [12.32432432 11.67567568],0
a1,1,0.652998,0.202142,[ 1 12] ; [ 3 21],[ 1.40540541 11.59459459] ; [ 2.59459459 21.40540541],0
n4,1,0.665671,0.186708,[8 5] ; [13 11],[7.37837838 5.62162162] ; [13.62162162 10.37837838],0
b2,1,0.675447,0.175296,[4 5] ; [5 9],[3.52173913 5.47826087] ; [5.47826087 8.52173913],0
b3,1,0.675447,0.175296,[4 5] ; [5 9],[3.52173913 5.47826087] ; [5.47826087 8.52173913],0
d5,1,0.682234,0.167622,[9 4] ; [15  9],[8.43243243 4.56756757] ; [15.56756757  8.43243243],0
d2,1,0.682234,0.167622,[4 9] ; [ 9 15],[4.56756757 8.43243243] ; [ 8.43243243 15.56756757],0
d4,1,0.690487,0.158559,[10  3] ; [17  7],[9.48648649 3.51351351] ; [17.51351351  6.48648649],0
r4,1,0.690487,0.158559,[ 3 10] ; [ 7 17],[3.51351351 9.48648649] ; [ 6.48648649 17.51351351],0
n3,1,0.715388,0.132955,[1 1] ; [7 4],[1.23076923 0.76923077] ; [6.76923077 4.23076923],0
n1,1,0.715388,0.132955,[1 1] ; [4 7],[0.76923077 1.23076923] ; [4.23076923 6.76923077],0
u2,1,0.835099,0.043333,[4 1] ; [6 2],[3.84615385 1.15384615] ; [6.15384615 1.84615385],0
b1,1,0.849647,0.035936,[8 5] ; [14 10],[7.72972973 5.27027027] ; [14.27027027  9.72972973],0
a4,1,0.849647,0.035936,[5 8] ; [10 14],[5.27027027 7.72972973] ; [ 9.72972973 14.27027027],0
v1,1,0.849647,0.035936,[5 8] ; [10 14],[5.27027027 7.72972973] ; [ 9.72972973 14.27027027],0
d1,1,0.873624,0.025299,[4 9] ; [ 8 16],[4.21621622 8.78378378] ; [ 7.78378378 16.21621622],0
a8,1,0.886436,0.020396,[ 2 11] ; [ 3 19],[ 1.85714286 11.14285714] ; [ 3.14285714 18.85714286],0
s8,1,0.918904,0.010366,[4 9] ; [ 7 17],[3.86486486 9.13513514] ; [ 7.13513514 16.86486486],0
u1,1,0.94563,0.004651,[ 1 12] ; [ 2 22],[ 1.05405405 11.94594595] ; [ 1.94594595 22.05405405],0
