Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,25.892885,[19 13] ; [14 84],[ 8.12307692 23.87692308] ; [24.87692308 73.12307692],1
s6,1,0.000471,12.22656,[21 11] ; [32 71],[12.56296296 19.43703704] ; [40.43703704 62.56296296],1
p3,1,0.000481,12.188471,[20 12] ; [29 73],[11.70149254 20.29850746] ; [37.29850746 64.70149254],1
p6,1,0.001698,9.850282,[15 17] ; [19 81],[ 8.24242424 23.75757576] ; [25.75757576 74.24242424],0
v3,1,0.002015,9.535496,[16 14] ; [24 77],[ 9.16030534 20.83969466] ; [30.83969466 70.16030534],0
a6,1,0.003201,8.689148,[ 6 26] ; [50 54],[13.17647059 18.82352941] ; [42.82352941 61.17647059],0
p4,1,0.004794,7.955424,[21 11] ; [38 64],[14.08955224 17.91044776] ; [44.91044776 57.08955224],0
d1,1,0.006951,7.285673,[20 12] ; [37 67],[13.41176471 18.58823529] ; [43.58823529 60.41176471],0
d2,1,0.011834,6.335584,[21 11] ; [41 61],[14.80597015 17.19402985] ; [47.19402985 54.80597015],0
a5,1,0.012232,6.276923,[26  6] ; [59 45],[20. 12.] ; [65. 39.],0
r1,1,0.018403,5.557397,[25  7] ; [57 47],[19.29411765 12.70588235] ; [62.70588235 41.29411765],0
r4,1,0.020719,5.350296,[27  5] ; [65 39],[21.64705882 10.35294118] ; [70.35294118 33.64705882],0
p10,1,0.021175,5.312329,[25  6] ; [59 43],[19.57894737 11.42105263] ; [64.42105263 37.57894737],0
u2,1,0.034389,4.475264,[8 3] ; [16 27],[4.88888889 6.11111111] ; [19.11111111 23.88888889],0
s2,1,0.041877,4.140178,[ 8 24] ; [11 92],[ 4.5037037 27.4962963] ; [14.4962963 88.5037037],0
p12,1,0.04633,3.969539,[ 3 28] ; [  2 101],[ 1.15671642 29.84328358] ; [ 3.84328358 99.15671642],0
p8,1,0.047101,3.941781,[17 14] ; [36 67],[12.26119403 18.73880597] ; [40.73880597 62.26119403],0
r3,1,0.047838,3.915675,[29  3] ; [77 27],[24.94117647  7.05882353] ; [81.05882353 22.94117647],0
u3,1,0.052039,3.77451,[7 4] ; [14 30],[4.2 6.8] ; [16.8 27.2],0
p9,1,0.061243,3.503386,[26  5] ; [67 34],[21.84090909  9.15909091] ; [71.15909091 29.84090909],0
v4,1,0.065784,3.385207,[30  2] ; [83 21],[26.58823529  5.41176471] ; [86.41176471 17.58823529],0
n4,1,0.089371,2.885668,[26  6] ; [68 36],[22.11764706  9.88235294] ; [71.88235294 32.11764706],0
d4,1,0.123172,2.376519,[25  7] ; [66 38],[21.41176471 10.58823529] ; [69.58823529 34.41176471],0
n6,1,0.129901,2.293689,[28  4] ; [77 26],[24.88888889  7.11111111] ; [80.11111111 22.88888889],0
d3,1,0.143469,2.140347,[16 16] ; [37 67],[12.47058824 19.52941176] ; [40.52941176 63.47058824],0
p7,1,0.158575,1.98776,[19 13] ; [46 56],[15.52238806 16.47761194] ; [49.47761194 52.52238806],0
d5,1,0.193515,1.690653,[24  8] ; [65 39],[20.94117647 11.05882353] ; [68.05882353 35.94117647],0
b1,1,0.225164,1.471154,[19 13] ; [49 55],[16. 16.] ; [52. 52.],0
r2,1,0.326803,0.961526,[27  4] ; [80 21],[25.12878788  5.87121212] ; [81.87121212 19.12878788],0
s1,1,0.336944,0.922025,[ 3 29] ; [ 5 99],[ 1.88235294 30.11764706] ; [ 6.11764706 97.88235294],0
v1,1,0.343186,0.898495,[15 16] ; [40 63],[12.7238806 18.2761194] ; [42.2761194 60.7238806],0
b3,1,0.366584,0.815211,[10 11] ; [23 40],[ 8.25 12.75] ; [24.75 38.25],0
b2,1,0.366584,0.815211,[10 11] ; [23 40],[ 8.25 12.75] ; [24.75 38.25],0
u1,1,0.376341,0.782619,[ 2 30] ; [  3 101],[ 1.17647059 30.82352941] ; [  3.82352941 100.17647059],0
s5,1,0.402527,0.700765,[ 9 21] ; [23 79],[ 7.27272727 22.72727273] ; [24.72727273 77.27272727],0
a3,1,0.423959,0.639316,[21 11] ; [60 44],[19.05882353 12.94117647] ; [61.94117647 42.05882353],0
s4,1,0.438303,0.600721,[ 5 27] ; [11 93],[ 3.76470588 28.23529412] ; [12.23529412 91.76470588],0
a1,1,0.448409,0.574669,[ 1 31] ; [ 7 97],[ 1.88235294 30.11764706] ; [ 6.11764706 97.88235294],0
a2,1,0.448409,0.574669,[ 1 31] ; [ 7 97],[ 1.88235294 30.11764706] ; [ 6.11764706 97.88235294],0
n2,1,0.470486,0.520833,[5 5] ; [25 15],[6. 4.] ; [24. 16.],0
p1,1,0.473051,0.514839,[ 3 29] ; [ 6 98],[ 2.11764706 29.88235294] ; [ 6.88235294 97.11764706],0
v2,1,0.490499,0.475431,[16 15] ; [45 56],[14.32575758 16.67424242] ; [46.67424242 54.32575758],0
a8,1,0.507996,0.438193,[ 3 28] ; [ 6 91],[ 2.1796875 28.8203125] ; [ 6.8203125 90.1796875],0
p5,1,0.548153,0.360637,[ 2 30] ; [10 93],[ 2.84444444 29.15555556] ; [ 9.15555556 93.84444444],0
b4,1,0.600469,0.27429,[18 14] ; [53 51],[16.70588235 15.29411765] ; [54.29411765 49.70588235],0
n5,1,0.640607,0.217949,[25  7] ; [77 27],[24.  8.] ; [78. 26.],0
n1,1,0.65429,0.200535,[4 6] ; [13 27],[3.4 6.6] ; [13.6 26.4],0
p11,1,0.699442,0.149053,[23  9] ; [71 33],[22.11764706  9.88235294] ; [71.88235294 32.11764706],0
b5,1,0.703069,0.145299,[16 16] ; [48 56],[15.05882353 16.94117647] ; [48.94117647 55.05882353],0
n3,1,0.851251,0.035165,[5 4] ; [23 16],[5.25 3.75] ; [22.75 16.25],0
a4,1,0.950493,0.003855,[12 20] ; [38 65],[11.85185185 20.14814815] ; [38.14814815 64.85185185],0
p2,1,0.976976,0.000833,[21 11] ; [66 35],[20.93233083 11.06766917] ; [66.06766917 34.93233083],0
