Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000114,14.892088,[67 10] ; [1 4],[63.85365854 13.14634146] ; [4.14634146 0.85365854],1
s1,1,0.000187,13.954921,[ 2 74] ; [2 3],[ 3.75308642 72.24691358] ; [0.24691358 4.75308642],1
r2,1,0.000296,13.097242,[71  6] ; [2 3],[68.54878049  8.45121951] ; [4.45121951 0.54878049],1
n4,1,0.00562,7.668178,[59 18] ; [1 4],[56.34146341 20.65853659] ; [3.65853659 1.34146341],0
r1,1,0.013072,6.159285,[56 21] ; [1 4],[53.52439024 23.47560976] ; [3.47560976 1.52439024],0
n6,1,0.033908,4.499351,[62 15] ; [2 3],[60.09756098 16.90243902] ; [3.90243902 1.09756098],0
a6,1,0.052584,3.757091,[49 28] ; [1 4],[46.95121951 30.04878049] ; [3.04878049 1.95121951],0
n5,1,0.08407,2.9844,[58 19] ; [2 3],[56.34146341 20.65853659] ; [3.65853659 1.34146341],0
b1,1,0.09326,2.817191,[32 45] ; [4 1],[33.80487805 43.19512195] ; [2.19512195 2.80487805],0
v2,1,0.204097,1.612812,[36 37] ; [1 4],[34.62820513 38.37179487] ; [2.37179487 2.62820513],0
p11,1,0.232887,1.42314,[63 14] ; [3 2],[61.97560976 15.02439024] ; [4.02439024 0.97560976],0
p2,1,0.232887,1.42314,[63 14] ; [3 2],[61.97560976 15.02439024] ; [4.02439024 0.97560976],0
s4,1,0.240417,1.378148,[14 62] ; [2 3],[15.01234568 60.98765432] ; [0.98765432 4.01234568],0
s7,1,0.247739,1.336007,[34 39] ; [1 4],[32.75641026 40.24358974] ; [2.24358974 2.75641026],0
a8,1,0.305937,1.048137,[ 5 65] ; [1 4],[ 5.6 64.4] ; [0.4 4.6],0
s3,1,0.307756,1.040281,[32 42] ; [1 4],[30.91139241 43.08860759] ; [2.08860759 2.91139241],0
v1,1,0.399166,0.710838,[31 45] ; [3 2],[31.90123457 44.09876543] ; [2.09876543 2.90123457],0
v3,1,0.415398,0.663297,[29 47] ; [1 4],[28.14814815 47.85185185] ; [1.85185185 3.14814815],0
n2,1,0.421317,0.646639,[13  4] ; [1 1],[12.52631579  4.47368421] ; [1.47368421 0.52631579],0
d5,1,0.426873,0.631315,[29 48] ; [1 4],[28.17073171 48.82926829] ; [1.82926829 3.17073171],0
s6,1,0.428662,0.626446,[43 31] ; [2 3],[42.15189873 31.84810127] ; [2.84810127 2.15189873],0
a5,1,0.45416,0.560248,[44 33] ; [2 3],[43.19512195 33.80487805] ; [2.80487805 2.19512195],0
r3,1,0.505292,0.443804,[69  8] ; [4 1],[68.54878049  8.45121951] ; [4.45121951 0.54878049],0
s2,1,0.549677,0.357897,[25 51] ; [1 4],[24.39506173 51.60493827] ; [1.60493827 3.39506173],0
d3,1,0.58626,0.296223,[22 55] ; [2 3],[22.53658537 54.46341463] ; [1.46341463 3.53658537],0
b4,1,0.644436,0.212987,[39 38] ; [2 3],[38.5 38.5] ; [2.5 2.5],0
u2,1,0.649808,0.206142,[22 25] ; [1 2],[21.62 25.38] ; [1.38 1.62],0
u3,1,0.753751,0.098406,[20 27] ; [1 2],[19.74 27.26] ; [1.26 1.74],0
s8,1,0.775761,0.081138,[26 51] ; [2 3],[26.29268293 50.70731707] ; [1.70731707 3.29268293],0
p3,1,0.792413,0.069263,[41 35] ; [3 2],[41.28395062 34.71604938] ; [2.71604938 2.28395062],0
p9,1,0.793355,0.068621,[65 12] ; [4 1],[64.79268293 12.20731707] ; [4.20731707 0.79268293],0
a7,1,0.82302,0.050025,[50 27] ; [3 2],[49.76829268 27.23170732] ; [3.23170732 1.76829268],0
a4,1,0.850623,0.035466,[18 58] ; [1 4],[17.82716049 58.17283951] ; [1.17283951 3.82716049],0
b5,1,0.856011,0.032926,[43 34] ; [3 2],[43.19512195 33.80487805] ; [2.80487805 2.19512195],0
p4,1,0.900392,0.015667,[44 33] ; [3 2],[44.13414634 32.86585366] ; [2.86585366 2.13414634],0
p1,1,0.913379,0.011833,[17 60] ; [1 4],[16.90243902 60.09756098] ; [1.09756098 3.90243902],0
p7,1,0.913379,0.011833,[60 17] ; [4 1],[60.09756098 16.90243902] ; [3.90243902 1.09756098],0
p10,1,0.918833,0.010384,[63 14] ; [4 1],[62.91463415 14.08536585] ; [4.08536585 0.91463415],0
n1,1,0.937193,0.006209,[8 9] ; [1 1],[8.05263158 8.94736842] ; [0.94736842 1.05263158],0
b3,1,0.957464,0.002845,[10 32] ; [1 3],[10.04347826 31.95652174] ; [0.95652174 3.04347826],0
b2,1,0.957464,0.002845,[10 32] ; [1 3],[10.04347826 31.95652174] ; [0.95652174 3.04347826],0
d2,1,0.966778,0.001735,[16 61] ; [1 4],[15.96341463 61.03658537] ; [1.03658537 3.96341463],0
a3,1,0.981396,0.000544,[30 46] ; [2 3],[30.02469136 45.97530864] ; [1.97530864 3.02469136],0
p6,1,0.990843,0.000132,[31 46] ; [2 3],[30.98780488 46.01219512] ; [2.01219512 2.98780488],0
