Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,87.829028,[257  51] ; [58 87],[214.17218543  93.82781457] ; [100.82781457  44.17218543],1
n6,1,0.0,46.351723,[258  48] ; [79 66],[228.6518847  77.3481153] ; [108.3481153  36.6518847],1
p10,1,3e-06,21.71837,[237  69] ; [80 63],[216.04008909  89.95991091] ; [100.95991091  42.04008909],1
p9,1,0.00018,14.031726,[237  66] ; [87 55],[220.61123596  82.38876404] ; [103.38876404  38.61123596],1
p11,1,0.000456,12.289003,[236  72] ; [88 57],[220.29139073  87.70860927] ; [103.70860927  41.29139073],1
a2,1,0.003839,8.358475,[ 69 239] ; [ 16 129],[ 57.79249448 250.20750552] ; [ 27.20750552 117.79249448],0
v1,1,0.008876,6.847617,[140 159] ; [47 93],[127.36446469 171.63553531] ; [59.63553531 80.36446469],0
p3,1,0.012656,6.216543,[119 187] ; [ 39 106],[107.20177384 198.79822616] ; [50.79822616 94.20177384],0
s6,1,0.012844,6.190511,[165 141] ; [60 85],[152.66075388 153.33924612] ; [72.33924612 72.66075388],0
d2,1,0.013113,6.153748,[139 167] ; [48 97],[126.87804878 179.12195122] ; [60.12195122 84.87804878],0
a5,1,0.015513,5.857275,[216  92] ; [85 60],[204.65342163 103.34657837] ; [96.34657837 48.65342163],0
a8,1,0.016948,5.701755,[ 42 239] ; [  9 125],[ 34.53253012 246.46746988] ; [ 16.46746988 117.53253012],0
p4,1,0.018115,5.58496,[142 165] ; [50 95],[130.40707965 176.59292035] ; [61.59292035 83.40707965],0
s7,1,0.019118,5.490651,[108 184] ; [ 35 102],[ 97.33333333 194.66666667] ; [45.66666667 91.33333333],0
a4,1,0.030502,4.680768,[127 178] ; [ 45 100],[116.57777778 188.42222222] ; [55.42222222 89.57777778],0
v3,1,0.039057,4.258405,[109 190] ; [35 98],[ 99.66666667 199.33333333] ; [44.33333333 88.66666667],0
n1,1,0.046331,3.96952,[35 52] ; [10 34],[29.88549618 57.11450382] ; [15.11450382 28.88549618],0
s8,1,0.061422,3.498558,[ 96 211] ; [ 33 112],[ 87.61725664 219.38274336] ; [ 41.38274336 103.61725664],0
u1,1,0.083927,2.987164,[ 43 265] ; [ 12 133],[ 37.39514349 270.60485651] ; [ 17.60485651 127.39514349],0
r4,1,0.120221,2.414437,[251  57] ; [109  36],[244.76821192  63.23178808] ; [115.23178808  29.76821192],0
a6,1,0.161088,1.963984,[211  96] ; [90 55],[204.44026549 102.55973451] ; [96.55973451 48.44026549],0
r2,1,0.167462,1.905513,[273  31] ; [122  21],[268.63534676  35.36465324] ; [126.36465324  16.63534676],0
p12,1,0.194158,1.685783,[ 11 296] ; [  2 142],[  8.84922395 298.15077605] ; [  4.15077605 139.84922395],0
s2,1,0.206991,1.59235,[111 194] ; [ 44 101],[105.05555556 199.94444444] ; [49.94444444 95.05555556],0
b2,1,0.210145,1.570426,[ 60 127] ; [19 59],[ 55.74716981 131.25283019] ; [23.25283019 54.74716981],0
b3,1,0.210145,1.570426,[ 60 127] ; [19 59],[ 55.74716981 131.25283019] ; [23.25283019 54.74716981],0
b4,1,0.210714,1.566514,[172 136] ; [90 55],[178.13686534 129.86313466] ; [83.86313466 61.13686534],0
s4,1,0.217114,1.523346,[ 34 273] ; [ 22 123],[ 38.03539823 268.96460177] ; [ 17.96460177 127.03539823],0
a1,1,0.238997,1.386498,[ 16 292] ; [  4 141],[ 13.598234 294.401766] ; [  6.401766 138.598234],0
p5,1,0.240492,1.37771,[ 13 290] ; [  3 141],[ 10.84563758 292.15436242] ; [  5.15436242 138.84563758],0
s3,1,0.258128,1.278768,[142 163] ; [58 84],[136.46532438 168.53467562] ; [63.53467562 78.46532438],0
n3,1,0.25835,1.277576,[54 33] ; [31 12],[56.88461538 30.11538462] ; [28.11538462 14.88461538],0
p8,1,0.277706,1.178283,[121 183] ; [50 95],[115.77728285 188.22271715] ; [55.22271715 89.77728285],0
d5,1,0.304088,1.056182,[234  73] ; [104  41],[229.57079646  77.42920354] ; [108.42920354  36.57079646],0
d3,1,0.30752,1.041297,[188 119] ; [96 49],[192.89380531 114.10619469] ; [91.10619469 53.89380531],0
u4,1,0.31106,1.02617,[  6 302] ; [  1 144],[  4.7593819 303.2406181] ; [  2.2406181 142.7593819],0
p2,1,0.356192,0.851275,[226  81] ; [100  44],[221.9113082  85.0886918] ; [104.0886918  39.9113082],0
v4,1,0.392906,0.729928,[274  32] ; [125  19],[271.32  34.68] ; [127.68  16.32],0
d1,1,0.413426,0.668926,[155 153] ; [67 78],[150.94039735 157.05960265] ; [71.05960265 73.94039735],0
n2,1,0.429786,0.623402,[62 27] ; [27 16],[60.00757576 28.99242424] ; [28.99242424 14.00757576],0
a3,1,0.498644,0.457822,[202 104] ; [91 54],[198.79822616 107.20177384] ; [94.20177384 50.79822616],0
p7,1,0.571218,0.320649,[144 158] ; [65 80],[141.20357942 160.79642058] ; [67.79642058 77.20357942],0
u2,1,0.61013,0.259986,[52 53] ; [28 24],[53.50318471 51.49681529] ; [26.49681529 25.50318471],0
d4,1,0.64805,0.208368,[226  80] ; [110  35],[227.97339246  78.02660754] ; [108.02660754  36.97339246],0
r3,1,0.677103,0.173405,[273  34] ; [127  18],[271.68141593  35.31858407] ; [128.31858407  16.68141593],0
u3,1,0.734901,0.114659,[52 54] ; [27 25],[53. 53.] ; [26. 26.],0
v2,1,0.770516,0.085089,[139 154] ; [62 73],[137.60046729 155.39953271] ; [63.39953271 71.60046729],0
b5,1,0.781395,0.077007,[189 119] ; [87 58],[187.65562914 120.34437086] ; [88.34437086 56.65562914],0
p1,1,0.783401,0.075564,[ 17 291] ; [  7 136],[ 16.3902439 291.6097561] ; [  7.6097561 135.3902439],0
r1,1,0.798069,0.065458,[223  83] ; [104  41],[221.86696231  84.13303769] ; [105.13303769  39.86696231],0
s1,1,0.805305,0.060756,[ 12 294] ; [  5 140],[ 11.53436807 294.46563193] ; [  5.46563193 139.53436807],0
a7,1,0.851785,0.03491,[214  94] ; [102  43],[214.85209713  93.14790287] ; [101.14790287  43.85209713],0
b1,1,0.949703,0.003979,[118 190] ; [56 89],[118.30463576 189.69536424] ; [55.69536424 89.30463576],0
