Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.00758,7.130017,[13 63] ; [8 9],[17.16129032 58.83870968] ; [ 3.83870968 13.16129032],0
b1,1,0.0231,5.160961,[46 31] ; [ 5 12],[41.77659574 35.22340426] ; [9.22340426 7.77659574],0
p4,1,0.067005,3.354912,[13 63] ; [ 6 10],[15.69565217 60.30434783] ; [ 3.30434783 12.69565217],0
p6,1,0.071138,3.256574,[ 9 66] ; [ 5 12],[11.41304348 63.58695652] ; [ 2.58695652 14.41304348],0
p7,1,0.076682,3.133869,[17 59] ; [7 9],[19.82608696 56.17391304] ; [ 4.17391304 11.82608696],0
v2,1,0.173571,1.851828,[26 48] ; [9 8],[28.46153846 45.53846154] ; [ 6.53846154 10.46153846],0
n4,1,0.175782,1.832927,[45 31] ; [ 7 10],[42.49462366 33.50537634] ; [9.50537634 7.49462366],0
d5,1,0.179115,1.804949,[57 19] ; [10  7],[54.75268817 21.24731183] ; [12.24731183  4.75268817],0
d2,1,0.179239,1.803922,[40 35] ; [ 6 11],[37.5 37.5] ; [8.5 8.5],0
r2,1,0.183492,1.769112,[59 15] ; [15  1],[60.84444444 13.15555556] ; [13.15555556  2.84444444],0
n2,1,0.188716,1.727615,[22 18] ; [5 1],[23.47826087 16.52173913] ; [3.52173913 2.47826087],0
n1,1,0.192847,1.695733,[15 24] ; [4 2],[16.46666667 22.53333333] ; [2.53333333 3.46666667],0
a7,1,0.220211,1.502994,[48 28] ; [8 9],[45.76344086 30.23655914] ; [10.23655914  6.76344086],0
a4,1,0.277658,1.178517,[35 41] ; [ 5 11],[33.04347826 42.95652174] ; [6.95652174 9.04347826],0
v3,1,0.296218,1.091142,[20 51] ; [ 7 10],[21.78409091 49.21590909] ; [ 5.21590909 11.78409091],0
s2,1,0.308483,1.037158,[22 55] ; [ 7 10],[23.75531915 53.24468085] ; [ 5.24468085 11.75531915],0
r4,1,0.389723,0.739806,[41 36] ; [11  6],[42.59574468 34.40425532] ; [9.40425532 7.59574468],0
u3,1,0.403454,0.698009,[12 14] ; [2 5],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
v1,1,0.436851,0.604541,[20 57] ; [ 6 11],[21.29787234 55.70212766] ; [ 4.70212766 12.29787234],0
n5,1,0.475829,0.508407,[43 33] ; [8 9],[41.67741935 34.32258065] ; [9.32258065 7.67741935],0
r3,1,0.498471,0.458191,[47 29] ; [12  5],[48.21505376 27.78494624] ; [10.78494624  6.21505376],0
v4,1,0.513083,0.427775,[52 24] ; [13  4],[53.11827957 22.88172043] ; [11.88172043  5.11827957],0
d1,1,0.541449,0.372861,[38 39] ; [ 7 10],[36.86170213 40.13829787] ; [8.13829787 8.86170213],0
b3,1,0.56373,0.333287,[20 31] ; [4 4],[20.74576271 30.25423729] ; [3.25423729 4.74576271],0
b2,1,0.56373,0.333287,[20 31] ; [4 4],[20.74576271 30.25423729] ; [3.25423729 4.74576271],0
a8,1,0.587373,0.294466,[ 9 65] ; [ 1 13],[ 8.40909091 65.59090909] ; [ 1.59090909 12.40909091],0
r1,1,0.605547,0.26671,[44 32] ; [11  6],[44.94623656 31.05376344] ; [10.05376344  6.94623656],0
u2,1,0.629217,0.233124,[10 16] ; [2 5],[ 9.45454545 16.54545455] ; [2.54545455 4.45454545],0
s8,1,0.629853,0.23226,[14 62] ; [ 4 13],[14.70967742 61.29032258] ; [ 3.29032258 13.70967742],0
n6,1,0.643441,0.21427,[40 36] ; [10  7],[40.86021505 35.13978495] ; [9.13978495 7.86021505],0
b4,1,0.643904,0.213673,[36 41] ; [9 8],[36.86170213 40.13829787] ; [8.13829787 8.86170213],0
b5,1,0.678036,0.172345,[45 32] ; [9 8],[44.23404255 32.76595745] ; [9.76595745 7.23404255],0
a2,1,0.686206,0.163223,[17 60] ; [ 3 14],[16.38297872 60.61702128] ; [ 3.61702128 13.38297872],0
s7,1,0.699686,0.148799,[18 50] ; [ 5 11],[18.61904762 49.38095238] ; [ 4.38095238 11.61904762],0
a3,1,0.723176,0.12547,[51 25] ; [10  6],[50.39130435 25.60869565] ; [10.60869565  5.39130435],0
p9,1,0.727399,0.121513,[26 45] ; [ 7 10],[26.625 44.375] ; [ 6.375 10.625],0
n3,1,0.757209,0.095573,[21 16] ; [3 3],[20.65116279 16.34883721] ; [3.34883721 2.65116279],0
s5,1,0.768625,0.086538,[15 57] ; [ 3 14],[14.56179775 57.43820225] ; [ 3.43820225 13.56179775],0
p10,1,0.848977,0.036261,[24 49] ; [ 6 11],[24.33333333 48.66666667] ; [ 5.66666667 11.33333333],0
p1,1,0.86782,0.027698,[ 8 69] ; [ 2 15],[ 8.19148936 68.80851064] ; [ 1.80851064 15.19148936],0
d4,1,0.882463,0.021859,[55 21] ; [12  5],[54.75268817 21.24731183] ; [12.24731183  4.75268817],0
d3,1,0.94004,0.005658,[41 35] ; [9 8],[40.86021505 35.13978495] ; [9.13978495 7.86021505],0
s3,1,0.960707,0.002427,[29 47] ; [ 6 10],[28.91304348 47.08695652] ; [6.08695652 9.91304348],0
a6,1,0.981561,0.000534,[40 36] ; [9 8],[40.04301075 35.95698925] ; [8.95698925 8.04301075],0
a5,1,0.985704,0.000321,[50 27] ; [11  6],[49.96808511 27.03191489] ; [11.03191489  5.96808511],0
s6,1,0.990537,0.000141,[31 44] ; [ 7 10],[30.97826087 44.02173913] ; [7.02173913 9.97826087],0
s1,1,0.992872,8e-05,[ 9 67] ; [ 2 15],[ 8.98924731 67.01075269] ; [ 2.01075269 14.98924731],0
u1,1,0.992924,7.9e-05,[ 9 68] ; [ 2 15],[ 9.0106383 67.9893617] ; [ 1.9893617 15.0106383],0
