Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7.5e-05,15.67239,[111 205] ; [42 27],[125.57922078 190.42077922] ; [27.42077922 41.57922078],1
s5,1,0.000126,14.703959,[ 58 252] ; [27 40],[ 69.8938992 240.1061008] ; [15.1061008 51.8938992],1
b3,1,0.001918,9.625934,[ 66 112] ; [ 4 33],[ 57.95348837 120.04651163] ; [12.04651163 24.95348837],0
b2,1,0.001918,9.625934,[ 66 112] ; [ 4 33],[ 57.95348837 120.04651163] ; [12.04651163 24.95348837],0
s7,1,0.003593,8.478686,[101 200] ; [37 34],[111.66129032 189.33870968] ; [26.33870968 44.66129032],0
s6,1,0.004459,8.086868,[164 150] ; [49 20],[174.62663185 139.37336815] ; [38.37336815 30.62663185],0
s3,1,0.004894,7.918067,[143 170] ; [45 25],[153.63968668 159.36031332] ; [34.36031332 35.63968668],0
a8,1,0.024706,5.04438,[ 45 255] ; [ 3 62],[ 39.45205479 260.54794521] ; [ 8.54794521 56.45205479],0
d3,1,0.029109,4.761167,[116 200] ; [36 35],[124.11369509 191.88630491] ; [27.88630491 43.11369509],0
a5,1,0.049686,3.852022,[177 140] ; [31 41],[169.50128535 147.49871465] ; [38.49871465 33.50128535],0
v3,1,0.062671,3.465248,[ 97 214] ; [14 56],[ 90.60629921 220.39370079] ; [20.39370079 49.60629921],0
n4,1,0.067304,3.347583,[215 100] ; [41 31],[208.37209302 106.62790698] ; [47.62790698 24.37209302],0
u3,1,0.121581,2.396833,[63 73] ; [23 15],[67.2183908 68.7816092] ; [18.7816092 19.2183908],0
a3,1,0.145418,2.119667,[178 136] ; [34 38],[172.45595855 141.54404145] ; [39.54404145 32.45595855],0
v2,1,0.195839,1.673133,[137 163] ; [26 44],[132.16216216 167.83783784] ; [30.83783784 39.16216216],0
a6,1,0.196106,1.671141,[185 132] ; [36 36],[180.09511568 136.90488432] ; [40.90488432 31.09511568],0
r1,1,0.210112,1.570655,[216  98] ; [44 28],[211.50259067 102.49740933] ; [48.49740933 23.50259067],0
a2,1,0.211553,1.560767,[ 21 296] ; [ 2 70],[ 18.74293059 298.25706941] ; [ 4.25706941 67.74293059],0
n2,1,0.235875,1.405081,[64 22] ; [19  3],[66.09259259 19.90740741] ; [16.90740741  5.09259259],0
n5,1,0.337478,0.919988,[207 105] ; [52 20],[210.4375 101.5625] ; [48.5625 23.4375],0
p4,1,0.402673,0.700328,[140 176] ; [28 44],[136.82474227 179.17525773] ; [31.17525773 40.82474227],0
a1,1,0.407935,0.684811,[ 16 301] ; [ 2 70],[ 14.66838046 302.33161954] ; [ 3.33161954 68.66838046],0
v4,1,0.457101,0.552984,[277  36] ; [65  6],[278.765625  34.234375] ; [63.234375  7.765625],0
n1,1,0.481709,0.494991,[34 51] ; [ 7 15],[32.57009346 52.42990654] ; [ 8.42990654 13.57009346],0
r2,1,0.527832,0.398563,[273  39] ; [61 11],[271.375  40.625] ; [62.625  9.375],0
b1,1,0.533593,0.387545,[136 181] ; [28 44],[133.64524422 183.35475578] ; [30.35475578 41.64524422],0
v1,1,0.539152,0.377113,[143 166] ; [30 41],[140.67631579 168.32368421] ; [32.32368421 38.67631579],0
p6,1,0.623795,0.240569,[ 79 233] ; [16 55],[ 77.38903394 234.61096606] ; [17.61096606 53.38903394],0
a7,1,0.632846,0.228221,[190 125] ; [45 26],[191.7746114 123.2253886] ; [43.2253886 27.7746114],0
r4,1,0.644923,0.212361,[250  67] ; [55 17],[248.54755784  68.45244216] ; [56.45244216 15.54755784],0
d4,1,0.650585,0.205164,[181 136] ; [39 33],[179.28020566 137.71979434] ; [40.71979434 31.28020566],0
n6,1,0.665725,0.186644,[231  83] ; [54 17],[232.44155844  81.55844156] ; [52.55844156 18.44155844],0
p12,1,0.673382,0.177672,[ 10 305] ; [ 3 69],[ 10.58139535 304.41860465] ; [ 2.41860465 69.58139535],0
p9,1,0.700741,0.147702,[230  83] ; [53 17],[231.2767624  81.7232376] ; [51.7232376 18.2767624],0
p1,1,0.724755,0.123982,[ 21 293] ; [ 4 68],[ 20.33678756 293.66321244] ; [ 4.66321244 67.33678756],0
n3,1,0.737872,0.112006,[58 26] ; [16  6],[58.64150943 25.35849057] ; [15.35849057  6.64150943],0
d2,1,0.779938,0.078065,[ 48 268] ; [10 62],[ 47.2371134 268.7628866] ; [10.7628866 61.2371134],0
p11,1,0.796357,0.066597,[225  92] ; [50 22],[224.10025707  92.89974293] ; [50.89974293 21.10025707],0
p7,1,0.799321,0.064631,[170 140] ; [39 30],[170.94986807 139.05013193] ; [38.05013193 30.94986807],0
u2,1,0.805447,0.060666,[67 68] ; [18 20],[66.32947977 68.67052023] ; [18.67052023 19.32947977],0
p3,1,0.820995,0.051196,[119 198] ; [26 46],[118.16195373 198.83804627] ; [26.83804627 45.16195373],0
a4,1,0.831096,0.045495,[ 75 240] ; [18 54],[ 75.69767442 239.30232558] ; [17.30232558 54.69767442],0
r3,1,0.844817,0.038313,[276  38] ; [63  8],[276.48311688  37.51688312] ; [62.51688312  8.48311688],0
u1,1,0.87947,0.022995,[ 12 305] ; [ 3 69],[ 12.22365039 304.77634961] ; [ 2.77634961 69.22365039],0
s8,1,0.880783,0.022493,[ 95 221] ; [21 51],[ 94.4742268 221.5257732] ; [21.5257732 50.4742268],0
b4,1,0.911415,0.012378,[174 143] ; [39 33],[173.57583548 143.42416452] ; [39.42416452 32.57583548],0
p10,1,0.929323,0.007867,[217  95] ; [49 22],[216.68929504  95.31070496] ; [49.31070496 21.68929504],0
p2,1,0.955216,0.003154,[238  78] ; [54 18],[237.81443299  78.18556701] ; [54.18556701 17.81443299],0
d5,1,0.956634,0.002957,[173 144] ; [39 32],[173.20618557 143.79381443] ; [38.79381443 32.20618557],0
s1,1,0.96416,0.002019,[ 13 299] ; [ 3 67],[ 13.06806283 298.93193717] ; [ 2.93193717 67.06806283],0
b5,1,0.964193,0.002015,[184 133] ; [42 30],[184.16966581 132.83033419] ; [41.83033419 30.16966581],0
p8,1,0.970663,0.001353,[129 185] ; [29 42],[128.86233766 185.13766234] ; [29.13766234 41.86233766],0
