Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,30.847912,[42  5] ; [ 7 20],[31.12162162 15.87837838] ; [17.87837838  9.12162162],1
n6,1,1e-06,23.722013,[44  3] ; [11 15],[35.4109589 11.5890411] ; [19.5890411  6.4109589],1
p9,1,0.026467,4.92527,[34 12] ; [13 14],[29.61643836 16.38356164] ; [17.38356164  9.61643836],0
p6,1,0.028499,4.797616,[24 22] ; [ 7 20],[19.53424658 26.46575342] ; [11.46575342 15.53424658],0
s7,1,0.030497,4.681036,[26 18] ; [ 8 17],[21.68115942 22.31884058] ; [12.31884058 12.68115942],0
s8,1,0.0453,4.007427,[21 25] ; [ 6 21],[17.01369863 28.98630137] ; [ 9.98630137 17.01369863],0
d1,1,0.046155,3.97593,[32 15] ; [12 15],[27.94594595 19.05405405] ; [16.05405405 10.94594595],0
n1,1,0.046708,3.955881,[11  4] ; [2 5],[8.86363636 6.13636364] ; [4.13636364 2.86363636],0
p5,1,0.061359,3.500276,[ 9 38] ; [ 1 26],[ 6.35135135 40.64864865] ; [ 3.64864865 23.35135135],0
p4,1,0.069254,3.300608,[32 14] ; [13 14],[28.35616438 17.64383562] ; [16.64383562 10.35616438],0
p2,1,0.108316,2.578618,[39  8] ; [18  9],[36.2027027 10.7972973] ; [20.7972973  6.2027027],0
u1,1,0.119196,2.427854,[10 37] ; [ 2 25],[ 7.62162162 39.37837838] ; [ 4.37837838 22.62162162],0
v1,1,0.129845,2.294352,[26 21] ; [10 17],[22.86486486 24.13513514] ; [13.13513514 13.86486486],0
d2,1,0.129845,2.294352,[26 21] ; [10 17],[22.86486486 24.13513514] ; [13.13513514 13.86486486],0
a3,1,0.148278,2.089877,[31 14] ; [14 13],[28.125 16.875] ; [16.875 10.125],0
d4,1,0.204681,1.608652,[39  8] ; [19  8],[36.83783784 10.16216216] ; [21.16216216  5.83783784],0
s1,1,0.267608,1.228967,[ 1 46] ; [ 2 25],[ 1.90540541 45.09459459] ; [ 1.09459459 25.90540541],0
a2,1,0.268635,1.223704,[10 37] ; [ 3 24],[ 8.25675676 38.74324324] ; [ 4.74324324 22.25675676],0
p3,1,0.28083,1.163069,[27 20] ; [12 15],[24.77027027 22.22972973] ; [14.22972973 12.77027027],0
n2,1,0.349445,0.87547,[14  2] ; [5 2],[13.2173913  2.7826087] ; [5.7826087 1.2173913],0
u3,1,0.377822,0.777778,[8 8] ; [4 8],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
u2,1,0.378715,0.774871,[ 6 10] ; [7 6],[7.17241379 8.82758621] ; [5.82758621 7.17241379],0
r1,1,0.383613,0.759091,[38  8] ; [20  7],[36.54794521  9.45205479] ; [21.45205479  5.54794521],0
a4,1,0.392464,0.731293,[20 26] ; [ 9 18],[18.2739726 27.7260274] ; [10.7260274 16.2739726],0
p10,1,0.482748,0.49265,[30 17] ; [15 12],[28.58108108 18.41891892] ; [16.41891892 10.58108108],0
p1,1,0.50635,0.441603,[ 6 41] ; [ 2 24],[ 5.15068493 41.84931507] ; [ 2.84931507 23.15068493],0
b1,1,0.521155,0.411608,[21 26] ; [10 17],[19.68918919 27.31081081] ; [11.31081081 15.68918919],0
b4,1,0.521155,0.411608,[26 21] ; [17 10],[27.31081081 19.68918919] ; [15.68918919 11.31081081],0
d5,1,0.555098,0.348264,[36 11] ; [19  8],[34.93243243 12.06756757] ; [20.06756757  6.93243243],0
v3,1,0.561494,0.337124,[18 28] ; [12 14],[19.16666667 26.83333333] ; [10.83333333 15.16666667],0
a5,1,0.566876,0.327937,[30 17] ; [19  8],[31.12162162 15.87837838] ; [17.87837838  9.12162162],0
r2,1,0.579212,0.30751,[44  2] ; [25  2],[43.47945205  2.52054795] ; [25.52054795  1.47945205],0
v2,1,0.593712,0.284585,[20 26] ; [13 13],[21.08333333 24.91666667] ; [11.91666667 14.08333333],0
s5,1,0.597423,0.2789,[14 30] ; [ 7 20],[13.01408451 30.98591549] ; [ 7.98591549 19.01408451],0
s4,1,0.612766,0.256167,[ 8 38] ; [ 6 21],[ 8.82191781 37.17808219] ; [ 5.17808219 21.82191781],0
p12,1,0.623664,0.240752,[ 3 44] ; [ 1 26],[ 2.54054054 44.45945946] ; [ 1.45945946 25.54054054],0
a1,1,0.687338,0.161982,[ 1 46] ; [ 1 26],[ 1.27027027 45.72972973] ; [ 0.72972973 26.27027027],0
a7,1,0.696259,0.152393,[31 16] ; [19  8],[31.75675676 15.24324324] ; [18.24324324  8.75675676],0
s3,1,0.698736,0.14979,[26 20] ; [14 13],[25.20547945 20.79452055] ; [14.79452055 12.20547945],0
d3,1,0.702388,0.146,[35 12] ; [19  8],[34.2972973 12.7027027] ; [19.7027027  7.2972973],0
s2,1,0.739785,0.110316,[22 24] ; [14 13],[22.68493151 23.31506849] ; [13.31506849 13.68493151],0
s6,1,0.795232,0.067352,[28 16] ; [18  9],[28.50704225 15.49295775] ; [17.49295775  9.50704225],0
r4,1,0.803994,0.061594,[41  6] ; [23  4],[40.64864865  6.35135135] ; [23.35135135  3.64864865],0
r3,1,0.808441,0.058776,[40  6] ; [24  3],[40.32876712  5.67123288] ; [23.67123288  3.32876712],0
n3,1,0.808605,0.058673,[10  6] ; [4 3],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
a6,1,0.911526,0.012346,[25 22] ; [14 13],[24.77027027 22.22972973] ; [14.22972973 12.77027027],0
