Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,124.033452,[ 22 218] ; [99 63],[ 72.23880597 167.76119403] ; [ 48.76119403 113.23880597],1
s6,1,0.0,48.846812,[ 89 148] ; [116  42],[123. 114.] ; [82. 76.],1
s8,1,0.000127,14.679874,[ 35 207] ; [ 49 113],[ 50.31683168 191.68316832] ; [ 33.68316832 128.31683168],1
s4,1,0.003077,8.761303,[ 22 217] ; [ 31 128],[ 31.82663317 207.17336683] ; [ 21.17336683 137.82663317],0
s5,1,0.02255,5.202851,[ 45 189] ; [ 45 109],[ 54.27835052 179.72164948] ; [ 35.72164948 118.27835052],0
p12,1,0.05728,3.614452,[  9 233] ; [ 13 147],[ 13.24378109 228.75621891] ; [  8.75621891 151.24378109],0
a4,1,0.068662,3.314713,[105 138] ; [ 55 106],[ 96.23762376 146.76237624] ; [63.76237624 97.23762376],0
p1,1,0.126027,2.340775,[ 20 223] ; [  7 154],[ 16.24009901 226.75990099] ; [ 10.75990099 150.24009901],0
n2,1,0.131593,2.273605,[40 16] ; [29  5],[42.93333333 13.06666667] ; [26.06666667  7.93333333],0
a3,1,0.133894,2.246764,[156  87] ; [92 70],[148.8  94.2] ; [99.2 62.8],0
a5,1,0.137943,2.200756,[173  70] ; [104  58],[166.2  76.8] ; [110.8  51.2],0
p10,1,0.150148,2.070751,[177  63] ; [128  32],[183.  57.] ; [122.  38.],0
v4,1,0.182682,1.775667,[237   6] ; [154   8],[234.6   8.4] ; [156.4   5.6],0
d5,1,0.183525,1.768847,[197  45] ; [123  39],[191.68316832  50.31683168] ; [128.31683168  33.68316832],0
p2,1,0.190555,1.713318,[191  52] ; [135  26],[196.08415842  46.91584158] ; [129.91584158  31.08415842],0
v3,1,0.23379,1.417655,[ 68 164] ; [ 55 102],[ 73.35732648 158.64267352] ; [ 49.64267352 107.35732648],0
a6,1,0.244551,1.354167,[178  65] ; [110  52],[172.8  70.2] ; [115.2  46.8],0
b4,1,0.247222,1.338933,[139 104] ; [102  60],[144.6  98.4] ; [96.4 65.6],0
n3,1,0.248402,1.33227,[39 15] ; [29  6],[41.25842697 12.74157303] ; [26.74157303  8.25842697],0
n6,1,0.251371,1.31567,[201  42] ; [125  35],[196.5707196  46.4292804] ; [129.4292804  30.5707196],0
a8,1,0.296275,1.090888,[ 29 192] ; [ 15 141],[ 25.79310345 195.20689655] ; [ 18.20689655 137.79310345],0
p5,1,0.323049,0.976561,[ 18 224] ; [  8 153],[ 15.61290323 226.38709677] ; [ 10.38709677 150.61290323],0
p7,1,0.378275,0.776301,[136 105] ; [95 61],[140.22921914 100.77078086] ; [90.77078086 65.22921914],0
d3,1,0.410094,0.678529,[162  80] ; [102  60],[158.13861386  83.86138614] ; [105.86138614  56.13861386],0
p6,1,0.418865,0.653498,[ 65 175] ; [ 49 110],[ 68.57142857 171.42857143] ; [ 45.42857143 113.57142857],0
r1,1,0.436296,0.606004,[201  41] ; [128  32],[198.05472637  43.94527363] ; [130.94527363  29.05472637],0
d1,1,0.43961,0.597301,[134 109] ; [83 79],[130.2 112.8] ; [86.8 75.2],0
n5,1,0.465549,0.532521,[161  81] ; [112  48],[164.34328358  77.65671642] ; [108.65671642  51.34328358],0
p3,1,0.476756,0.506275,[ 97 146] ; [70 91],[100.4480198 142.5519802] ; [66.5519802 94.4480198],0
p8,1,0.502984,0.448636,[119 119] ; [75 86],[115.71929825 122.28070175] ; [78.28070175 82.71929825],0
r3,1,0.533536,0.387653,[238   5] ; [160   2],[238.8   4.2] ; [159.2   2.8],0
u4,1,0.538278,0.378741,[  3 240] ; [  1 161],[  2.4 240.6] ; [  1.6 160.4],0
s1,1,0.547256,0.362256,[  5 236] ; [  2 156],[  4.22807018 236.77192982] ; [  2.77192982 155.22807018],0
a7,1,0.553642,0.350833,[177  65] ; [122  39],[179.5483871  62.4516129] ; [119.4516129  41.5483871],0
p4,1,0.567402,0.32705,[120 122] ; [84 76],[122.80597015 119.19402985] ; [81.19402985 78.80597015],0
u3,1,0.648871,0.207326,[48 39] ; [40 28],[49.39354839 37.60645161] ; [38.60645161 29.39354839],0
n1,1,0.676108,0.17454,[16 39] ; [11 22],[16.875 38.125] ; [10.125 22.875],0
v2,1,0.687646,0.161645,[124 111] ; [76 74],[122.07792208 112.92207792] ; [77.92207792 72.07792208],0
v1,1,0.701696,0.146713,[119 122] ; [73 81],[117.1443038 123.8556962] ; [74.8556962 79.1443038],0
u1,1,0.703927,0.144419,[ 27 216] ; [ 20 142],[ 28.2 214.8] ; [ 18.8 143.2],0
d4,1,0.720069,0.128427,[197  46] ; [129  33],[195.6  47.4] ; [130.4  31.6],0
b3,1,0.76815,0.086905,[44 91] ; [29 55],[45. 90.] ; [28. 56.],0
b2,1,0.76815,0.086905,[44 91] ; [29 55],[45. 90.] ; [28. 56.],0
b5,1,0.768401,0.086711,[155  88] ; [101  61],[153.6  89.4] ; [102.4  59.6],0
a1,1,0.8029,0.062298,[  7 236] ; [  4 158],[  6.6 236.4] ; [  4.4 157.6],0
u2,1,0.815319,0.054555,[44 42] ; [34 35],[43.27741935 42.72258065] ; [34.72258065 34.27741935],0
p9,1,0.919083,0.01032,[191  49] ; [128  32],[191.4  48.6] ; [127.6  32.4],0
r2,1,0.920107,0.01006,[234   8] ; [155   5],[234.17412935   7.82587065] ; [154.82587065   5.17412935],0
n4,1,0.964732,0.001955,[170  73] ; [113  49],[169.8  73.2] ; [113.2  48.8],0
d2,1,0.972391,0.001198,[102 140] ; [68 94],[101.83168317 140.16831683] ; [68.16831683 93.83168317],0
a2,1,1.0,0.0,[ 45 198] ; [ 30 132],[ 45. 198.] ; [ 30. 132.],0
p11,1,1.0,0.0,[195  48] ; [130  32],[195.  48.] ; [130.  32.],0
b1,1,1.0,0.0,[ 87 156] ; [ 58 104],[ 87. 156.] ; [ 58. 104.],0
