Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000569,11.873634,[36 29] ; [114  31],[46.42857143 18.57142857] ; [103.57142857  41.42857143],1
p4,1,0.000656,11.608661,[47 18] ; [133  14],[55.18867925  9.81132075] ; [124.81132075  22.18867925],1
p7,1,0.001579,9.983665,[43 19] ; [128  18],[50.97115385 11.02884615] ; [120.02884615  25.97115385],0
b1,1,0.001903,9.640984,[17 48] ; [72 75],[27.28773585 37.71226415] ; [61.71226415 85.28773585],0
p5,1,0.005239,7.795207,[ 4 61] ; [ 32 115],[11.03773585 53.96226415] ; [ 24.96226415 122.03773585],0
s7,1,0.006149,7.506034,[33 32] ; [98 41],[41.74019608 23.25980392] ; [89.25980392 49.74019608],0
p10,1,0.014498,5.9765,[52 13] ; [134  12],[57.2985782  7.7014218] ; [128.7014218  17.2985782],0
p12,1,0.052011,3.77542,[ 4 61] ; [ 23 122],[ 8.35714286 56.64285714] ; [ 18.64285714 126.35714286],0
s6,1,0.061255,3.503066,[46 19] ; [116  25],[51.11650485 13.88349515] ; [110.88349515  30.11650485],0
p1,1,0.070133,3.279914,[ 5 60] ; [ 25 121],[ 9.24170616 55.75829384] ; [ 20.75829384 125.24170616],0
s5,1,0.099128,2.719521,[23 38] ; [69 68],[28.34343434 32.65656566] ; [63.65656566 73.34343434],0
u1,1,0.101212,2.686336,[16 49] ; [53 94],[21.15566038 43.84433962] ; [47.84433962 99.15566038],0
v2,1,0.12007,2.416412,[32 30] ; [91 53],[37.01941748 24.98058252] ; [85.98058252 58.01941748],0
v3,1,0.121196,2.401799,[22 40] ; [67 75],[27.04901961 34.95098039] ; [61.95098039 80.04901961],0
b5,1,0.132121,2.267403,[43 22] ; [81 66],[38.01886792 26.98113208] ; [85.98113208 61.01886792],0
s4,1,0.136651,2.215267,[11 52] ; [ 39 105],[15.2173913 47.7826087] ; [ 34.7826087 109.2173913],0
s8,1,0.180709,1.791785,[36 29] ; [95 51],[40.35545024 24.64454976] ; [90.64454976 55.35545024],0
a8,1,0.205929,1.599818,[ 5 55] ; [ 19 108],[ 7.70053476 52.29946524] ; [ 16.29946524 110.70053476],0
a5,1,0.214306,1.542099,[55 10] ; [133  14],[57.64150943  7.35849057] ; [130.35849057  16.64150943],0
p9,1,0.215964,1.530988,[59  6] ; [139   7],[60.99526066  4.00473934] ; [137.00473934   8.99526066],0
n3,1,0.270912,1.212121,[15  3] ; [15  7],[13.5  4.5] ; [16.5  5.5],0
v1,1,0.271099,1.21118,[39 25] ; [99 45],[42.46153846 21.53846154] ; [95.53846154 48.46153846],0
n1,1,0.288776,1.12532,[ 6 12] ; [11 11],[ 7.65 10.35] ; [ 9.35 12.65],0
a3,1,0.315665,1.006823,[52 13] ; [124  21],[54.47619048 10.52380952] ; [121.52380952  23.47619048],0
n2,1,0.319193,0.992252,[13  6] ; [18  4],[14.36585366  4.63414634] ; [16.63414634  5.36585366],0
s2,1,0.333466,0.935393,[39 26] ; [97 48],[42.0952381 22.9047619] ; [93.9047619 51.0952381],0
s1,1,0.333769,0.934218,[ 4 59] ; [  5 142],[ 2.7 60.3] ; [  6.3 140.7],0
a1,1,0.341129,0.906184,[ 4 61] ; [ 15 132],[ 5.8254717 59.1745283] ; [ 13.1745283 133.8254717],0
p2,1,0.341158,0.906075,[57  8] ; [135  12],[58.86792453  6.13207547] ; [133.13207547  13.86792453],0
n4,1,0.35703,0.848312,[55 10] ; [131  16],[57.02830189  7.97169811] ; [128.97169811  18.02830189],0
a2,1,0.367901,0.810742,[21 44] ; [57 90],[23.91509434 41.08490566] ; [54.08490566 92.91509434],0
b2,1,0.383492,0.759477,[15 24] ; [48 55],[17.3028169 21.6971831] ; [45.6971831 57.3028169],0
b3,1,0.383492,0.759477,[15 24] ; [48 55],[17.3028169 21.6971831] ; [45.6971831 57.3028169],0
d4,1,0.401203,0.704719,[63  2] ; [144   2],[63.76777251  1.23222749] ; [143.23222749   2.76777251],0
v4,1,0.442498,0.589796,[64  1] ; [140   5],[63.14285714  1.85714286] ; [140.85714286   4.14285714],0
u4,1,0.448267,0.575029,[ 2 63] ; [  8 138],[ 3.08056872 61.91943128] ; [  6.91943128 139.08056872],0
r1,1,0.451495,0.566897,[53 12] ; [125  21],[54.83412322 10.16587678] ; [123.16587678  22.83412322],0
