Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,8.2e-05,15.510908,[50 39] ; [36 87],[36.10377358 52.89622642] ; [49.89622642 73.10377358],1
v3,1,0.000584,11.825452,[37 55] ; [ 24 102],[25.74311927 66.25688073] ; [35.25688073 90.74311927],1
s8,1,0.000856,11.115666,[34 59] ; [ 22 108],[23.35426009 69.64573991] ; [32.64573991 97.35426009],1
s6,1,0.00116,10.552429,[58 33] ; [54 76],[46.11764706 44.88235294] ; [65.88235294 64.11764706],0
r1,1,0.001506,10.071185,[71 22] ; [73 58],[59.78571429 33.21428571] ; [84.21428571 46.78571429],0
r2,1,0.002243,9.339568,[86  5] ; [104  26],[78.23529412 12.76470588] ; [111.76470588  18.23529412],0
s7,1,0.004878,7.924009,[38 54] ; [29 95],[28.53703704 63.46296296] ; [38.46296296 85.53703704],0
a3,1,0.005755,7.625362,[61 32] ; [61 69],[50.87892377 42.12107623] ; [71.12107623 58.87892377],0
p9,1,0.009667,6.695332,[73 20] ; [77 47],[64.28571429 28.71428571] ; [85.71428571 38.28571429],0
p10,1,0.012333,6.262302,[66 26] ; [70 57],[57.13242009 34.86757991] ; [78.86757991 48.13242009],0
p3,1,0.014333,5.996675,[27 67] ; [ 20 111],[19.63555556 74.36444444] ; [ 27.36444444 103.63555556],0
a5,1,0.014455,5.981659,[55 39] ; [55 76],[45.95555556 48.04444444] ; [64.04444444 66.95555556],0
r4,1,0.03421,4.484185,[77 17] ; [91 40],[70.18666667 23.81333333] ; [97.81333333 33.18666667],0
s2,1,0.037981,4.305857,[42 51] ; [41 89],[34.61434978 58.38565022] ; [48.38565022 81.61434978],0
u3,1,0.051069,3.806,[19 14] ; [26 44],[14.41747573 18.58252427] ; [30.58252427 39.41747573],0
u1,1,0.064145,3.426828,[ 7 87] ; [  3 128],[ 4.17777778 89.82222222] ; [  5.82222222 125.17777778],0
a2,1,0.064145,3.426828,[ 7 87] ; [  3 128],[ 4.17777778 89.82222222] ; [  5.82222222 125.17777778],0
a4,1,0.067684,3.338308,[25 68] ; [ 22 109],[19.51339286 73.48660714] ; [ 27.48660714 103.51339286],0
s3,1,0.068068,3.329017,[48 43] ; [52 77],[41.36363636 49.63636364] ; [58.63636364 70.36363636],0
b3,1,0.068201,3.325792,[22 30] ; [18 50],[17.33333333 34.66666667] ; [22.66666667 45.33333333],0
b2,1,0.068201,3.325792,[22 30] ; [18 50],[17.33333333 34.66666667] ; [22.66666667 45.33333333],0
r3,1,0.098606,2.727946,[81 10] ; [105  25],[76.58823529 14.41176471] ; [109.41176471  20.58823529],0
a8,1,0.110434,2.547999,[16 73] ; [ 13 112],[12.06074766 76.93925234] ; [ 16.93925234 108.06074766],0
s5,1,0.11517,2.4818,[26 64] ; [ 25 102],[21.15207373 68.84792627] ; [29.84792627 97.15207373],0
n2,1,0.1281,2.31538,[22  3] ; [34 13],[19.44444444  5.55555556] ; [36.55555556 10.44444444],0
v4,1,0.132553,2.262351,[82  9] ; [107  22],[78.17727273 12.82272727] ; [110.82272727  18.17727273],0
d3,1,0.14533,2.120591,[38 56] ; [40 89],[32.87892377 61.12107623] ; [45.12107623 83.87892377],0
p2,1,0.161771,1.957594,[67 27] ; [81 49],[62.10714286 31.89285714] ; [85.89285714 44.10714286],0
d4,1,0.177866,1.815362,[58 36] ; [69 62],[53.05777778 40.94222222] ; [73.94222222 57.05777778],0
u2,1,0.184978,1.75717,[17 14] ; [28 41],[13.95 17.05] ; [31.05 37.95],0
p5,1,0.235243,1.408874,[ 5 89] ; [  3 126],[ 3.37219731 90.62780269] ; [  4.62780269 124.37219731],0
n5,1,0.237118,1.397646,[63 30] ; [78 52],[58.80269058 34.19730942] ; [82.19730942 47.80269058],0
p1,1,0.246906,1.340724,[ 8 86] ; [  6 122],[ 5.92792793 88.07207207] ; [  8.07207207 119.92792793],0
p11,1,0.259919,1.26919,[67 27] ; [84 47],[63.08444444 30.91555556] ; [87.91555556 43.08444444],0
b1,1,0.29017,1.118831,[35 59] ; [58 73],[38.85333333 55.14666667] ; [54.14666667 76.85333333],0
d5,1,0.33228,0.939992,[51 43] ; [62 68],[47.41964286 46.58035714] ; [65.58035714 64.41964286],0
d2,1,0.347402,0.882924,[11 83] ; [ 21 109],[13.42857143 80.57142857] ; [ 18.57142857 111.42857143],0
s1,1,0.349414,0.875585,[ 7 85] ; [  6 124],[ 5.38738739 86.61261261] ; [  7.61261261 122.38738739],0
