Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,7e-06,20.118112,[61  2] ; [4 4],[57.67605634  5.32394366] ; [7.32394366 0.67605634],1
r3,1,4.5e-05,16.635165,[61  3] ; [4 4],[57.77777778  6.22222222] ; [7.22222222 0.77777778],1
r4,1,6.3e-05,16.010526,[55  9] ; [2 6],[50.66666667 13.33333333] ; [6.33333333 1.66666667],1
p2,1,0.000882,11.060426,[46 18] ; [1 7],[41.77777778 22.22222222] ; [5.22222222 2.77777778],1
s1,1,0.004911,7.912088,[ 4 60] ; [3 5],[ 6.22222222 57.77777778] ; [0.77777778 7.22222222],0
d5,1,0.010347,6.574222,[50 13] ; [3 5],[47.02816901 15.97183099] ; [5.97183099 2.02816901],0
s7,1,0.015735,5.83229,[42 21] ; [1 5],[39.26086957 23.73913043] ; [3.73913043 2.26086957],0
p11,1,0.030197,4.698069,[34 30] ; [1 7],[31.11111111 32.88888889] ; [3.88888889 4.11111111],0
a7,1,0.033681,4.510826,[41 23] ; [2 6],[38.22222222 25.77777778] ; [4.77777778 3.22222222],0
s8,1,0.044752,4.027972,[32 32] ; [1 7],[29.33333333 34.66666667] ; [3.66666667 4.33333333],0
a4,1,0.053779,3.719531,[31 33] ; [1 7],[28.44444444 35.55555556] ; [3.55555556 4.44444444],0
a5,1,0.063431,3.445313,[45 19] ; [3 5],[42.66666667 21.33333333] ; [5.33333333 2.66666667],0
u3,1,0.088471,2.901982,[16  7] ; [1 3],[14.48148148  8.51851852] ; [2.51851852 1.48148148],0
s6,1,0.093533,2.8125,[55  9] ; [5 3],[53.33333333 10.66666667] ; [6.66666667 1.33333333],0
d1,1,0.095069,2.786378,[36 28] ; [2 6],[33.77777778 30.22222222] ; [4.22222222 3.77777778],0
n5,1,0.130119,2.291084,[41 22] ; [3 5],[39.04225352 23.95774648] ; [4.95774648 3.04225352],0
v2,1,0.13292,2.258065,[33 29] ; [2 6],[31. 31.] ; [4. 4.],0
n2,1,0.143583,2.139137,[15  5] ; [1 2],[13.91304348  6.08695652] ; [2.08695652 0.91304348],0
u2,1,0.208359,1.582792,[ 9 13] ; [3 1],[10.15384615 11.84615385] ; [1.84615385 2.15384615],0
p6,1,0.210903,1.565217,[22 42] ; [1 7],[20.44444444 43.55555556] ; [2.55555556 5.44444444],0
n3,1,0.294644,1.09828,[13  7] ; [1 2],[12.17391304  7.82608696] ; [1.82608696 1.17391304],0
v3,1,0.303223,1.059968,[19 41] ; [4 4],[20.29411765 39.70588235] ; [2.70588235 5.29411765],0
r1,1,0.326541,0.962567,[50 14] ; [5 3],[48.88888889 15.11111111] ; [6.11111111 1.88888889],0
a6,1,0.334791,0.930279,[35 28] ; [3 5],[33.71830986 29.28169014] ; [4.28169014 3.71830986],0
p4,1,0.358575,0.842879,[35 29] ; [3 5],[33.77777778 30.22222222] ; [4.22222222 3.77777778],0
b1,1,0.404475,0.694981,[34 30] ; [3 5],[32.88888889 31.11111111] ; [4.11111111 3.88888889],0
a3,1,0.438578,0.6,[41 23] ; [4 4],[40. 24.] ; [5. 3.],0
d3,1,0.459007,0.548314,[40 23] ; [4 4],[39.04225352 23.95774648] ; [4.95774648 3.04225352],0
p7,1,0.505573,0.443219,[31 31] ; [3 5],[30.11428571 31.88571429] ; [3.88571429 4.11428571],0
s3,1,0.516425,0.421027,[53 10] ; [6 2],[52.35211268 10.64788732] ; [6.64788732 1.35211268],0
d4,1,0.516425,0.421027,[53 10] ; [6 2],[52.35211268 10.64788732] ; [6.64788732 1.35211268],0
n6,1,0.533377,0.387953,[46 17] ; [5 3],[45.25352113 17.74647887] ; [5.74647887 2.25352113],0
b4,1,0.552055,0.353649,[39 25] ; [4 4],[38.22222222 25.77777778] ; [4.77777778 3.22222222],0
v1,1,0.588818,0.292194,[30 33] ; [3 5],[29.28169014 33.71830986] ; [3.71830986 4.28169014],0
p1,1,0.662018,0.191082,[ 5 58] ; [1 7],[ 5.32394366 57.67605634] ; [0.67605634 7.32394366],0
p3,1,0.737316,0.1125,[28 36] ; [4 4],[28.44444444 35.55555556] ; [3.55555556 4.44444444],0
n4,1,0.743224,0.107314,[43 20] ; [5 3],[42.5915493 20.4084507] ; [5.4084507 2.5915493],0
n1,1,0.825381,0.048677,[ 8 12] ; [1 2],[ 7.82608696 12.17391304] ; [1.17391304 1.82608696],0
d2,1,0.898952,0.016125,[33 30] ; [4 4],[32.83098592 30.16901408] ; [4.16901408 3.83098592],0
s4,1,0.904952,0.014258,[17 46] ; [2 6],[16.85915493 46.14084507] ; [2.14084507 5.85915493],0
p8,1,0.973939,0.001067,[24 39] ; [3 5],[23.95774648 39.04225352] ; [3.04225352 4.95774648],0
b5,1,1.0,0.0,[40 24] ; [5 3],[40. 24.] ; [5. 3.],0
