Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,48.325133,[18 60] ; [45  8],[37.51145038 40.48854962] ; [25.48854962 27.51145038],1
s3,1,0.0,45.359768,[14 62] ; [42 12],[32.73846154 43.26153846] ; [23.26153846 30.73846154],1
s7,1,0.0,28.93043,[15 59] ; [32 14],[28.98333333 45.01666667] ; [18.01666667 27.98333333],1
s8,1,0.0,27.591973,[10 68] ; [30 24],[23.63636364 54.36363636] ; [16.36363636 37.63636364],1
r4,1,2e-06,22.849552,[36 42] ; [47  7],[49.04545455 28.95454545] ; [33.95454545 20.04545455],1
p2,1,2.8e-05,17.52451,[26 52] ; [38 16],[37.81818182 40.18181818] ; [26.18181818 27.81818182],1
p9,1,2.9e-05,17.488289,[27 47] ; [38 13],[38.48 35.52] ; [26.52 24.48],1
s5,1,0.000107,15.004082,[10 67] ; [21 27],[19.096 57.904] ; [11.904 36.096],1
r3,1,0.00019,13.928848,[46 32] ; [48  6],[55.54545455 22.45454545] ; [38.45454545 15.54545455],1
p4,1,0.000412,12.4772,[17 60] ; [28 26],[26.45038168 50.54961832] ; [18.54961832 35.45038168],1
u3,1,0.000851,11.126708,[ 8 24] ; [15  6],[13.88679245 18.11320755] ; [ 9.11320755 11.88679245],1
s4,1,0.001047,10.743329,[ 8 70] ; [18 36],[15.36363636 62.63636364] ; [10.63636364 43.36363636],0
v1,1,0.001756,9.788575,[19 59] ; [27 26],[27.38931298 50.61068702] ; [18.61068702 34.38931298],0
r2,1,0.002333,9.266891,[59 18] ; [51  2],[65.15384615 11.84615385] ; [44.84615385  8.15384615],0
p10,1,0.002389,9.223861,[23 52] ; [30 22],[31.2992126 43.7007874] ; [21.7007874 30.2992126],0
p3,1,0.004909,7.912821,[12 65] ; [20 34],[18.80916031 58.19083969] ; [13.19083969 40.80916031],0
r1,1,0.005657,7.656522,[44 34] ; [43 11],[51.40909091 26.59090909] ; [35.59090909 18.40909091],0
n6,1,0.008905,6.841822,[38 40] ; [38 15],[45.2519084 32.7480916] ; [30.7480916 22.2519084],0
p6,1,0.009134,6.796396,[ 5 71] ; [12 42],[ 9.93846154 66.06153846] ; [ 7.06153846 46.93846154],0
d4,1,0.011867,6.330641,[53 25] ; [47  7],[59.09090909 18.90909091] ; [40.90909091 13.09090909],0
v4,1,0.012174,6.285391,[55 23] ; [48  6],[60.86363636 17.13636364] ; [42.13636364 11.86363636],0
n3,1,0.013226,6.138574,[14 24] ; [16  7],[18.68852459 19.31147541] ; [11.31147541 11.68852459],0
u2,1,0.022665,5.194009,[ 9 23] ; [12  8],[12.92307692 19.07692308] ; [ 8.07692308 11.92307692],0
u1,1,0.060678,3.518768,[ 7 71] ; [11 43],[10.63636364 67.36363636] ; [ 7.36363636 46.63636364],0
d1,1,0.066432,3.369061,[35 43] ; [33 21],[40.18181818 37.81818182] ; [27.81818182 26.18181818],0
v2,1,0.069064,3.305118,[24 53] ; [24 27],[28.875 48.125] ; [19.125 31.875],0
d3,1,0.087968,2.911172,[45 33] ; [39 15],[49.63636364 28.36363636] ; [34.36363636 19.63636364],0
n2,1,0.107775,2.586544,[20 21] ; [16  7],[23.0625 17.9375] ; [12.9375 10.0625],0
a1,1,0.109315,2.564103,[ 9 69] ; [ 2 52],[ 6.5 71.5] ; [ 4.5 49.5],0
v3,1,0.119604,2.422498,[18 56] ; [19 32],[21.904 52.096] ; [15.096 35.904],0
d2,1,0.152182,2.050242,[33 44] ; [30 24],[37.03053435 39.96946565] ; [25.96946565 28.03053435],0
d5,1,0.152458,2.047483,[55 23] ; [44 10],[58.5 19.5] ; [40.5 13.5],0
p1,1,0.183067,1.772546,[ 7 71] ; [ 9 45],[ 9.45454545 68.54545455] ; [ 6.54545455 47.45454545],0
p5,1,0.200015,1.642266,[ 3 75] ; [ 5 49],[ 4.72727273 73.27272727] ; [ 3.27272727 50.72727273],0
b4,1,0.235661,1.406364,[41 37] ; [34 20],[44.31818182 33.68181818] ; [30.68181818 23.31818182],0
a6,1,0.279532,1.169363,[45 33] ; [26 28],[41.95454545 36.04545455] ; [29.04545455 24.95454545],0
b3,1,0.287998,1.128958,[20 26] ; [ 8 18],[17.88888889 28.11111111] ; [10.11111111 15.88888889],0
b2,1,0.287998,1.128958,[20 26] ; [ 8 18],[17.88888889 28.11111111] ; [10.11111111 15.88888889],0
b5,1,0.297406,1.085791,[42 36] ; [34 20],[44.90909091 33.09090909] ; [31.09090909 22.90909091],0
p12,1,0.349444,0.875476,[ 1 77] ; [ 2 51],[ 1.78625954 76.21374046] ; [ 1.21374046 51.78625954],0
a5,1,0.407383,0.686424,[42 36] ; [33 21],[44.31818182 33.68181818] ; [30.68181818 23.31818182],0
n1,1,0.422833,0.642429,[15 25] ; [11 12],[16.50793651 23.49206349] ; [ 9.49206349 13.50793651],0
