Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,56.263638,[ 31 115] ; [144  94],[66.53645833 79.46354167] ; [108.46354167 129.53645833],1
v1,1,1e-06,24.785078,[67 77] ; [172  67],[89.85900783 54.14099217] ; [149.14099217  89.85900783],1
a5,1,0.007779,7.0837,[110  39] ; [206  37],[120.1122449  28.8877551] ; [195.8877551  47.1122449],0
r1,1,0.009178,6.787895,[111  38] ; [206  36],[120.80051151  28.19948849] ; [196.19948849  45.80051151],0
n2,1,0.010288,6.584416,[14 11] ; [30  5],[18.33333333  6.66666667] ; [25.66666667  9.33333333],0
a3,1,0.011387,6.403927,[107  41] ; [201  41],[116.88205128  31.11794872] ; [191.11794872  50.88205128],0
s4,1,0.023366,5.141052,[ 34 113] ; [ 34 207],[ 25.7628866 121.2371134] ; [ 42.2371134 198.7628866],0
d2,1,0.028287,4.810502,[69 79] ; [141 102],[79.48849105 68.51150895] ; [130.51150895 112.48849105],0
n5,1,0.034153,4.487023,[114  34] ; [206  35],[121.74807198  26.25192802] ; [198.25192802  42.74807198],0
r4,1,0.047864,3.914745,[133  16] ; [230  13],[137.97704082  11.02295918] ; [225.02295918  17.97704082],0
p12,1,0.049992,3.84174,[ 12 136] ; [ 36 207],[ 18.16879795 129.83120205] ; [ 29.83120205 213.16879795],0
a2,1,0.050231,3.833748,[ 33 116] ; [ 76 167],[ 41.43112245 107.56887755] ; [ 67.56887755 175.43112245],0
p7,1,0.058722,3.57311,[107  40] ; [196  46],[114.50128535  32.49871465] ; [188.49871465  53.50128535],0
r3,1,0.072682,3.221398,[139   9] ; [236   6],[142.30769231   5.69230769] ; [232.69230769   9.30769231],0
u1,1,0.087064,2.92783,[ 28 121] ; [ 64 179],[ 34.96938776 114.03061224] ; [ 57.03061224 185.96938776],0
n3,1,0.100583,2.696282,[17  8] ; [30  5],[19.58333333  5.41666667] ; [27.41666667  7.58333333],0
n6,1,0.105097,2.626449,[129  20] ; [221  20],[133.71794872  15.28205128] ; [216.28205128  24.71794872],0
u2,1,0.117852,2.445633,[29 13] ; [22 20],[25.5 16.5] ; [25.5 16.5],0
a8,1,0.130954,2.281154,[ 14 122] ; [ 35 184],[ 18.77183099 117.22816901] ; [ 30.22816901 188.77183099],0
d1,1,0.143158,2.143684,[91 58] ; [166  77],[97.68622449 51.31377551] ; [159.31377551  83.68622449],0
d5,1,0.152814,2.043935,[122  26] ; [213  30],[126.80306905  21.19693095] ; [208.19693095  34.80306905],0
n4,1,0.172438,1.861616,[121  28] ; [209  33],[125.7544757  23.2455243] ; [204.2455243  37.7544757],0
b1,1,0.190498,1.713763,[67 82] ; [ 93 150],[60.81632653 88.18367347] ; [ 99.18367347 143.81632653],0
a7,1,0.205817,1.600607,[104  45] ; [183  59],[109.36828645  39.63171355] ; [177.63171355  64.36828645],0
r2,1,0.208468,1.582037,[139   8] ; [234   7],[141.31701031   5.68298969] ; [231.68298969   9.31701031],0
p10,1,0.209151,1.577297,[136  12] ; [230  12],[138.89230769   9.10769231] ; [227.10769231  14.89230769],0
u4,1,0.234614,1.412666,[  2 147] ; [  8 235],[  3.80102041 145.19897959] ; [  6.19897959 236.80102041],0
