Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,5.3e-05,16.336695,[12 88] ; [45 82],[25.11013216 74.88986784] ; [31.88986784 95.11013216],1
s6,1,0.006435,7.424349,[53 47] ; [89 37],[62.83185841 37.16814159] ; [79.16814159 46.83185841],0
u2,1,0.007628,7.118763,[ 9 19] ; [26 14],[14.41176471 13.58823529] ; [20.58823529 19.41176471],0
p4,1,0.010601,6.53104,[31 67] ; [63 67],[40.40350877 57.59649123] ; [53.59649123 76.40350877],0
p2,1,0.012414,6.250718,[70 31] ; [109  22],[77.92672414 23.07327586] ; [101.07327586  29.92672414],0
p9,1,0.014351,5.994435,[71 28] ; [108  19],[78.41150442 20.58849558] ; [100.58849558  26.41150442],0
n5,1,0.018036,5.592622,[57 41] ; [95 35],[65.33333333 32.66666667] ; [86.66666667 43.33333333],0
v3,1,0.019166,5.486284,[41 58] ; [72 54],[49.72 49.28] ; [63.28 62.72],0
p8,1,0.044675,4.030851,[30 67] ; [56 71],[37.24107143 59.75892857] ; [48.75892857 78.24107143],0
s8,1,0.045575,3.997247,[32 69] ; [58 72],[39.35064935 61.64935065] ; [50.64935065 79.35064935],0
r4,1,0.051612,3.788313,[81 20] ; [117  14],[86.19827586 14.80172414] ; [111.80172414  19.19827586],0
s2,1,0.060608,3.520675,[43 58] ; [71 58],[50.06086957 50.93913043] ; [63.93913043 65.06086957],0
s7,1,0.068693,3.313973,[37 60] ; [63 62],[43.69369369 53.30630631] ; [56.30630631 68.69369369],0
v4,1,0.071772,3.242024,[89 11] ; [122   6],[92.54385965  7.45614035] ; [118.45614035   9.54385965],0
b5,1,0.083398,2.997402,[55 46] ; [86 45],[61.38362069 39.61637931] ; [79.61637931 51.38362069],0
d3,1,0.097049,2.753373,[68 33] ; [101  30],[73.57327586 27.42672414] ; [95.42672414 35.57327586],0
s4,1,0.105965,2.613388,[20 80] ; [ 16 115],[15.58441558 84.41558442] ; [ 20.41558442 110.58441558],0
r1,1,0.110838,2.542232,[78 23] ; [111  19],[82.63636364 18.36363636] ; [106.36363636  23.63636364],0
n4,1,0.136657,2.215202,[65 35] ; [97 34],[70.12987013 29.87012987] ; [91.87012987 39.12987013],0
p11,1,0.14634,2.109994,[71 30] ; [103  28],[75.75 25.25] ; [98.25 32.75],0
r3,1,0.147641,2.096457,[93  6] ; [127   3],[95.10917031  3.89082969] ; [124.89082969   5.10917031],0
u3,1,0.166852,1.911002,[13 17] ; [24 16],[15.85714286 14.14285714] ; [21.14285714 18.85714286],0
a7,1,0.184349,1.762209,[78 22] ; [92 39],[73.59307359 26.40692641] ; [96.40692641 34.59307359],0
p7,1,0.197352,1.661862,[46 52] ; [69 55],[50.76576577 47.23423423] ; [64.23423423 59.76576577],0
u1,1,0.231063,1.434303,[12 89] ; [ 23 108],[15.23706897 85.76293103] ; [ 19.76293103 111.23706897],0
b1,1,0.251184,1.316709,[34 67] ; [35 96],[30.0387931 70.9612069] ; [38.9612069 92.0387931],0
a6,1,0.267374,1.230171,[71 30] ; [83 48],[67.04310345 33.95689655] ; [86.95689655 44.04310345],0
p1,1,0.2819,1.157908,[ 2 99] ; [  6 125],[ 3.48275862 97.51724138] ; [  4.51724138 126.48275862],0
d5,1,0.291578,1.112319,[87 14] ; [106  25],[84.02155172 16.97844828] ; [108.97844828  22.02155172],0
a5,1,0.295466,1.094547,[66 35] ; [94 37],[69.65517241 31.34482759] ; [90.34482759 40.65517241],0
a8,1,0.332132,0.940567,[10 81] ; [18 97],[12.36893204 78.63106796] ; [15.63106796 99.36893204],0
p10,1,0.355142,0.855,[72 28] ; [99 29],[75. 25.] ; [96. 32.],0
s3,1,0.37206,0.796773,[47 51] ; [68 58],[50.3125 47.6875] ; [64.6875 61.3125],0
a4,1,0.386098,0.751196,[39 62] ; [58 73],[42.22844828 58.77155172] ; [54.77155172 76.22844828],0
d4,1,0.392505,0.731167,[83 17] ; [114  17],[85.28138528 14.71861472] ; [111.71861472  19.28138528],0
r2,1,0.407561,0.685903,[89 10] ; [119   9],[90.71365639  8.28634361] ; [117.28634361  10.71365639],0
n1,1,0.43234,0.616528,[ 6 22] ; [10 23],[ 7.3442623 20.6557377] ; [ 8.6557377 24.3442623],0
u4,1,0.450737,0.568797,[  1 100] ; [  3 128],[ 1.74137931 99.25862069] ; [  2.25862069 128.74137931],0
d1,1,0.578629,0.308456,[63 38] ; [77 54],[60.94827586 40.05172414] ; [79.05172414 51.94827586],0
n3,1,0.681153,0.168831,[21  8] ; [23 11],[20.25396825  8.74603175] ; [23.74603175 10.25396825],0
s5,1,0.700779,0.147662,[26 71] ; [37 90],[27.28125 69.71875] ; [35.71875 91.28125],0
n6,1,0.76871,0.086473,[80 20] ; [106  24],[80.86956522 19.13043478] ; [105.13043478  24.86956522],0
s1,1,0.786961,0.07304,[ 2 96] ; [  2 126],[ 1.73451327 96.26548673] ; [  2.26548673 125.73451327],0
n2,1,0.81409,0.055297,[21  8] ; [23 10],[20.58064516  8.41935484] ; [23.41935484  9.58064516],0
b3,1,0.850651,0.035452,[16 38] ; [24 53],[16.48854962 37.51145038] ; [23.51145038 53.48854962],0
b2,1,0.850651,0.035452,[16 38] ; [24 53],[16.48854962 37.51145038] ; [23.51145038 53.48854962],0
a2,1,0.890925,0.018806,[20 81] ; [ 25 106],[19.59051724 81.40948276] ; [ 25.40948276 105.59051724],0
a3,1,0.891202,0.01871,[71 30] ; [91 40],[70.52586207 30.47413793] ; [91.47413793 39.52586207],0
p12,1,0.892215,0.018361,[ 5 95] ; [  6 124],[ 4.7826087 95.2173913] ; [  6.2173913 123.7826087],0
a1,1,0.895302,0.017318,[ 5 96] ; [  6 125],[ 4.7887931 96.2112069] ; [  6.2112069 124.7887931],0
d2,1,0.898514,0.016266,[47 53] ; [60 70],[46.52173913 53.47826087] ; [60.47826087 69.52173913],0
b4,1,0.988829,0.000196,[61 40] ; [79 52],[60.94827586 40.05172414] ; [79.05172414 51.94827586],0
