Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-06,22.211006,[15 32] ; [57 19],[27.51219512 19.48780488] ; [44.48780488 31.51219512],1
n1,1,0.021637,5.274725,[ 1 15] ; [12 20],[ 4.33333333 11.66666667] ; [ 8.66666667 23.33333333],0
a7,1,0.034186,4.48538,[32 14] ; [38 38],[26.39344262 19.60655738] ; [43.60655738 32.39344262],0
d4,1,0.045344,4.005791,[35 12] ; [43 33],[29.80487805 17.19512195] ; [48.19512195 27.80487805],0
a6,1,0.072142,3.2336,[20 27] ; [45 31],[24.83739837 22.16260163] ; [40.16260163 35.83739837],0
a1,1,0.082215,3.020569,[ 1 46] ; [ 8 68],[ 3.43902439 43.56097561] ; [ 5.56097561 70.43902439],0
a5,1,0.101226,2.68612,[17 30] ; [39 37],[21.39837398 25.60162602] ; [34.60162602 41.39837398],0
n6,1,0.102256,2.669997,[28 19] ; [56 20],[32.09756098 14.90243902] ; [51.90243902 24.09756098],0
u3,1,0.109007,2.568555,[ 9 11] ; [ 9 28],[ 6.31578947 13.68421053] ; [11.68421053 25.31578947],0
s1,1,0.127452,2.323265,[ 3 44] ; [ 1 74],[ 1.54098361 45.45901639] ; [ 2.45901639 72.54098361],0
d3,1,0.138632,2.193075,[26 20] ; [32 43],[22.04958678 23.95041322] ; [35.95041322 39.04958678],0
b1,1,0.14269,2.148712,[21 26] ; [24 52],[17.19512195 29.80487805] ; [27.80487805 48.19512195],0
d5,1,0.162512,1.950695,[33 13] ; [45 31],[29.40983607 16.59016393] ; [48.59016393 27.40983607],0
u2,1,0.221083,1.497326,[10 10] ; [12 24],[ 7.85714286 12.14285714] ; [14.14285714 21.85714286],0
s3,1,0.236092,1.40378,[15 31] ; [33 43],[18.09836066 27.90163934] ; [29.90163934 46.09836066],0
n2,1,0.248743,1.330353,[9 7] ; [24  9],[10.7755102  5.2244898] ; [22.2244898 10.7755102],0
n3,1,0.261496,1.260819,[8 8] ; [22 11],[9.79591837 6.20408163] ; [20.20408163 12.79591837],0
r3,1,0.269228,1.220677,[38  9] ; [54 21],[35.44262295 11.55737705] ; [56.55737705 18.44262295],0
v2,1,0.299557,1.076165,[18 29] ; [21 51],[15.40336134 31.59663866] ; [23.59663866 48.40336134],0
p8,1,0.302004,1.065326,[15 31] ; [18 57],[12.54545455 33.45454545] ; [20.45454545 54.54545455],0
p10,1,0.308446,1.037318,[24 20] ; [48 27],[26.62184874 17.37815126] ; [45.37815126 29.62184874],0
p1,1,0.34624,0.887189,[ 4 42] ; [11 65],[ 5.6557377 40.3442623] ; [ 9.3442623 66.6557377],0
r2,1,0.348707,0.878157,[36  8] ; [55 19],[33.93220339 10.06779661] ; [57.06779661 16.93220339],0
b3,1,0.3658,0.817883,[13 16] ; [14 27],[11.18571429 17.81428571] ; [15.81428571 25.18571429],0
b2,1,0.3658,0.817883,[13 16] ; [14 27],[11.18571429 17.81428571] ; [15.81428571 25.18571429],0
s5,1,0.399059,0.711159,[10 34] ; [12 61],[ 8.27350427 35.72649573] ; [13.72649573 59.27350427],0
a3,1,0.427911,0.628486,[27 19] ; [39 37],[24.8852459 21.1147541] ; [41.1147541 34.8852459],0
p6,1,0.43386,0.612469,[ 9 35] ; [11 63],[ 7.45762712 36.54237288] ; [12.54237288 61.45762712],0
a8,1,0.463877,0.536524,[ 2 41] ; [ 6 67],[ 2.96551724 40.03448276] ; [ 5.03448276 67.96551724],0
p3,1,0.4664,0.530492,[11 35] ; [14 62],[ 9.42622951 36.57377049] ; [15.57377049 60.42622951],0
s6,1,0.472959,0.515055,[16 30] ; [31 44],[17.8677686 28.1322314] ; [29.1322314 45.8677686],0
a4,1,0.473093,0.514742,[11 36] ; [22 53],[12.71311475 34.28688525] ; [20.28688525 54.71311475],0
v4,1,0.569403,0.323683,[36 10] ; [56 20],[34.68852459 11.31147541] ; [57.31147541 18.68852459],0
r4,1,0.58882,0.292192,[24 23] ; [35 41],[22.54471545 24.45528455] ; [36.45528455 39.54471545],0
d1,1,0.599682,0.275476,[17 30] ; [24 52],[15.66666667 31.33333333] ; [25.33333333 50.66666667],0
p5,1,0.605917,0.266164,[ 2 44] ; [ 2 74],[ 1.50819672 44.49180328] ; [ 2.49180328 73.50819672],0
b5,1,0.609838,0.260411,[30 17] ; [45 31],[28.65853659 18.34146341] ; [46.34146341 29.65853659],0
p11,1,0.628515,0.23408,[27 20] ; [47 29],[28.27642276 18.72357724] ; [45.72357724 30.27642276],0
s8,1,0.707421,0.140867,[ 8 39] ; [15 61],[ 8.78861789 38.21138211] ; [14.21138211 61.78861789],0
p2,1,0.710867,0.137412,[27 19] ; [42 34],[26.01639344 19.98360656] ; [42.98360656 33.01639344],0
a2,1,0.714305,0.134015,[ 4 43] ; [ 8 68],[ 4.58536585 42.41463415] ; [ 7.41463415 68.58536585],0
p9,1,0.72699,0.121894,[30 14] ; [52 21],[30.83760684 13.16239316] ; [51.16239316 21.83760684],0
b4,1,0.735465,0.114153,[27 20] ; [46 30],[27.89430894 19.10569106] ; [45.10569106 30.89430894],0
v3,1,0.755527,0.096945,[13 33] ; [19 55],[12.26666667 33.73333333] ; [19.73333333 54.26666667],0
d2,1,0.775915,0.081024,[19 28] ; [28 46],[18.25619835 28.74380165] ; [28.74380165 45.25619835],0
u1,1,0.794491,0.067851,[ 3 44] ; [ 4 72],[ 2.67479675 44.32520325] ; [ 4.32520325 71.67479675],0
s2,1,0.834475,0.043667,[14 33] ; [24 52],[14.5203252 32.4796748] ; [23.4796748 52.5203252],0
p7,1,0.841036,0.040228,[15 30] ; [26 48],[15.50420168 29.49579832] ; [25.49579832 48.50420168],0
