Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.841634,[92  5] ; [18 16],[81.45038168 15.54961832] ; [28.54961832  5.45038168],1
p1,1,0.173548,1.852022,[ 3 93] ; [ 3 31],[ 4.43076923 91.56923077] ; [ 1.56923077 32.43076923],0
n1,1,0.227907,1.453877,[9 9] ; [3 8],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
n6,1,0.233645,1.418534,[78 16] ; [25  9],[75.640625 18.359375] ; [27.359375  6.640625],0
a2,1,0.292542,1.107884,[ 8 89] ; [ 1 33],[ 6.66412214 90.33587786] ; [ 2.33587786 31.66412214],0
a6,1,0.309281,1.033744,[38 59] ; [10 24],[35.54198473 61.45801527] ; [12.45801527 21.54198473],0
u2,1,0.389414,0.740772,[10  9] ; [4 7],[ 8.86666667 10.13333333] ; [5.13333333 5.86666667],0
p4,1,0.416651,0.659743,[51 43] ; [20 12],[52.96825397 41.03174603] ; [18.03174603 13.96825397],0
n5,1,0.48815,0.480601,[72 22] ; [24 10],[70.5 23.5] ; [25.5  8.5],0
v1,1,0.560103,0.339525,[65 29] ; [21 12],[63.65354331 30.34645669] ; [22.34645669 10.65354331],0
p7,1,0.560159,0.33943,[67 26] ; [22 11],[65.69047619 27.30952381] ; [23.30952381  9.69047619],0
p11,1,0.564827,0.331415,[76 21] ; [25  9],[74.78625954 22.21374046] ; [26.21374046  7.78625954],0
s3,1,0.572775,0.318061,[52 44] ; [16 17],[50.60465116 45.39534884] ; [17.39534884 15.60465116],0
u1,1,0.595242,0.282231,[ 5 92] ; [ 1 33],[ 4.44274809 92.55725191] ; [ 1.55725191 32.44274809],0
d1,1,0.640753,0.217759,[53 44] ; [17 17],[51.83206107 45.16793893] ; [18.16793893 15.83206107],0
p5,1,0.657569,0.19649,[11 84] ; [ 3 31],[10.31007752 84.68992248] ; [ 3.68992248 30.31007752],0
p9,1,0.661057,0.192242,[77 16] ; [27  7],[76.15748031 16.84251969] ; [27.84251969  6.15748031],0
p6,1,0.664688,0.187879,[32 61] ; [12 19],[33. 60.] ; [11. 20.],0
a4,1,0.681018,0.168982,[41 56] ; [13 21],[39.98473282 57.01526718] ; [14.01526718 19.98473282],0
s4,1,0.682598,0.167216,[14 82] ; [ 4 30],[13.29230769 82.70769231] ; [ 4.70769231 29.29230769],0
p2,1,0.702563,0.145819,[75 20] ; [25  8],[74.21875 20.78125] ; [25.78125  7.21875],0
s2,1,0.739551,0.110521,[51 46] ; [19 15],[51.83206107 45.16793893] ; [18.16793893 15.83206107],0
b4,1,0.739551,0.110521,[51 46] ; [19 15],[51.83206107 45.16793893] ; [18.16793893 15.83206107],0
s1,1,0.781372,0.077023,[ 2 93] ; [ 1 33],[ 2.20930233 92.79069767] ; [ 0.79069767 33.20930233],0
s6,1,0.815576,0.0544,[58 36] ; [19 13],[57.44444444 36.55555556] ; [19.55555556 12.44444444],0
d3,1,0.829557,0.046341,[42 55] ; [14 20],[41.46564885 55.53435115] ; [14.53435115 19.46564885],0
n2,1,0.860116,0.031056,[14  4] ; [9 3],[13.8  4.2] ; [9.2 2.8],0
a1,1,0.949341,0.004037,[ 6 91] ; [ 2 32],[ 5.92366412 91.07633588] ; [ 2.07633588 31.92366412],0
d2,1,0.970831,0.001337,[51 46] ; [18 16],[51.09160305 45.90839695] ; [17.90839695 16.09160305],0
u3,1,0.980588,0.000592,[ 9 11] ; [5 6],[ 9.03225806 10.96774194] ; [4.96774194 6.03225806],0
n3,1,1.0,0.0,[15  3] ; [10  2],[15.  3.] ; [10.  2.],0
