Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4e-06,21.501,[125  16] ; [32 22],[113.52307692  27.47692308] ; [43.47692308 10.52307692],1
n5,1,0.00102,10.790455,[108  34] ; [28 26],[98.53061224 43.46938776] ; [37.46938776 16.53061224],0
p8,1,0.006817,7.320638,[77 63] ; [18 36],[68.55670103 71.44329897] ; [26.44329897 27.55670103],0
p2,1,0.007993,7.035135,[124  17] ; [39 15],[117.86153846  23.13846154] ; [45.13846154  8.86153846],0
p7,1,0.013132,6.151218,[97 40] ; [28 26],[89.65968586 47.34031414] ; [35.34031414 18.65968586],0
n4,1,0.026465,4.92536,[110  33] ; [33 21],[103.80203046  39.19796954] ; [39.19796954 14.80203046],0
v4,1,0.040469,4.198133,[136   5] ; [48  6],[133.04615385   7.95384615] ; [50.95384615  3.04615385],0
b1,1,0.048323,3.898728,[52 91] ; [28 26],[58.07106599 84.92893401] ; [21.92893401 32.07106599],0
p9,1,0.048364,3.897287,[120  20] ; [39 14],[115.33678756  24.66321244] ; [43.66321244  9.33678756],0
a8,1,0.052533,3.758728,[ 19 112] ; [ 2 47],[ 15.28333333 115.71666667] ; [ 5.71666667 43.28333333],0
s3,1,0.073622,3.200355,[126  15] ; [43 11],[122.2  18.8] ; [46.8  7.2],0
n6,1,0.094959,2.788239,[122  20] ; [41 13],[118.09183673  23.90816327] ; [44.90816327  9.09183673],0
a2,1,0.145602,2.117728,[ 38 105] ; [ 9 45],[ 34.11675127 108.88324873] ; [12.88324873 41.11675127],0
r3,1,0.233236,1.42102,[137   5] ; [49  4],[135.44615385   6.55384615] ; [50.55384615  2.44615385],0
s7,1,0.243778,1.358613,[94 45] ; [28 20],[90.68449198 48.31550802] ; [31.31550802 16.68449198],0
s1,1,0.253284,1.305098,[  7 136] ; [ 5 49],[  8.7106599 134.2893401] ; [ 3.2893401 50.7106599],0
p1,1,0.273785,1.197684,[  9 131] ; [ 6 48],[ 10.82474227 129.17525773] ; [ 4.17525773 49.82474227],0
s4,1,0.283401,1.150709,[ 38 101] ; [19 35],[41.05181347 97.94818653] ; [15.94818653 38.05181347],0
b3,1,0.331296,0.943825,[24 60] ; [ 9 14],[25.90654206 58.09345794] ; [ 7.09345794 15.90654206],0
b2,1,0.331296,0.943825,[24 60] ; [ 9 14],[25.90654206 58.09345794] ; [ 7.09345794 15.90654206],0
d1,1,0.336704,0.922941,[85 58] ; [28 26],[82.02538071 60.97461929] ; [30.97461929 23.02538071],0
a4,1,0.353522,0.860776,[63 79] ; [20 34],[60.13265306 81.86734694] ; [22.86734694 31.13265306],0
s8,1,0.360418,0.836437,[74 69] ; [24 30],[71.13705584 71.86294416] ; [26.86294416 27.13705584],0
a5,1,0.365607,0.818543,[99 43] ; [34 20],[96.35714286 45.64285714] ; [36.64285714 17.35714286],0
r4,1,0.376743,0.781303,[126  17] ; [45  9],[124.12690355  18.87309645] ; [46.87309645  7.12690355],0
p5,1,0.378276,0.776299,[ 10 131] ; [ 2 52],[  8.67692308 132.32307692] ; [ 3.32307692 50.67692308],0
b5,1,0.422171,0.644265,[81 62] ; [34 20],[83.47715736 59.52284264] ; [31.52284264 22.47715736],0
a7,1,0.444516,0.584598,[105  37] ; [42 11],[107.04615385  34.95384615] ; [39.95384615 13.04615385],0
u4,1,0.471634,0.518146,[  1 142] ; [ 1 53],[  1.45177665 141.54822335] ; [ 0.54822335 53.45177665],0
a3,1,0.509563,0.434964,[99 43] ; [35 19],[97.08163265 44.91836735] ; [36.91836735 17.08163265],0
s5,1,0.521448,0.411028,[54 84] ; [17 33],[52.11702128 85.88297872] ; [18.88297872 31.11702128],0
p3,1,0.537009,0.381112,[67 74] ; [23 31],[65.07692308 75.92307692] ; [24.92307692 29.07692308],0
a6,1,0.582153,0.302766,[97 45] ; [34 19],[95.39487179 46.60512821] ; [35.60512821 17.39487179],0
u2,1,0.584606,0.298848,[23 20] ; [11  7],[23.96721311 19.03278689] ; [10.03278689  7.96721311],0
a1,1,0.589706,0.290804,[  8 135] ; [ 2 52],[  7.25888325 135.74111675] ; [ 2.74111675 51.25888325],0
p4,1,0.648109,0.208292,[84 58] ; [30 24],[82.59183673 59.40816327] ; [31.40816327 22.59183673],0
d3,1,0.676149,0.174494,[100  42] ; [35 17],[98.81443299 43.18556701] ; [36.18556701 15.81443299],0
u3,1,0.687322,0.162,[26 18] ; [11  6],[26.68852459 17.31147541] ; [10.31147541  6.68852459],0
d4,1,0.698484,0.150054,[116  26] ; [42 11],[115.05641026  26.94358974] ; [42.94358974 10.05641026],0
u1,1,0.701757,0.146651,[ 30 113] ; [10 44],[ 29.03553299 113.96446701] ; [10.96446701 43.03553299],0
d5,1,0.855365,0.033225,[111  32] ; [41 11],[111.46666667  31.53333333] ; [40.53333333 11.46666667],0
n2,1,0.855688,0.033075,[21  7] ; [16  6],[20.72  7.28] ; [16.28  5.72],0
n3,1,0.855688,0.033075,[21  7] ; [16  6],[20.72  7.28] ; [16.28  5.72],0
s6,1,0.85574,0.033051,[119  22] ; [45  9],[118.58461538  22.41538462] ; [45.41538462  8.58461538],0
v2,1,0.88139,0.022263,[61 78] ; [23 28],[61.45263158 77.54736842] ; [22.54736842 28.45263158],0
n1,1,0.910432,0.012655,[ 9 18] ; [ 7 15],[ 8.81632653 18.18367347] ; [ 7.18367347 14.81632653],0
b4,1,0.935872,0.006474,[83 60] ; [31 23],[82.75126904 60.24873096] ; [31.24873096 22.75126904],0
d2,1,0.941132,0.005453,[72 71] ; [27 26],[72.22959184 70.77040816] ; [26.77040816 26.22959184],0
v3,1,0.9481,0.004237,[40 99] ; [15 38],[39.81770833 99.18229167] ; [15.18229167 37.81770833],0
r1,1,0.952846,0.003497,[111  31] ; [42 12],[110.84693878  31.15306122] ; [42.15306122 11.84693878],0
p6,1,0.97039,0.001378,[53 89] ; [20 34],[52.8877551 89.1122449] ; [20.1122449 33.8877551],0
r2,1,0.997135,1.3e-05,[133   8] ; [50  3],[133.00515464   7.99484536] ; [49.99484536  3.00515464],0
