Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.00033,12.889935,[6 3] ; [ 1 19],[2.17241379 6.82758621] ; [ 4.82758621 15.17241379],1
a4,1,0.08648,2.938709,[4 5] ; [ 3 17],[2.17241379 6.82758621] ; [ 4.82758621 15.17241379],0
v2,1,0.08648,2.938709,[4 5] ; [ 3 17],[2.17241379 6.82758621] ; [ 4.82758621 15.17241379],0
a5,1,0.112654,2.516587,[6 3] ; [ 7 13],[4.03448276 4.96551724] ; [ 8.96551724 11.03448276],0
v3,1,0.123819,2.368333,[3 6] ; [ 2 18],[1.55172414 7.44827586] ; [ 3.44827586 16.55172414],0
p9,1,0.159982,1.974401,[2 7] ; [10 10],[3.72413793 5.27586207] ; [ 8.27586207 11.72413793],0
a7,1,0.159982,1.974401,[7 2] ; [10 10],[5.27586207 3.72413793] ; [11.72413793  8.27586207],0
a6,1,0.183677,1.767619,[6 3] ; [ 8 12],[4.34482759 4.65517241] ; [ 9.65517241 10.34482759],0
v4,1,0.242187,1.367817,[7 2] ; [11  9],[5.5862069 3.4137931] ; [12.4137931  7.5862069],0
p7,1,0.280038,1.166905,[3 6] ; [11  9],[4.34482759 4.65517241] ; [ 9.65517241 10.34482759],0
n4,1,0.351425,0.868304,[2 7] ; [ 8 12],[3.10344828 5.89655172] ; [ 6.89655172 13.10344828],0
p8,1,0.351425,0.868304,[2 7] ; [ 8 12],[3.10344828 5.89655172] ; [ 6.89655172 13.10344828],0
p4,1,0.403755,0.697115,[3 6] ; [10 10],[4.03448276 4.96551724] ; [ 8.96551724 11.03448276],0
a3,1,0.435819,0.607265,[5 4] ; [ 8 12],[4.03448276 4.96551724] ; [ 8.96551724 11.03448276],0
r4,1,0.437589,0.602597,[3 6] ; [ 4 16],[2.17241379 6.82758621] ; [ 4.82758621 15.17241379],0
p2,1,0.448984,0.573216,[5 4] ; [14  6],[5.89655172 3.10344828] ; [13.10344828  6.89655172],0
b3,1,0.452209,0.56511,[1 6] ; [3 7],[1.64705882 5.35294118] ; [2.35294118 7.64705882],0
b2,1,0.452209,0.56511,[1 6] ; [3 7],[1.64705882 5.35294118] ; [2.35294118 7.64705882],0
s7,1,0.518416,0.417043,[1 6] ; [ 5 14],[1.61538462 5.38461538] ; [ 4.38461538 14.61538462],0
s4,1,0.547947,0.361008,[1 8] ; [ 1 19],[0.62068966 8.37931034] ; [ 1.37931034 18.62068966],0
u2,1,0.550985,0.355556,[3 1] ; [7 5],[2.5 1.5] ; [7.5 4.5],0
u3,1,0.550985,0.355556,[2 2] ; [4 8],[1.5 2.5] ; [4.5 7.5],0
n6,1,0.555086,0.348284,[3 6] ; [ 9 11],[3.72413793 5.27586207] ; [ 8.27586207 11.72413793],0
p10,1,0.555086,0.348284,[3 6] ; [ 9 11],[3.72413793 5.27586207] ; [ 8.27586207 11.72413793],0
s3,1,0.608757,0.261988,[2 7] ; [ 6 13],[2.57142857 6.42857143] ; [ 5.42857143 13.57142857],0
b4,1,0.627726,0.235157,[5 4] ; [13  7],[5.5862069 3.4137931] ; [12.4137931  7.5862069],0
r1,1,0.627726,0.235157,[4 5] ; [ 7 13],[3.4137931 5.5862069] ; [ 7.5862069 12.4137931],0
s2,1,0.664617,0.187963,[2 7] ; [ 6 14],[2.48275862 6.51724138] ; [ 5.51724138 14.48275862],0
r3,1,0.664617,0.187963,[7 2] ; [14  6],[6.51724138 2.48275862] ; [14.48275862  5.51724138],0
n3,1,0.763824,0.090278,[3 1] ; [6 3],[2.76923077 1.23076923] ; [6.23076923 2.76923077],0
p11,1,0.781793,0.07672,[4 5] ; [10 10],[4.34482759 4.65517241] ; [ 9.65517241 10.34482759],0
s6,1,0.822118,0.050545,[4 5] ; [ 8 12],[3.72413793 5.27586207] ; [ 8.27586207 11.72413793],0
b5,1,0.822118,0.050545,[5 4] ; [12  8],[5.27586207 3.72413793] ; [11.72413793  8.27586207],0
n2,1,0.852876,0.034392,[2 2] ; [5 4],[2.15384615 1.84615385] ; [4.84615385 4.15384615],0
p6,1,0.864395,0.029167,[1 7] ; [ 3 17],[1.14285714 6.85714286] ; [ 2.85714286 17.14285714],0
s8,1,0.871524,0.026154,[2 7] ; [ 5 15],[2.17241379 6.82758621] ; [ 4.82758621 15.17241379],0
v1,1,0.930386,0.007632,[3 6] ; [ 7 13],[3.10344828 5.89655172] ; [ 6.89655172 13.10344828],0
b1,1,0.930386,0.007632,[6 3] ; [13  7],[5.89655172 3.10344828] ; [13.10344828  6.89655172],0
p3,1,1.0,0.0,[2 6] ; [ 5 15],[2. 6.] ; [ 5. 15.],0
