Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.930438,[83 21] ; [ 1 31],[64.23529412 39.76470588] ; [19.76470588 12.23529412],1
v4,1,0.0,30.602849,[88 14] ; [12 20],[76.11940299 25.88059701] ; [23.88059701  8.11940299],1
r1,1,0.0,25.383336,[79 24] ; [ 9 23],[67.14074074 35.85925926] ; [20.85925926 11.14074074],1
p11,1,4.6e-05,16.596454,[59 45] ; [ 5 27],[48.94117647 55.05882353] ; [15.05882353 16.94117647],1
v2,1,0.00026,13.336576,[48 48] ; [ 4 27],[39.30708661 56.69291339] ; [12.69291339 18.30708661],1
p2,1,0.000305,13.041276,[68 33] ; [10 22],[59.23308271 41.76691729] ; [18.76691729 13.23308271],1
a1,1,0.000319,12.954457,[  3 101] ; [ 7 25],[ 7.64705882 96.35294118] ; [ 2.35294118 29.64705882],1
d4,1,0.000607,11.755494,[80 22] ; [15 17],[72.31343284 29.68656716] ; [22.68656716  9.31343284],1
p4,1,0.000791,11.261249,[42 59] ; [ 3 29],[34.17293233 66.82706767] ; [10.82706767 21.17293233],1
s6,1,0.000829,11.174768,[43 61] ; [ 3 29],[35.17647059 68.82352941] ; [10.82352941 21.17647059],1
r2,1,0.000976,10.872251,[91 13] ; [19 12],[84.74074074 19.25925926] ; [25.25925926  5.74074074],1
b3,1,0.00166,9.891553,[ 8 43] ; [10  9],[13.11428571 37.88571429] ; [ 4.88571429 14.11428571],0
b2,1,0.00166,9.891553,[ 8 43] ; [10  9],[13.11428571 37.88571429] ; [ 4.88571429 14.11428571],0
s2,1,0.002318,9.279153,[35 69] ; [ 2 30],[28.29411765 75.70588235] ; [ 8.70588235 23.29411765],0
p8,1,0.003902,8.328658,[37 63] ; [ 3 28],[30.53435115 69.46564885] ; [ 9.46564885 21.53435115],0
p10,1,0.009183,6.786965,[53 48] ; [ 8 23],[46.67424242 54.32575758] ; [14.32575758 16.67424242],0
b5,1,0.009411,6.743114,[66 38] ; [12 20],[59.64705882 44.35294118] ; [18.35294118 13.64705882],0
p9,1,0.0099,6.652856,[63 39] ; [11 20],[56.7518797 45.2481203] ; [17.2481203 13.7518797],0
d3,1,0.011914,6.323645,[64 38] ; [12 20],[57.85074627 44.14925373] ; [18.14925373 13.85074627],0
a7,1,0.016484,5.750493,[70 34] ; [14 18],[64.23529412 39.76470588] ; [19.76470588 12.23529412],0
a6,1,0.018289,5.568301,[69 34] ; [14 18],[63.32592593 39.67407407] ; [19.67407407 12.32592593],0
d5,1,0.022039,5.242718,[74 29] ; [16 16],[68.66666667 34.33333333] ; [21.33333333 10.66666667],0
s3,1,0.027911,4.83358,[50 54] ; [ 8 23],[44.68148148 59.31851852] ; [13.31851852 17.68148148],0
u3,1,0.029285,4.750801,[21 15] ; [ 3 10],[17.63265306 18.36734694] ; [6.36734694 6.63265306],0
n5,1,0.035227,4.434159,[39 63] ; [19 13],[44.14925373 57.85074627] ; [13.85074627 18.14925373],0
p7,1,0.043433,4.078486,[48 51] ; [ 9 23],[43.07633588 55.92366412] ; [13.92366412 18.07633588],0
b1,1,0.05403,3.711776,[48 56] ; [21 11],[52.76470588 51.23529412] ; [16.23529412 15.76470588],0
p6,1,0.058267,3.586049,[20 76] ; [ 2 30],[16.5 79.5] ; [ 5.5 26.5],0
a5,1,0.060135,3.533644,[65 39] ; [14 18],[60.41176471 43.58823529] ; [18.58823529 13.41176471],0
s7,1,0.063041,3.455516,[22 74] ; [ 2 26],[18.58064516 77.41935484] ; [ 5.41935484 22.58064516],0
n2,1,0.067468,3.343563,[26 11] ; [7 9],[23.03773585 13.96226415] ; [9.96226415 6.03773585],0
u2,1,0.097069,2.753056,[24 13] ; [5 8],[21.46 15.54] ; [7.54 5.46],0
n3,1,0.137315,2.207792,[25 10] ; [8 8],[22.64705882 12.35294118] ; [10.35294118  5.64705882],0
d1,1,0.150261,2.069596,[44 60] ; [ 9 23],[40.52941176 63.47058824] ; [12.47058824 19.52941176],0
p3,1,0.158162,1.991708,[32 69] ; [ 6 26],[28.85714286 72.14285714] ; [ 9.14285714 22.85714286],0
p1,1,0.20791,1.585922,[ 6 97] ; [ 4 28],[ 7.62962963 95.37037037] ; [ 2.37037037 29.62962963],0
n1,1,0.225795,1.467158,[12 25] ; [8 8],[13.96226415 23.03773585] ; [6.03773585 9.96226415],0
v3,1,0.469799,0.522449,[24 72] ; [ 6 26],[22.5 73.5] ; [ 7.5 24.5],0
s5,1,0.47437,0.511778,[14 84] ; [ 3 29],[12.81538462 85.18461538] ; [ 4.18461538 27.81538462],0
s1,1,0.481958,0.49443,[ 6 97] ; [ 3 29],[ 6.86666667 96.13333333] ; [ 2.13333333 29.86666667],0
a2,1,0.518374,0.417127,[18 86] ; [ 4 28],[16.82352941 87.17647059] ; [ 5.17647059 26.82352941],0
a4,1,0.592877,0.285873,[40 64] ; [14 18],[41.29411765 62.70588235] ; [12.70588235 19.29411765],0
