Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,23.434008,[30 47] ; [81 28],[45.9516129 31.0483871] ; [65.0483871 43.9516129],1
a4,1,3e-06,21.917746,[11 67] ; [51 58],[25.86096257 52.13903743] ; [36.13903743 72.86096257],1
a6,1,1.6e-05,18.642611,[32 46] ; [79 30],[46.29946524 31.70053476] ; [64.70053476 44.29946524],1
d1,1,9.7e-05,15.186355,[24 54] ; [65 44],[37.12299465 40.87700535] ; [51.87700535 57.12299465],1
d5,1,0.00028,13.199024,[45 32] ; [90 19],[55.88709677 21.11290323] ; [79.11290323 29.88709677],1
r1,1,0.000615,11.730462,[43 35] ; [85 23],[53.67741935 24.32258065] ; [74.32258065 33.67741935],1
d3,1,0.001212,10.471226,[42 35] ; [84 25],[52.16129032 24.83870968] ; [73.83870968 35.16129032],0
d2,1,0.003103,8.745942,[18 60] ; [48 61],[27.52941176 50.47058824] ; [38.47058824 70.52941176],0
v2,1,0.006383,7.438776,[26 49] ; [58 47],[35. 40.] ; [49. 56.],0
s6,1,0.00738,7.178131,[22 55] ; [52 56],[30.8 46.2] ; [43.2 64.8],0
d4,1,0.008614,6.901244,[56 22] ; [95 14],[62.98395722 15.01604278] ; [88.01604278 20.98395722],0
n4,1,0.013978,6.040906,[20 58] ; [47 62],[27.94652406 50.05347594] ; [39.05347594 69.94652406],0
r4,1,0.042367,4.120483,[52 26] ; [87 22],[57.97860963 20.02139037] ; [81.02139037 27.97860963],0
p3,1,0.045197,4.011289,[19 59] ; [41 66],[25.2972973 52.7027027] ; [34.7027027 72.2972973],0
p4,1,0.045547,3.998265,[23 55] ; [47 60],[29.51351351 48.48648649] ; [40.48648649 66.51351351],0
v1,1,0.068451,3.319771,[20 56] ; [42 65],[25.74863388 50.25136612] ; [36.25136612 70.74863388],0
a8,1,0.101725,2.678296,[ 4 72] ; [ 1 95],[ 2.20930233 73.79069767] ; [ 2.79069767 93.20930233],0
r3,1,0.131203,2.278208,[67 11] ; [101   8],[70.07486631  7.92513369] ; [97.92513369 11.07486631],0
u3,1,0.180278,1.795334,[22 25] ; [17 10],[24.77027027 22.22972973] ; [14.22972973 12.77027027],0
b4,1,0.194926,1.679988,[51 27] ; [61 48],[46.71657754 31.28342246] ; [65.28342246 43.71657754],0
p12,1,0.198557,1.652958,[ 1 77] ; [  5 102],[ 2.52972973 75.47027027] ; [  3.47027027 103.52972973],0
p5,1,0.207423,1.589324,[ 1 76] ; [  5 103],[ 2.4972973 74.5027027] ; [  3.5027027 104.4972973],0
b5,1,0.214672,1.539638,[50 28] ; [60 49],[45.88235294 32.11764706] ; [64.11764706 44.88235294],0
r2,1,0.218909,1.511506,[66 12] ; [96 10],[68.67391304  9.32608696] ; [93.32608696 12.67391304],0
a7,1,0.231898,1.429182,[51 26] ; [81 28],[54.64516129 22.35483871] ; [77.35483871 31.64516129],0
p8,1,0.254484,1.298518,[26 51] ; [45 62],[29.71195652 47.28804348] ; [41.28804348 65.71195652],0
s2,1,0.259103,1.273542,[20 58] ; [36 72],[23.48387097 54.51612903] ; [32.51612903 75.48387097],0
p10,1,0.263342,1.251103,[38 38] ; [63 45],[41.7173913 34.2826087] ; [59.2826087 48.7173913],0
n6,1,0.263835,1.248522,[50 28] ; [61 48],[46.29946524 31.70053476] ; [64.70053476 44.29946524],0
s4,1,0.282125,1.156823,[11 67] ; [22 87],[13.76470588 64.23529412] ; [19.23529412 89.76470588],0
v3,1,0.290066,1.119315,[15 59] ; [28 75],[17.97740113 56.02259887] ; [25.02259887 77.97740113],0
p2,1,0.309165,1.034241,[50 27] ; [77 30],[53.14673913 23.85326087] ; [73.85326087 33.14673913],0
s7,1,0.350001,0.873454,[14 63] ; [24 76],[16.53107345 60.46892655] ; [21.46892655 78.53107345],0
u2,1,0.456014,0.555661,[26 21] ; [13 15],[24.44 22.56] ; [14.56 13.44],0
b3,1,0.481842,0.494691,[ 9 30] ; [16 38],[10.48387097 28.51612903] ; [14.51612903 39.48387097],0
b2,1,0.481842,0.494691,[ 9 30] ; [16 38],[10.48387097 28.51612903] ; [14.51612903 39.48387097],0
s3,1,0.490699,0.474994,[27 49] ; [43 63],[29.23076923 46.76923077] ; [40.76923077 65.23076923],0
n1,1,0.558711,0.34194,[ 8 21] ; [ 7 26],[ 7.01612903 21.98387097] ; [ 7.98387097 25.01612903],0
p6,1,0.566246,0.329004,[14 62] ; [23 82],[15.5359116 60.4640884] ; [21.4640884 83.5359116],0
p11,1,0.571381,0.320377,[49 29] ; [64 45],[47.13368984 30.86631016] ; [65.86631016 43.13368984],0
s1,1,0.584796,0.298546,[ 5 73] ; [  5 104],[ 4.17112299 73.82887701] ; [  5.82887701 103.17112299],0
s5,1,0.637095,0.222562,[16 60] ; [25 79],[17.31111111 58.68888889] ; [23.68888889 80.31111111],0
p9,1,0.641229,0.217139,[45 31] ; [67 40],[46.5136612 29.4863388] ; [65.4863388 41.5136612],0
n3,1,0.69312,0.155729,[21  8] ; [21 10],[20.3  8.7] ; [21.7  9.3],0
b1,1,0.753096,0.098947,[29 49] ; [43 66],[30.03208556 47.96791444] ; [41.96791444 67.03208556],0
n2,1,0.814474,0.055065,[17 11] ; [21 12],[17.44262295 10.55737705] ; [20.55737705 12.44262295],0
p1,1,0.871369,0.026218,[ 4 73] ; [  5 102],[ 3.76630435 73.23369565] ; [  5.23369565 101.76630435],0
a1,1,0.950029,0.003928,[ 3 75] ; [  4 105],[ 2.9197861 75.0802139] ; [  4.0802139 104.9197861],0
v4,1,0.95909,0.002631,[66 11] ; [92 15],[66.11956522 10.88043478] ; [91.88043478 15.11956522],0
p7,1,0.989701,0.000167,[37 40] ; [52 56],[37.04324324 39.95675676] ; [51.95675676 56.04324324],0
