Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.016827,5.714286,[33  3] ; [2 2],[31.5  4.5] ; [3.5 0.5],0
d2,1,0.024918,5.029606,[ 8 28] ; [3 1],[ 9.9 26.1] ; [1.1 2.9],0
a7,1,0.077064,3.125763,[25 11] ; [1 3],[23.4 12.6] ; [2.6 1.4],0
p9,1,0.077858,3.109056,[30  5] ; [2 2],[28.71794872  6.28205128] ; [3.28205128 0.71794872],0
p10,1,0.084997,2.966658,[29  5] ; [2 2],[27.73684211  6.26315789] ; [3.26315789 0.73684211],0
s2,1,0.10247,2.666667,[24 12] ; [1 3],[22.5 13.5] ; [2.5 1.5],0
s3,1,0.144783,2.126378,[22 13] ; [1 3],[20.64102564 14.35897436] ; [2.35897436 1.64102564],0
a5,1,0.165746,1.921,[22 14] ; [1 3],[20.7 15.3] ; [2.3 1.7],0
d5,1,0.203628,1.616162,[15 21] ; [3 1],[16.2 19.8] ; [1.8 2.2],0
d3,1,0.223543,1.481481,[ 8 28] ; [2 2],[ 9. 27.] ; [1. 3.],0
s7,1,0.237663,1.394403,[24  7] ; [2 2],[23.02857143  7.97142857] ; [2.97142857 1.02857143],0
a3,1,0.245661,1.347814,[20 16] ; [1 3],[18.9 17.1] ; [2.1 1.9],0
s8,1,0.266958,1.232312,[19 16] ; [1 3],[17.94871795 17.05128205] ; [2.05128205 1.94871795],0
r3,1,0.291841,1.111111,[33  3] ; [3 1],[32.4  3.6] ; [3.6 0.4],0
u2,1,0.347756,0.881629,[ 6 10] ; [2 1],[6.73684211 9.26315789] ; [1.26315789 1.73684211],0
s4,1,0.357527,0.846561,[10 26] ; [2 2],[10.8 25.2] ; [1.2 2.8],0
n3,1,0.371093,0.8,[8 1] ; [2 1],[7.5 1.5] ; [2.5 0.5],0
p3,1,0.396704,0.718294,[17 19] ; [1 3],[16.2 19.8] ; [1.8 2.2],0
v3,1,0.428674,0.626413,[16 19] ; [1 3],[15.25641026 19.74358974] ; [1.74358974 2.25641026],0
p4,1,0.455481,0.556976,[20 16] ; [3 1],[20.7 15.3] ; [2.3 1.7],0
n1,1,0.504985,0.444444,[4 5] ; [2 1],[4.5 4.5] ; [1.5 1.5],0
b4,1,0.518605,0.416667,[21 15] ; [3 1],[21.6 14.4] ; [2.4 1.6],0
n5,1,0.554916,0.348584,[31  5] ; [3 1],[30.6  5.4] ; [3.4 0.6],0
s6,1,0.593292,0.285233,[29  5] ; [3 1],[28.63157895  5.36842105] ; [3.36842105 0.63157895],0
p8,1,0.631509,0.23002,[22 13] ; [3 1],[22.43589744 12.56410256] ; [2.56410256 1.43589744],0
v1,1,0.658492,0.19536,[13 23] ; [1 3],[12.6 23.4] ; [1.4 2.6],0
b5,1,0.749085,0.102302,[15 21] ; [2 2],[15.3 20.7] ; [1.7 2.3],0
b1,1,0.749085,0.102302,[15 21] ; [2 2],[15.3 20.7] ; [1.7 2.3],0
p1,1,0.814514,0.05504,[ 7 28] ; [1 3],[ 7.17948718 27.82051282] ; [0.82051282 3.17948718],0
r1,1,0.814514,0.05504,[28  7] ; [3 1],[27.82051282  7.17948718] ; [3.17948718 0.82051282],0
p6,1,0.8322,0.044893,[16 20] ; [2 2],[16.2 19.8] ; [1.8 2.2],0
a6,1,0.8322,0.044893,[20 16] ; [2 2],[19.8 16.2] ; [2.2 1.8],0
v2,1,0.956815,0.002932,[18 17] ; [2 2],[17.94871795 17.05128205] ; [2.05128205 1.94871795],0
a4,1,1.0,0.0,[ 9 27] ; [1 3],[ 9. 27.] ; [1. 3.],0
