Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7e-05,15.824186,[72 45] ; [227  55],[87.67669173 29.32330827] ; [211.32330827  70.67669173],1
p9,1,0.001097,10.655486,[97 22] ; [261  21],[106.2394015  12.7605985] ; [251.7605985  30.2394015],0
p12,1,0.002007,9.542729,[  3 116] ; [ 35 247],[ 11.27680798 107.72319202] ; [ 26.72319202 255.27680798],0
s7,1,0.002543,9.109157,[53 61] ; [168  98],[66.3 47.7] ; [154.7 111.3],0
p5,1,0.003052,8.7759,[ 12 105] ; [ 65 216],[22.63567839 94.36432161] ; [ 54.36432161 226.63567839],0
u1,1,0.00333,8.616968,[ 14 105] ; [ 70 212],[24.9276808 94.0723192] ; [ 59.0723192 222.9276808],0
p10,1,0.003382,8.588963,[95 22] ; [258  24],[103.5112782  13.4887218] ; [249.4887218  32.5112782],0
v3,1,0.003654,8.448206,[37 76] ; [133 139],[49.8961039 63.1038961] ; [120.1038961 151.8961039],0
n6,1,0.004646,8.012176,[93 24] ; [252  28],[101.67506297  15.32493703] ; [243.32493703  36.67506297],0
a6,1,0.024341,5.070145,[73 46] ; [205  77],[82.49875312 36.50124688] ; [195.50124688  86.49875312],0
p6,1,0.028918,4.772485,[58 60] ; [172 110],[67.85 50.15] ; [162.15 119.85],0
a2,1,0.034202,4.484559,[24 95] ; [ 86 196],[32.64339152 86.35660848] ; [ 77.35660848 204.64339152],0
n4,1,0.04278,4.10407,[88 30] ; [235  47],[95.285 22.715] ; [227.715  54.285],0
s5,1,0.044196,4.049051,[39 78] ; [120 151],[47.94587629 69.05412371] ; [111.05412371 159.94587629],0
r4,1,0.053999,3.712742,[104  15] ; [263  19],[108.91022444  10.08977556] ; [258.08977556  23.91022444],0
d1,1,0.067201,3.350087,[67 52] ; [186  96],[75.0798005 43.9201995] ; [177.9201995 104.0798005],0
a5,1,0.069952,3.284139,[87 32] ; [229  53],[93.7755611 25.2244389] ; [222.2244389  59.7755611],0
p1,1,0.073506,3.202939,[  8 111] ; [ 36 244],[ 13.12280702 105.87719298] ; [ 30.87719298 249.12280702],0
v2,1,0.075102,3.167824,[60 55] ; [169 104],[67.87371134 47.12628866] ; [161.12628866 111.87371134],0
p2,1,0.11022,2.551059,[106  12] ; [265  16],[109.71929825   8.28070175] ; [261.28070175  19.71929825],0
d2,1,0.134971,2.234377,[54 65] ; [151 131],[60.83541147 58.16458853] ; [144.16458853 137.83541147],0
d5,1,0.137751,2.202902,[94 25] ; [239  42],[99.0675 19.9325] ; [233.9325  47.0675],0
d4,1,0.137751,2.202902,[94 25] ; [239  42],[99.0675 19.9325] ; [233.9325  47.0675],0
s4,1,0.142822,2.147285,[ 17 100] ; [ 58 220],[22.21518987 94.78481013] ; [ 52.78481013 225.21518987],0
a7,1,0.175629,1.83423,[82 37] ; [212  69],[87.465 31.535] ; [206.535  74.465],0
p11,1,0.281317,1.160717,[98 21] ; [244  38],[101.49127182  17.50872818] ; [240.50872818  41.49127182],0
r3,1,0.299263,1.077475,[112   7] ; [269  10],[113.91708543   5.08291457] ; [267.08291457  11.91708543],0
a3,1,0.319719,0.990097,[85 34] ; [214  67],[88.9525 30.0475] ; [210.0475  70.9525],0
n5,1,0.324921,0.969034,[92 26] ; [231  50],[95.52380952 22.47619048] ; [227.47619048  53.52380952],0
u3,1,0.335702,0.926777,[17 15] ; [43 25],[19.2 12.8] ; [40.8 27.2],0
v1,1,0.348015,0.880682,[67 50] ; [172 104],[71.15267176 45.84732824] ; [167.84732824 108.15267176],0
b2,1,0.355863,0.852439,[27 52] ; [ 74 110],[30.33840304 48.66159696] ; [ 70.66159696 113.33840304],0
b3,1,0.355863,0.852439,[27 52] ; [ 74 110],[30.33840304 48.66159696] ; [ 70.66159696 113.33840304],0
u2,1,0.412543,0.671461,[17 15] ; [42 26],[18.88 13.12] ; [40.12 27.88],0
b5,1,0.422585,0.643114,[71 48] ; [156 126],[67.36408978 51.63591022] ; [159.63591022 122.36408978],0
