Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,95.453631,[144 192] ; [205  42],[201.13893654 134.86106346] ; [147.86106346  99.13893654],1
v1,1,0.0,34.678254,[156 182] ; [175  73],[190.91808874 147.08191126] ; [140.08191126 107.91808874],1
s8,1,6e-06,20.348077,[140 207] ; [146 101],[167.07407407 179.92592593] ; [118.92592593 128.07407407],1
s7,1,0.000108,14.982898,[152 183] ; [147  91],[174.80802792 160.19197208] ; [124.19197208 113.80802792],1
p12,1,0.000142,14.476298,[ 20 324] ; [ 38 212],[ 33.58922559 310.41077441] ; [ 24.41077441 225.58922559],1
n5,1,0.000228,13.583883,[249  95] ; [212  37],[267.42664418  76.57335582] ; [193.57335582  55.42664418],1
p3,1,0.000297,13.089391,[164 183] ; [155  94],[185.72651007 161.27348993] ; [133.27348993 115.72651007],1
p5,1,0.000429,12.400886,[ 31 314] ; [ 47 202],[ 45.3030303 299.6969697] ; [ 32.6969697 216.3030303],1
a1,1,0.00171,9.837551,[ 11 336] ; [ 23 227],[ 19.76214405 327.23785595] ; [ 14.23785595 235.76214405],0
d1,1,0.00341,8.574198,[228 119] ; [192  58],[244.12060302 102.87939698] ; [175.87939698  74.12060302],0
u4,1,0.00397,8.297585,[  1 346] ; [  8 242],[  5.23115578 341.76884422] ; [  3.76884422 246.23115578],0
p7,1,0.005902,7.579912,[214 122] ; [181  62],[229.22279793 106.77720207] ; [165.77720207  77.22279793],0
n4,1,0.006087,7.524333,[264  83] ; [213  37],[277.25125628  69.74874372] ; [199.74874372  50.25125628],0
d2,1,0.007695,7.10316,[166 180] ; [147 102],[182.01344538 163.98655462] ; [130.98655462 118.01344538],0
n6,1,0.012213,6.27974,[292  53] ; [227  21],[301.94772344  43.05227656] ; [217.05227656  30.94772344],0
p8,1,0.018527,5.545661,[181 163] ; [154  93],[194.99153976 149.00846024] ; [140.00846024 106.99153976],0
d5,1,0.019755,5.433447,[296  51] ; [229  21],[305.15075377  41.84924623] ; [219.84924623  30.15075377],0
p1,1,0.023899,5.101929,[ 20 326] ; [ 27 222],[ 27.33109244 318.66890756] ; [ 19.66890756 229.33109244],0
v4,1,0.03334,4.528255,[326  19] ; [243   5],[331.03709949  13.96290051] ; [237.96290051  10.03709949],0
s4,1,0.034825,4.453734,[ 70 273] ; [ 34 214],[ 60.35871404 282.64128596] ; [ 43.64128596 204.35871404],0
u1,1,0.041445,4.157713,[ 61 286] ; [ 61 189],[ 70.91122278 276.08877722] ; [ 51.08877722 198.91122278],0
p4,1,0.053307,3.734258,[206 139] ; [168  81],[217.22222222 127.77777778] ; [156.77777778  92.22222222],0
r4,1,0.055794,3.658184,[309  38] ; [234  16],[315.61306533  31.38693467] ; [227.38693467  22.61306533],0
a3,1,0.060738,3.517119,[257  90] ; [200  48],[266.51932773  80.48067227] ; [190.48067227  57.51932773],0
r3,1,0.06356,3.441957,[326  19] ; [243   6],[330.47979798  14.52020202] ; [238.52020202  10.47979798],0
s2,1,0.064306,3.422705,[180 166] ; [148 100],[191.05723906 154.94276094] ; [136.94276094 111.05723906],0
p2,1,0.077115,3.124676,[295  50] ; [225  24],[302.02020202  42.97979798] ; [217.97979798  31.02020202],0
r1,1,0.130245,2.289582,[278  68] ; [212  37],[284.94117647  61.05882353] ; [205.05882353  43.94117647],0
a5,1,0.134859,2.235662,[264  83] ; [203  47],[271.43886097  75.56113903] ; [195.56113903  54.43886097],0
b2,1,0.144386,2.130583,[ 75 126] ; [71 87],[ 81.74373259 119.25626741] ; [64.25626741 93.74373259],0
b3,1,0.144386,2.130583,[ 75 126] ; [71 87],[ 81.74373259 119.25626741] ; [64.25626741 93.74373259],0
a4,1,0.227625,1.455643,[161 186] ; [128 121],[168.26006711 178.73993289] ; [120.73993289 128.26006711],0
p11,1,0.259147,1.273309,[285  62] ; [214  36],[290.03852596  56.96147404] ; [208.96147404  41.03852596],0
a2,1,0.296057,1.091873,[ 84 263] ; [ 70 180],[ 89.51088777 257.48911223] ; [ 64.48911223 185.51088777],0
s6,1,0.38369,0.758845,[237 106] ; [176  67],[241.73890785 101.26109215] ; [171.26109215  71.73890785],0
p6,1,0.423327,0.641059,[131 212] ; [102 144],[135.68590832 207.31409168] ; [ 97.31409168 148.68590832],0
n1,1,0.463957,0.536331,[27 46] ; [14 32],[25.1512605 47.8487395] ; [15.8487395 30.1512605],0
b5,1,0.473891,0.512888,[210 137] ; [144 106],[205.75879397 141.24120603] ; [148.24120603 101.75879397],0
u3,1,0.50567,0.443018,[56 33] ; [28 21],[54.17391304 34.82608696] ; [29.82608696 19.17391304],0
s3,1,0.519297,0.415289,[197 149] ; [146  99],[200.80879865 145.19120135] ; [142.19120135 102.80879865],0
n2,1,0.542918,0.370159,[56 17] ; [33 13],[54.59663866 18.40336134] ; [34.40336134 11.59663866],0
n3,1,0.545034,0.36629,[52 19] ; [32 15],[50.54237288 20.45762712] ; [33.45762712 13.54237288],0
s5,1,0.548387,0.360215,[127 207] ; [ 98 144],[130.46875 203.53125] ; [ 94.53125 147.46875],0
a6,1,0.57393,0.316151,[243 104] ; [169  80],[239.87248322 107.12751678] ; [172.12751678  76.87248322],0
r2,1,0.60106,0.273401,[322  20] ; [235  12],[323.41935484  18.58064516] ; [233.58064516  13.41935484],0
a7,1,0.613641,0.254906,[260  87] ; [182  67],[257.33892617  89.66107383] ; [184.66107383  64.33892617],0
b1,1,0.693194,0.155649,[129 218] ; [ 89 161],[126.71021776 220.28978224] ; [ 91.28978224 158.71021776],0
b4,1,0.735251,0.114344,[209 138] ; [154  96],[210.98994975 136.01005025] ; [152.01005025  97.98994975],0
d3,1,0.735403,0.114208,[268  79] ; [196  54],[269.69514238  77.30485762] ; [194.30485762  55.69514238],0
a8,1,0.77737,0.079947,[ 46 281] ; [ 33 188],[ 47.14051095 279.85948905] ; [ 31.85948905 189.14051095],0
p9,1,0.825952,0.048354,[326  21] ; [235  14],[326.62248322  20.37751678] ; [234.37751678  14.62248322],0
s1,1,0.924551,0.008969,[  8 337] ; [  6 240],[  8.17258883 336.82741117] ; [  5.82741117 240.17258883],0
u2,1,0.95354,0.003394,[55 33] ; [31 19],[54.84057971 33.15942029] ; [31.15942029 18.84057971],0
