Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.027159,4.880672,[ 1 16] ; [3 4],[ 2.83333333 14.16666667] ; [1.16666667 5.83333333],0
r1,1,0.027586,4.853782,[ 4 13] ; [5 2],[ 6.375 10.625] ; [2.625 4.375],0
p3,1,0.027586,4.853782,[ 4 13] ; [5 2],[ 6.375 10.625] ; [2.625 4.375],0
s7,1,0.046708,3.955881,[ 4 11] ; [5 2],[6.13636364 8.86363636] ; [2.86363636 4.13636364],0
a3,1,0.053004,3.743803,[14  3] ; [3 4],[12.04166667  4.95833333] ; [4.95833333 2.04166667],0
s5,1,0.053004,3.743803,[ 3 14] ; [4 3],[ 4.95833333 12.04166667] ; [2.04166667 4.95833333],0
p8,1,0.106343,2.607745,[ 6 11] ; [5 2],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
p12,1,0.126598,2.333733,[ 1 16] ; [2 5],[ 2.125 14.875] ; [0.875 6.125],0
n5,1,0.131707,2.272269,[9 8] ; [6 1],[10.625  6.375] ; [4.375 2.625],0
v2,1,0.204008,1.613445,[10  7] ; [6 1],[11.33333333  5.66666667] ; [4.66666667 2.33333333],0
s8,1,0.343709,0.896547,[ 4 13] ; [3 4],[ 4.95833333 12.04166667] ; [2.04166667 4.95833333],0
p9,1,0.393921,0.726803,[11  5] ; [6 1],[11.82608696  4.17391304] ; [5.17391304 1.82608696],0
p10,1,0.393921,0.726803,[11  5] ; [6 1],[11.82608696  4.17391304] ; [5.17391304 1.82608696],0
n4,1,0.403713,0.697239,[9 8] ; [5 2],[9.91666667 7.08333333] ; [4.08333333 2.91666667],0
v4,1,0.403713,0.697239,[9 8] ; [5 2],[9.91666667 7.08333333] ; [4.08333333 2.91666667],0
b2,1,0.408961,0.681818,[2 8] ; [2 3],[2.66666667 7.33333333] ; [1.33333333 3.66666667],0
b3,1,0.408961,0.681818,[2 8] ; [2 3],[2.66666667 7.33333333] ; [1.33333333 3.66666667],0
b5,1,0.475512,0.509138,[ 7 10] ; [4 3],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
d3,1,0.475512,0.509138,[10  7] ; [3 4],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
n6,1,0.492519,0.471018,[9 7] ; [5 2],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
b1,1,0.525358,0.403361,[12  5] ; [4 3],[11.33333333  5.66666667] ; [4.66666667 2.33333333],0
b4,1,0.525358,0.403361,[ 5 12] ; [3 4],[ 5.66666667 11.33333333] ; [2.33333333 4.66666667],0
p5,1,0.549185,0.358779,[ 3 14] ; [2 5],[ 3.54166667 13.45833333] ; [1.45833333 5.54166667],0
d1,1,0.562069,0.336134,[ 7 10] ; [2 5],[ 6.375 10.625] ; [2.625 4.375],0
d2,1,0.562069,0.336134,[ 7 10] ; [2 5],[ 6.375 10.625] ; [2.625 4.375],0
a5,1,0.562069,0.336134,[10  7] ; [5 2],[10.625  6.375] ; [4.375 2.625],0
s3,1,0.599275,0.276091,[ 3 13] ; [2 5],[ 3.47826087 12.52173913] ; [1.52173913 5.47826087],0
d4,1,0.612274,0.256877,[13  4] ; [6 1],[13.45833333  3.54166667] ; [5.54166667 1.45833333],0
a7,1,0.653368,0.201681,[8 9] ; [4 3],[8.5 8.5] ; [3.5 3.5],0
n1,1,0.700311,0.148148,[2 7] ; [1 2],[2.25 6.75] ; [0.75 2.25],0
v3,1,0.727943,0.121008,[ 6 11] ; [3 4],[ 6.375 10.625] ; [2.625 4.375],0
a4,1,0.727943,0.121008,[ 6 11] ; [3 4],[ 6.375 10.625] ; [2.625 4.375],0
r4,1,0.795418,0.067227,[ 4 13] ; [2 5],[ 4.25 12.75] ; [1.75 5.25],0
s2,1,0.808605,0.058673,[ 6 10] ; [3 4],[6.26086957 9.73913043] ; [2.73913043 4.26086957],0
u2,1,0.80915,0.058333,[2 1] ; [3 1],[2.14285714 0.85714286] ; [2.85714286 1.14285714],0
a6,1,0.851054,0.035259,[9 8] ; [4 3],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
s6,1,0.851054,0.035259,[9 8] ; [4 3],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
r3,1,0.857561,0.032213,[12  4] ; [5 2],[11.82608696  4.17391304] ; [5.17391304 1.82608696],0
a2,1,0.865215,0.028812,[ 2 15] ; [1 6],[ 2.125 14.875] ; [0.875 6.125],0
n2,1,1.0,0.0,[6 3] ; [2 1],[6. 3.] ; [2. 1.],0
