Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2.4e-05,17.820386,[ 9 38] ; [27 16],[18.8 28.2] ; [17.2 25.8],1
s2,1,0.000354,12.760838,[14 33] ; [29 14],[22.45555556 24.54444444] ; [20.54444444 22.45555556],1
s6,1,0.000661,11.59574,[19 28] ; [32 10],[26.93258427 20.06741573] ; [24.06741573 17.93258427],1
s7,1,0.001303,10.338238,[10 32] ; [25 18],[17.29411765 24.70588235] ; [17.70588235 25.29411765],0
n1,1,0.005587,7.678846,[ 3 17] ; [8 5],[ 6.66666667 13.33333333] ; [4.33333333 8.66666667],0
p6,1,0.023593,5.124277,[12 32] ; [21 20],[17.08235294 26.91764706] ; [15.91764706 25.08235294],0
v1,1,0.034794,4.455236,[16 30] ; [23 17],[20.86046512 25.13953488] ; [18.13953488 21.86046512],0
s5,1,0.035773,4.407908,[10 36] ; [16 21],[14.40963855 31.59036145] ; [11.59036145 25.40963855],0
r3,1,0.053904,3.715676,[37 10] ; [40  3],[40.21111111  6.78888889] ; [36.78888889  6.21111111],0
p10,1,0.054231,3.705587,[29 17] ; [35  8],[33.07865169 12.92134831] ; [30.92134831 12.07865169],0
u2,1,0.05778,3.6,[2 7] ; [6 3],[4. 5.] ; [4. 5.],0
r2,1,0.0598,3.542928,[35 10] ; [37  3],[38.11764706  6.88235294] ; [33.88235294  6.11764706],0
v3,1,0.075354,3.162358,[13 34] ; [18 21],[16.94186047 30.05813953] ; [14.05813953 24.94186047],0
p3,1,0.091082,2.855137,[18 28] ; [24 18],[21.95454545 24.04545455] ; [20.04545455 21.95454545],0
p2,1,0.099723,2.709968,[26 19] ; [32 11],[29.65909091 15.34090909] ; [28.34090909 14.65909091],0
r4,1,0.114716,2.488024,[24 23] ; [29 14],[27.67777778 19.32222222] ; [25.32222222 17.67777778],0
p9,1,0.15825,1.990868,[32 13] ; [36  7],[34.77272727 10.22727273] ; [33.22727273  9.77272727],0
a8,1,0.16684,1.911111,[ 1 42] ; [ 4 39],[ 2.5 40.5] ; [ 2.5 40.5],0
n5,1,0.197239,1.662703,[29 18] ; [32 11],[31.85555556 15.14444444] ; [29.14444444 13.85555556],0
s4,1,0.205455,1.603167,[ 7 40] ; [11 32],[ 9.4 37.6] ; [ 8.6 34.4],0
b4,1,0.225683,1.467865,[27 20] ; [30 13],[29.76666667 17.23333333] ; [27.23333333 15.76666667],0
p11,1,0.239155,1.385565,[32 15] ; [34  9],[34.46666667 12.53333333] ; [31.53333333 11.46666667],0
v2,1,0.244312,1.355537,[23 23] ; [25 15],[25.6744186 20.3255814] ; [22.3255814 17.6744186],0
b2,1,0.291841,1.111111,[10 20] ; [14 16],[12. 18.] ; [12. 18.],0
b3,1,0.291841,1.111111,[10 20] ; [14 16],[12. 18.] ; [12. 18.],0
a7,1,0.312947,1.018199,[28 19] ; [30 13],[30.28888889 16.71111111] ; [27.71111111 15.28888889],0
a5,1,0.326472,0.96284,[38  9] ; [31 12],[36.03333333 10.96666667] ; [32.96666667 10.03333333],0
u3,1,0.342782,0.9,[4 5] ; [6 3],[5. 4.] ; [5. 4.],0
a6,1,0.3433,0.89807,[26 21] ; [28 15],[28.2 18.8] ; [25.8 17.2],0
n4,1,0.381602,0.765533,[31 16] ; [32 11],[32.9 14.1] ; [30.1 12.9],0
n3,1,0.409,0.681704,[10 10] ; [9 5],[11.17647059  8.82352941] ; [7.82352941 6.17647059],0
p1,1,0.431674,0.618315,[ 5 42] ; [ 7 36],[ 6.26666667 40.73333333] ; [ 5.73333333 37.26666667],0
p7,1,0.481682,0.495054,[20 27] ; [21 21],[21.65168539 25.34831461] ; [19.34831461 22.65168539],0
n2,1,0.492529,0.470996,[12  8] ; [10  4],[12.94117647  7.05882353] ; [9.05882353 4.94117647],0
n6,1,0.496821,0.46172,[37  9] ; [32 11],[35.66292135 10.33707865] ; [33.33707865  9.66292135],0
b5,1,0.588056,0.29339,[28 19] ; [28 15],[29.24444444 17.75555556] ; [26.75555556 16.24444444],0
a4,1,0.603154,0.270265,[25 21] ; [21 22],[23.7752809 22.2247191] ; [22.2247191 20.7752809],0
a1,1,0.605479,0.266811,[ 3 44] ; [ 4 39],[ 3.65555556 43.34444444] ; [ 3.34444444 39.65555556],0
d2,1,0.61069,0.259171,[32 14] ; [32 11],[33.07865169 12.92134831] ; [30.92134831 12.07865169],0
a2,1,0.636044,0.223954,[ 8 39] ; [ 9 34],[ 8.87777778 38.12222222] ; [ 8.12222222 34.87777778],0
p8,1,0.682125,0.167743,[16 30] ; [16 25],[16.91954023 29.08045977] ; [15.08045977 25.91954023],0
u1,1,0.832866,0.044532,[ 5 42] ; [ 4 39],[ 4.7 42.3] ; [ 4.3 38.7],0
v4,1,0.832866,0.044532,[38  9] ; [34  9],[37.6  9.4] ; [34.4  8.6],0
a3,1,0.832866,0.044532,[38  9] ; [34  9],[37.6  9.4] ; [34.4  8.6],0
p5,1,0.8502,0.035669,[ 5 42] ; [ 5 37],[ 5.28089888 41.71910112] ; [ 4.71910112 37.28089888],0
b1,1,0.875917,0.024382,[20 27] ; [19 24],[20.36666667 26.63333333] ; [18.63333333 24.36666667],0
s1,1,0.908322,0.013261,[ 2 45] ; [ 2 40],[ 2.11235955 44.88764045] ; [ 1.88764045 40.11235955],0
d3,1,0.924812,0.008906,[39  8] ; [36  7],[39.16666667  7.83333333] ; [35.83333333  7.16666667],0
p4,1,0.935214,0.006607,[25 21] ; [23 20],[24.80898876 21.19101124] ; [23.19101124 19.80898876],0
u4,1,0.949267,0.004048,[ 1 46] ; [ 1 42],[ 1.04444444 45.95555556] ; [ 0.95555556 42.04444444],0
d4,1,0.949267,0.004048,[46  1] ; [42  1],[45.95555556  1.04444444] ; [42.04444444  0.95555556],0
d5,1,0.949267,0.004048,[46  1] ; [42  1],[45.95555556  1.04444444] ; [42.04444444  0.95555556],0
