Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000181,14.019397,[21  8] ; [22 48],[12.5959596 16.4040404] ; [30.4040404 39.5959596],1
n4,1,0.000772,11.30836,[28  2] ; [43 29],[20.88235294  9.11764706] ; [50.11764706 21.88235294],1
b4,1,0.019986,5.413158,[24  6] ; [40 32],[18.82352941 11.17647059] ; [45.17647059 26.82352941],0
v1,1,0.040182,4.210198,[17 13] ; [25 47],[12.35294118 17.64705882] ; [29.64705882 42.35294118],0
p3,1,0.050209,3.834462,[15 15] ; [21 50],[10.69306931 19.30693069] ; [25.30693069 45.69306931],0
r2,1,0.06578,3.385307,[29  1] ; [60 12],[26.17647059  3.82352941] ; [62.82352941  9.17647059],0
b5,1,0.120677,2.408506,[22  8] ; [41 31],[18.52941176 11.47058824] ; [44.47058824 27.52941176],0
s8,1,0.145796,2.115692,[11 18] ; [17 55],[ 8.03960396 20.96039604] ; [19.96039604 52.03960396],0
u2,1,0.15025,2.069709,[4 8] ; [19 14],[6.13333333 5.86666667] ; [16.86666667 16.13333333],0
p5,1,0.150584,2.06633,[ 2 28] ; [ 1 71],[ 0.88235294 29.11764706] ; [ 2.11764706 69.88235294],0
a1,1,0.150584,2.06633,[ 2 28] ; [ 1 71],[ 0.88235294 29.11764706] ; [ 2.11764706 69.88235294],0
p4,1,0.174679,1.842323,[19 11] ; [35 37],[15.88235294 14.11764706] ; [38.11764706 33.88235294],0
s2,1,0.175011,1.839491,[14 14] ; [25 46],[11.03030303 16.96969697] ; [27.96969697 43.03030303],0
r4,1,0.191783,1.703864,[26  4] ; [54 18],[23.52941176  6.47058824] ; [56.47058824 15.52941176],0
s5,1,0.192755,1.696437,[ 8 20] ; [12 59],[ 5.65656566 22.34343434] ; [14.34343434 56.65656566],0
n5,1,0.196881,1.665361,[20 10] ; [38 34],[17.05882353 12.94117647] ; [40.94117647 31.05882353],0
r3,1,0.221358,1.495549,[28  1] ; [64  8],[26.41584158  2.58415842] ; [65.58415842  6.41584158],0
n6,1,0.258689,1.275759,[23  7] ; [47 25],[20.58823529  9.41176471] ; [49.41176471 22.58823529],0
n1,1,0.28637,1.136608,[4 4] ; [ 8 19],[2.74285714 5.25714286] ; [ 9.25714286 17.74285714],0
r1,1,0.291551,1.112447,[25  5] ; [53 19],[22.94117647  7.05882353] ; [55.05882353 16.94117647],0
b3,1,0.326032,0.964593,[ 3 16] ; [12 32],[ 4.52380952 14.47619048] ; [10.47619048 33.52380952],0
b2,1,0.326032,0.964593,[ 3 16] ; [12 32],[ 4.52380952 14.47619048] ; [10.47619048 33.52380952],0
