Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,56.30413,[32 53] ; [299  82],[60.37553648 24.62446352] ; [270.62446352 110.37553648],1
p10,1,1.1e-05,19.404031,[54 31] ; [320  59],[68.51293103 16.48706897] ; [305.48706897  73.51293103],1
n4,1,3.4e-05,17.201743,[46 39] ; [291  90],[61.46995708 23.53004292] ; [275.53004292 105.46995708],1
p9,1,0.000147,14.41328,[60 25] ; [328  48],[71.54013015 13.45986985] ; [316.45986985  59.54013015],1
p11,1,0.002969,8.826471,[58 27] ; [316  67],[67.92735043 17.07264957] ; [306.07264957  76.92735043],0
b1,1,0.005686,7.647111,[40 45] ; [120 263],[29.05982906 55.94017094] ; [130.94017094 252.05982906],0
r4,1,0.011643,6.364385,[68 17] ; [344  39],[74.82905983 10.17094017] ; [337.17094017  45.82905983],0
r3,1,0.012117,6.293611,[76  9] ; [366  15],[80.6223176  4.3776824] ; [361.3776824  19.6223176],0
u3,1,0.014188,6.014549,[22  8] ; [56 60],[16.02739726 13.97260274] ; [61.97260274 54.02739726],0
v3,1,0.015371,5.873399,[19 59] ; [145 228],[28.36363636 49.63636364] ; [135.63636364 237.36363636],0
p8,1,0.01671,5.726544,[30 54] ; [189 188],[39.90455531 44.09544469] ; [179.09544469 197.90455531],0
a4,1,0.037177,4.342269,[25 60] ; [159 223],[33.49036403 51.50963597] ; [150.50963597 231.49036403],0
u2,1,0.037307,4.336346,[21  9] ; [56 59],[15.93103448 14.06896552] ; [61.06896552 53.93103448],0
s2,1,0.055007,3.681861,[30 54] ; [179 200],[37.91792657 46.08207343] ; [171.08207343 207.91792657],0
v2,1,0.058328,3.584298,[35 44] ; [205 161],[42.60674157 36.39325843] ; [197.39325843 168.60674157],0
s5,1,0.060477,3.524257,[17 67] ; [114 260],[24.02620087 59.97379913] ; [106.97379913 267.02620087],0
d1,1,0.061682,3.491577,[38 47] ; [214 169],[45.76923077 39.23076923] ; [206.23076923 176.76923077],0
d5,1,0.076085,3.146601,[62 23] ; [312  71],[67.92735043 17.07264957] ; [306.07264957  76.92735043],0
b3,1,0.0841,2.983823,[10 40] ; [ 71 148],[15.05576208 34.94423792] ; [ 65.94423792 153.05576208],0
b2,1,0.0841,2.983823,[10 40] ; [ 71 148],[15.05576208 34.94423792] ; [ 65.94423792 153.05576208],0
u1,1,0.085792,2.951616,[ 7 78] ; [ 59 324],[11.98717949 73.01282051] ; [ 54.01282051 328.98717949],0
s7,1,0.091849,2.841666,[26 53] ; [159 209],[32.69574944 46.30425056] ; [152.30425056 215.69574944],0
d2,1,0.097929,2.738958,[31 54] ; [177 205],[37.85867238 47.14132762] ; [170.14132762 211.85867238],0
a2,1,0.106511,2.605243,[12 73] ; [ 84 299],[17.43589744 67.56410256] ; [ 78.56410256 304.43589744],0
v4,1,0.13953,2.183131,[76  6] ; [368  14],[78.46551724  3.53448276] ; [365.53448276  16.46551724],0
p4,1,0.140334,2.174292,[38 47] ; [204 177],[44.1416309 40.8583691] ; [197.8583691 183.1416309],0
r2,1,0.174957,1.839945,[74  9] ; [356  25],[76.91810345  6.08189655] ; [353.08189655  27.91810345],0
a5,1,0.177503,1.818405,[55 30] ; [276 107],[60.11752137 24.88247863] ; [270.88247863 112.11752137],0
a8,1,0.189668,1.720192,[ 7 70] ; [ 51 294],[10.58293839 66.41706161] ; [ 47.41706161 297.58293839],0
v1,1,0.191852,1.70334,[35 46] ; [190 181],[40.32079646 40.67920354] ; [184.67920354 186.32079646],0
s6,1,0.193125,1.693615,[49 36] ; [245 131],[54.20824295 30.79175705] ; [239.79175705 136.20824295],0
p12,1,0.23096,1.434941,[ 2 82] ; [ 21 360],[ 4.15483871 79.84516129] ; [ 18.84516129 362.15483871],0
s1,1,0.237203,1.397143,[ 3 81] ; [  6 370],[ 1.64347826 82.35652174] ; [  7.35652174 368.64347826],0
p3,1,0.238256,1.390883,[31 54] ; [166 216],[35.85653105 49.14346895] ; [161.14346895 220.85653105],0
a3,1,0.273104,1.201087,[54 31] ; [266 116],[58.24411135 26.75588865] ; [261.75588865 120.24411135],0
r1,1,0.307794,1.040119,[63 21] ; [304  76],[66.43965517 17.56034483] ; [300.56034483  79.43965517],0
p5,1,0.312425,1.020398,[ 4 81] ; [ 30 352],[ 6.18843683 78.81156317] ; [ 27.81156317 354.18843683],0
p7,1,0.328955,0.953007,[43 40] ; [218 160],[46.99132321 36.00867679] ; [214.00867679 163.99132321],0
n1,1,0.374488,0.788718,[ 5 17] ; [27 56],[ 6.7047619 15.2952381] ; [25.2952381 57.7047619],0
s8,1,0.392463,0.731298,[28 57] ; [144 236],[31.44086022 53.55913978] ; [140.55913978 239.44086022],0
s4,1,0.414121,0.666939,[10 75] ; [ 58 323],[12.40343348 72.59656652] ; [ 55.59656652 325.40343348],0
p1,1,0.558923,0.341572,[ 6 78] ; [ 21 361],[ 4.86695279 79.13304721] ; [ 22.13304721 359.86695279],0
a6,1,0.607713,0.263519,[61 24] ; [264 119],[59.02777778 25.97222222] ; [265.97222222 117.02777778],0
b4,1,0.648203,0.208174,[52 33] ; [224 159],[50.12820513 34.87179487] ; [225.87179487 157.12820513],0
a1,1,0.749731,0.101757,[ 2 83] ; [  7 376],[ 1.63461538 83.36538462] ; [  7.36538462 375.63461538],0
d4,1,0.751193,0.100532,[66 18] ; [306  76],[67.05579399 16.94420601] ; [304.94420601  77.05579399],0
n2,1,0.758933,0.094177,[16  6] ; [63 20],[16.55238095  5.44761905] ; [62.44761905 20.55238095],0
b5,1,0.795164,0.067398,[53 32] ; [233 150],[51.94444444 33.05555556] ; [234.05555556 148.94444444],0
d3,1,0.845911,0.037767,[57 28] ; [261 122],[57.75641026 27.24358974] ; [260.24358974 122.75641026],0
s3,1,0.874448,0.024967,[45 39] ; [205 171],[45.65217391 38.34782609] ; [204.34782609 171.65217391],0
n3,1,0.894797,0.017487,[16  6] ; [63 22],[16.24299065  5.75700935] ; [62.75700935 22.24299065],0
a7,1,0.975138,0.000971,[62 23] ; [278 104],[61.88436831 23.11563169] ; [278.11563169 103.88436831],0
