Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,35.857956,[167  43] ; [33 44],[146.34146341  63.65853659] ; [53.65853659 23.34146341],1
p9,1,0.0,25.55115,[176  35] ; [42 35],[159.71527778  51.28472222] ; [58.28472222 18.71527778],1
p8,1,1e-06,24.35835,[107 102] ; [15 64],[ 88.53472222 120.46527778] ; [33.46527778 45.53472222],1
r3,1,1e-06,24.104088,[197  15] ; [57 23],[184.4109589  27.5890411] ; [69.5890411 10.4109589],1
v4,1,1.3e-05,19.023382,[195  15] ; [60 21],[184.02061856  25.97938144] ; [70.97938144 10.02061856],1
p2,1,2.8e-05,17.572671,[177  35] ; [49 32],[163.5221843  48.4778157] ; [62.4778157 18.5221843],1
r4,1,3.8e-05,16.951243,[174  40] ; [47 34],[160.31864407  53.68135593] ; [60.68135593 20.31864407],1
b1,1,6.7e-05,15.887808,[ 77 137] ; [50 31],[ 92.12881356 121.87118644] ; [34.87118644 46.12881356],1
n6,1,0.002337,9.263759,[167  45] ; [49 31],[156.82191781  55.17808219] ; [59.17808219 20.82191781],0
n3,1,0.008529,6.918804,[45 11] ; [16 14],[39.72093023 16.27906977] ; [21.27906977  8.72093023],0
r2,1,0.020238,5.391205,[181  28] ; [61 20],[174.40689655  34.59310345] ; [67.59310345 13.40689655],0
n4,1,0.021159,5.313676,[146  68] ; [43 37],[137.57142857  76.42857143] ; [51.42857143 28.57142857],0
p3,1,0.021889,5.254615,[ 83 130] ; [20 61],[ 74.62244898 138.37755102] ; [28.37755102 52.62244898],0
a6,1,0.024049,5.091078,[129  85] ; [37 44],[120.42033898  93.57966102] ; [45.57966102 35.42033898],0
u2,1,0.024453,5.062183,[54 46] ; [14 28],[47.88732394 52.11267606] ; [20.11267606 21.88732394],0
n2,1,0.024895,5.031209,[46 10] ; [18 12],[41.6744186 14.3255814] ; [22.3255814  7.6744186],0
s6,1,0.028335,4.807569,[124  85] ; [36 44],[115.70934256  93.29065744] ; [44.29065744 35.70934256],0
r1,1,0.049543,3.85687,[141  72] ; [43 37],[133.76109215  79.23890785] ; [50.23890785 29.76109215],0
d3,1,0.052039,3.774504,[ 86 128] ; [22 57],[ 78.88054608 135.11945392] ; [29.11945392 49.88054608],0
u3,1,0.065954,3.380952,[55 45] ; [16 26],[50. 50.] ; [21. 21.],0
s8,1,0.072942,3.215534,[ 65 148] ; [16 64],[ 58.88395904 154.11604096] ; [22.11604096 57.88395904],0
d4,1,0.083565,2.99417,[127  87] ; [39 42],[120.42033898  93.57966102] ; [45.57966102 35.42033898],0
b4,1,0.0866,2.936469,[119  95] ; [36 45],[112.44067797 101.55932203] ; [42.55932203 38.44067797],0
a5,1,0.106454,2.606092,[115  99] ; [35 46],[108.81355932 105.18644068] ; [41.18644068 39.81355932],0
p12,1,0.123709,2.369722,[ 11 199] ; [ 1 80],[  8.65979381 201.34020619] ; [ 3.34020619 77.65979381],0
p4,1,0.170654,1.877185,[100 112] ; [31 50],[ 94.78498294 117.21501706] ; [36.21501706 44.78498294],0
