Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001396,10.211054,[25 38] ; [20  6],[31.85393258 31.14606742] ; [13.14606742 12.85393258],0
v2,1,0.003765,8.393982,[15 48] ; [14 11],[20.76136364 42.23863636] ; [ 8.23863636 16.76136364],0
r3,1,0.004331,8.139469,[26 37] ; [20  7],[32.2 30.8] ; [13.8 13.2],0
d3,1,0.005272,7.783821,[25 40] ; [19  8],[31.08695652 33.91304348] ; [12.91304348 14.08695652],0
v1,1,0.006829,7.317368,[15 50] ; [14 13],[20.48913043 44.51086957] ; [ 8.51086957 18.48913043],0
d4,1,0.023285,5.147085,[34 31] ; [21  6],[38.85869565 26.14130435] ; [16.14130435 10.85869565],0
s2,1,0.029082,4.762727,[ 9 57] ; [ 9 18],[12.77419355 53.22580645] ; [ 5.22580645 21.77419355],0
n3,1,0.035858,4.40386,[14 17] ; [9 2],[16.97619048 14.02380952] ; [6.02380952 4.97619048],0
b5,1,0.039928,4.220937,[31 35] ; [19  8],[35.48387097 30.51612903] ; [14.51612903 12.48387097],0
n6,1,0.039998,4.217978,[30 34] ; [19  8],[34.46153846 29.53846154] ; [14.53846154 12.46153846],0
p11,1,0.059425,3.55335,[25 41] ; [16 11],[29.09677419 36.90322581] ; [11.90322581 15.09677419],0
a5,1,0.080576,3.05325,[26 40] ; [16 11],[29.80645161 36.19354839] ; [12.19354839 14.80645161],0
p7,1,0.082919,3.006739,[18 45] ; [12 13],[21.47727273 41.52272727] ; [ 8.52272727 16.47727273],0
p4,1,0.095102,2.785822,[15 49] ; [11 16],[18.28571429 45.71428571] ; [ 7.71428571 19.28571429],0
s8,1,0.116816,2.459504,[ 2 64] ; [ 3 24],[ 3.5483871 62.4516129] ; [ 1.4516129 25.5483871],0
b1,1,0.1253,2.349788,[36 30] ; [10 17],[32.64516129 33.35483871] ; [13.35483871 13.64516129],0
b3,1,0.150082,2.071414,[14 24] ; [ 2 11],[11.92156863 26.07843137] ; [4.07843137 8.92156863],0
b2,1,0.150082,2.071414,[14 24] ; [ 2 11],[11.92156863 26.07843137] ; [4.07843137 8.92156863],0
p1,1,0.154676,2.025522,[ 9 56] ; [ 1 26],[ 7.06521739 57.93478261] ; [ 2.93478261 24.06521739],0
p9,1,0.160655,1.968053,[30 34] ; [17 10],[33.05494505 30.94505495] ; [13.94505495 13.05494505],0
v4,1,0.160879,1.965947,[34 30] ; [18  8],[36.97777778 27.02222222] ; [15.02222222 10.97777778],0
r1,1,0.172176,1.863896,[13 52] ; [ 9 18],[15.54347826 49.45652174] ; [ 6.45652174 20.54347826],0
s4,1,0.201288,1.633004,[ 6 60] ; [ 5 22],[ 7.80645161 58.19354839] ; [ 3.19354839 23.80645161],0
d5,1,0.227947,1.453623,[35 31] ; [18  9],[37.61290323 28.38709677] ; [15.38709677 11.61290323],0
s5,1,0.301522,1.067449,[ 7 59] ; [ 5 22],[ 8.51612903 57.48387097] ; [ 3.48387097 23.51612903],0
a2,1,0.371407,0.798953,[ 6 60] ; [ 1 26],[ 4.96774194 61.03225806] ; [ 2.03225806 24.96774194],0
