Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001236,10.43556,[77 19] ; [88  4],[84.25531915 11.74468085] ; [80.74468085 11.25531915],0
r2,1,0.005428,7.731092,[80 12] ; [90  2],[85.  7.] ; [85.  7.],0
r1,1,0.016563,5.742054,[70 26] ; [80 12],[76.59574468 19.40425532] ; [73.40425532 18.59574468],0
p12,1,0.022056,5.241345,[ 2 93] ; [ 9 80],[ 5.67934783 89.32065217] ; [ 5.32065217 83.67934783],0
n5,1,0.023638,5.121023,[62 31] ; [74 17],[68.73913043 24.26086957] ; [67.26086957 23.73913043],0
b4,1,0.034896,4.450242,[48 48] ; [60 32],[55.14893617 40.85106383] ; [52.85106383 39.14893617],0
p3,1,0.047692,3.920803,[40 55] ; [51 39],[46.72972973 48.27027027] ; [44.27027027 45.72972973],0
p5,1,0.05084,3.813551,[ 7 88] ; [15 75],[11.2972973 83.7027027] ; [10.7027027 79.2972973],0
s7,1,0.053038,3.742721,[36 55] ; [46 39],[42.39772727 48.60227273] ; [39.60227273 45.39772727],0
n6,1,0.067569,3.34111,[72 22] ; [80 12],[76.8172043 17.1827957] ; [75.1827957 16.8172043],0
v1,1,0.097049,2.753373,[52 43] ; [60 30],[57.51351351 37.48648649] ; [54.48648649 35.51351351],0
s5,1,0.102514,2.665986,[25 69] ; [33 54],[30.12154696 63.87845304] ; [27.87845304 59.12154696],0
p8,1,0.104046,2.642403,[42 52] ; [51 39],[47.51086957 46.48913043] ; [45.48913043 44.51086957],0
n1,1,0.111363,2.534768,[ 5 19] ; [ 9 12],[ 7.46666667 16.53333333] ; [ 6.53333333 14.46666667],0
n4,1,0.11346,2.505356,[65 31] ; [71 20],[69.81818182 26.18181818] ; [66.18181818 24.81818182],0
p1,1,0.118921,2.431481,[ 4 92] ; [ 9 81],[ 6.70967742 89.29032258] ; [ 6.29032258 83.70967742],0
s8,1,0.135499,2.228343,[33 63] ; [41 50],[37.98930481 58.01069519] ; [36.01069519 54.98930481],0
a3,1,0.170081,1.882226,[55 41] ; [61 30],[59.55080214 36.44919786] ; [56.44919786 34.55080214],0
s2,1,0.173113,1.855774,[37 58] ; [44 46],[41.59459459 53.40540541] ; [39.40540541 50.59459459],0
p2,1,0.204284,1.611477,[72 23] ; [75 15],[75.48648649 19.51351351] ; [71.51351351 18.48648649],0
v4,1,0.240103,1.379991,[85  8] ; [88  4],[86.96756757  6.03243243] ; [86.03243243  5.96756757],0
b3,1,0.242794,1.3643,[17 39] ; [21 30],[19.88785047 36.11214953] ; [18.11214953 32.88785047],0
