Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.6e-05,18.636834,[7 4] ; [ 1 29],[2.14634146 8.85365854] ; [ 5.85365854 24.14634146],1
p4,1,0.000609,11.748439,[6 5] ; [ 2 28],[2.14634146 8.85365854] ; [ 5.85365854 24.14634146],1
p2,1,0.001278,10.374619,[7 4] ; [ 4 26],[2.95121951 8.04878049] ; [ 8.04878049 21.95121951],0
p8,1,0.009274,6.769286,[3 6] ; [ 1 29],[0.92307692 8.07692308] ; [ 3.07692308 26.92307692],0
p11,1,0.027691,4.84718,[5 6] ; [ 4 26],[2.41463415 8.58536585] ; [ 6.58536585 23.41463415],0
n3,1,0.077598,3.11451,[4 1] ; [ 6 11],[2.27272727 2.72727273] ; [7.72727273 9.27272727],0
d1,1,0.085534,2.95647,[ 1 10] ; [11 19],[3.2195122 7.7804878] ; [ 8.7804878 21.2195122],0
b5,1,0.09525,2.783326,[8 3] ; [13 17],[5.63414634 5.36585366] ; [15.36585366 14.63414634],0
d5,1,0.09525,2.783326,[3 8] ; [17 13],[5.36585366 5.63414634] ; [14.63414634 15.36585366],0
a4,1,0.102755,2.662256,[2 9] ; [13 15],[4.23076923 6.76923077] ; [10.76923077 17.23076923],0
r2,1,0.113556,2.504028,[4 7] ; [18 10],[6.20512821 4.79487179] ; [15.79487179 12.20512821],0
p6,1,0.114179,2.495411,[2 9] ; [ 1 28],[ 0.825 10.175] ; [ 2.175 26.825],0
s3,1,0.133505,2.251265,[5 6] ; [ 6 22],[3.1025641 7.8974359] ; [ 7.8974359 20.1025641],0
b3,1,0.143606,2.138889,[1 5] ; [11 11],[2.57142857 3.42857143] ; [ 9.42857143 12.57142857],0
b2,1,0.143606,2.138889,[1 5] ; [11 11],[2.57142857 3.42857143] ; [ 9.42857143 12.57142857],0
s4,1,0.228332,1.451221,[ 1 10] ; [ 8 22],[2.41463415 8.58536585] ; [ 6.58536585 23.41463415],0
s2,1,0.293257,1.104609,[3 8] ; [ 4 26],[1.87804878 9.12195122] ; [ 5.12195122 24.87804878],0
u2,1,0.301409,1.067949,[2 2] ; [ 3 10],[1.17647059 2.82352941] ; [3.82352941 9.17647059],0
d2,1,0.311564,1.024033,[3 8] ; [13 16],[4.4 6.6] ; [11.6 17.4],0
b4,1,0.335467,0.927677,[7 4] ; [14 16],[5.63414634 5.36585366] ; [15.36585366 14.63414634],0
p9,1,0.388904,0.742367,[3 7] ; [ 5 24],[2.05128205 7.94871795] ; [ 5.94871795 23.05128205],0
n5,1,0.404086,0.696134,[7 4] ; [23  7],[8.04878049 2.95121951] ; [21.95121951  8.04878049],0
a7,1,0.405676,0.691436,[6 5] ; [12 18],[4.82926829 6.17073171] ; [13.17073171 16.82926829],0
a8,1,0.434519,0.610714,[1 9] ; [ 1 27],[0.52631579 9.47368421] ; [ 1.47368421 26.52631579],0
a5,1,0.437857,0.601892,[7 4] ; [15 15],[5.90243902 5.09756098] ; [16.09756098 13.90243902],0
v1,1,0.447686,0.576504,[3 8] ; [ 5 25],[2.14634146 8.85365854] ; [ 5.85365854 24.14634146],0
s1,1,0.478105,0.503182,[2 9] ; [ 3 27],[1.34146341 9.65853659] ; [ 3.65853659 26.34146341],0
r4,1,0.478105,0.503182,[2 9] ; [ 3 27],[1.34146341 9.65853659] ; [ 3.65853659 26.34146341],0
s5,1,0.503368,0.447828,[2 9] ; [ 3 26],[1.375 9.625] ; [ 3.625 25.375],0
s6,1,0.511936,0.430108,[3 7] ; [ 6 24],[2.25 7.75] ; [ 6.75 23.25],0
n1,1,0.537892,0.379461,[3 2] ; [ 8 10],[2.39130435 2.60869565] ; [8.60869565 9.39130435],0
d3,1,0.609283,0.26122,[5 6] ; [11 19],[4.29268293 6.70731707] ; [11.70731707 18.29268293],0
n4,1,0.698035,0.150524,[7 4] ; [21  9],[7.51219512 3.48780488] ; [20.48780488  9.51219512],0
r1,1,0.711755,0.13653,[3 8] ; [10 20],[3.48780488 7.51219512] ; [ 9.51219512 20.48780488],0
s7,1,0.719918,0.128571,[1 7] ; [ 5 23],[1.33333333 6.66666667] ; [ 4.66666667 23.33333333],0
v3,1,0.72402,0.124674,[2 9] ; [ 7 23],[2.41463415 8.58536585] ; [ 6.58536585 23.41463415],0
s8,1,0.728904,0.12012,[1 9] ; [ 2 28],[0.75 9.25] ; [ 2.25 27.75],0
a6,1,0.796415,0.066558,[6 5] ; [15 15],[5.63414634 5.36585366] ; [15.36585366 14.63414634],0
d4,1,0.796415,0.066558,[5 6] ; [15 15],[5.36585366 5.63414634] ; [14.63414634 15.36585366],0
n6,1,0.853493,0.034101,[4 6] ; [13 17],[4.25 5.75] ; [12.75 17.25],0
n2,1,0.859234,0.031453,[2 3] ; [ 8 10],[2.17391304 2.82608696] ; [ 7.82608696 10.17391304],0
a3,1,0.865961,0.02849,[7 4] ; [17 11],[6.76923077 4.23076923] ; [17.23076923 10.76923077],0
v4,1,0.903482,0.014705,[5 6] ; [13 17],[4.82926829 6.17073171] ; [13.17073171 16.82926829],0
v2,1,0.909048,0.013051,[2 9] ; [ 5 25],[1.87804878 9.12195122] ; [ 5.12195122 24.87804878],0
b1,1,0.98576,0.000319,[7 4] ; [19 11],[6.97560976 4.02439024] ; [19.02439024 10.97560976],0
