Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,42.82465,[30 70] ; [120  49],[55.76208178 44.23791822] ; [94.23791822 74.76208178],1
a6,1,1e-06,23.895042,[47 53] ; [129  40],[65.42750929 34.57249071] ; [110.57249071  58.42750929],1
r3,1,0.000366,12.699892,[77 23] ; [156  13],[86.61710037 13.38289963] ; [146.38289963  22.61710037],1
r4,1,0.000483,12.180123,[69 31] ; [148  23],[80.07380074 19.92619926] ; [136.92619926  34.07380074],1
d5,1,0.001352,10.270467,[60 40] ; [133  37],[71.48148148 28.51851852] ; [121.51851852  48.48148148],0
a2,1,0.001409,10.194261,[11 89] ; [ 47 124],[21.40221402 78.59778598] ; [ 36.59778598 134.40221402],0
d1,1,0.003718,8.416872,[35 65] ; [91 80],[46.49446494 53.50553506] ; [79.50553506 91.49446494],0
a8,1,0.005534,7.696245,[ 8 87] ; [ 35 125],[16.01960784 78.98039216] ; [ 26.98039216 133.01960784],0
d4,1,0.005696,7.644023,[62 37] ; [133  37],[71.76579926 27.23420074] ; [123.23420074  46.76579926],0
r1,1,0.006307,7.460365,[62 38] ; [131  38],[71.7472119 28.2527881] ; [121.2527881  47.7472119],0
r2,1,0.007144,7.23642,[85 15] ; [160   9],[91.07806691  8.92193309] ; [153.92193309  15.07806691],0
v2,1,0.008394,6.94746,[35 61] ; [84 73],[45.1541502 50.8458498] ; [73.8458498 83.1541502],0
b5,1,0.012729,6.206383,[52 48] ; [115  56],[61.62361624 38.37638376] ; [105.37638376  65.62361624],0
v4,1,0.015905,5.813397,[82 17] ; [158  13],[88. 11.] ; [152.  19.],0
u3,1,0.019647,5.443006,[11 25] ; [30 24],[16.4 19.6] ; [24.6 29.4],0
p9,1,0.029986,4.710117,[66 30] ; [133  32],[73.1954023 22.8045977] ; [125.8045977  39.1954023],0
p10,1,0.040094,4.213898,[64 34] ; [130  39],[71.20599251 26.79400749] ; [122.79400749  46.20599251],0
s6,1,0.070968,3.260492,[48 50] ; [102  67],[55.05617978 42.94382022] ; [94.94382022 74.05617978],0
u2,1,0.100312,2.700571,[12 24] ; [27 26],[15.7752809 20.2247191] ; [23.2247191 29.7752809],0
u1,1,0.112052,2.525034,[ 9 91] ; [ 27 144],[13.28413284 86.71586716] ; [ 22.71586716 148.28413284],0
s1,1,0.131349,2.276486,[ 6 93] ; [  4 162],[ 3.73584906 95.26415094] ; [  6.26415094 159.73584906],0
b1,1,0.147073,2.102354,[47 53] ; [ 65 106],[41.32841328 58.67158672] ; [ 70.67158672 100.32841328],0
n2,1,0.16015,1.972813,[27 13] ; [41 10],[29.89010989 10.10989011] ; [38.10989011 12.89010989],0
n4,1,0.177009,1.822562,[79 21] ; [146  25],[83.02583026 16.97416974] ; [141.97416974  29.02583026],0
s3,1,0.190036,1.71734,[46 53] ; [92 76],[51.16853933 47.83146067] ; [86.83146067 81.16853933],0
a4,1,0.194798,1.680949,[34 65] ; [72 98],[39.01115242 59.98884758] ; [ 66.98884758 103.01115242],0
s2,1,0.229254,1.445485,[37 61] ; [77 93],[41.68656716 56.31343284] ; [72.31343284 97.68656716],0
v3,1,0.243783,1.358582,[30 69] ; [ 62 104],[34.36981132 64.63018868] ; [ 57.63018868 108.36981132],0
n1,1,0.255626,1.292292,[14 26] ; [23 26],[16.62921348 23.37078652] ; [20.37078652 28.62921348],0
p8,1,0.281112,1.161705,[27 71] ; [ 56 109],[30.92775665 67.07224335] ; [ 52.07224335 112.92775665],0
s4,1,0.282416,1.155427,[17 82] ; [ 21 148],[14.03731343 84.96268657] ; [ 23.96268657 145.03731343],0
a3,1,0.340002,0.910425,[64 36] ; [117  51],[67.53731343 32.46268657] ; [113.46268657  54.53731343],0
b4,1,0.363915,0.824337,[54 46] ; [102  69],[57.56457565 42.43542435] ; [98.43542435 72.56457565],0
a1,1,0.369941,0.803863,[ 8 92] ; [  9 162],[ 6.27306273 93.72693727] ; [ 10.72693727 160.27306273],0
p12,1,0.409941,0.678973,[ 7 91] ; [  8 161],[ 5.50561798 92.49438202] ; [  9.49438202 159.50561798],0
b3,1,0.417699,0.65678,[26 36] ; [33 60],[23.6 38.4] ; [35.4 57.6],0
b2,1,0.417699,0.65678,[26 36] ; [33 60],[23.6 38.4] ; [35.4 57.6],0
a5,1,0.455866,0.556027,[64 36] ; [117  54],[66.7896679 33.2103321] ; [114.2103321  56.7896679],0
n3,1,0.585326,0.297704,[25 15] ; [34 16],[26.22222222 13.77777778] ; [32.77777778 17.22222222],0
s8,1,0.631155,0.230498,[33 67] ; [ 61 109],[34.81481481 65.18518519] ; [ 59.18518519 110.81481481],0
p5,1,0.649393,0.206667,[ 3 96] ; [  7 163],[ 3.6802974 95.3197026] ; [  6.3197026 163.6802974],0
p6,1,0.663633,0.189141,[19 79] ; [ 29 139],[17.68421053 80.31578947] ; [ 30.31578947 137.68421053],0
p3,1,0.676194,0.174442,[23 76] ; [ 36 135],[21.63333333 77.36666667] ; [ 37.36666667 133.63333333],0
s5,1,0.679,0.171253,[26 72] ; [ 40 125],[24.59315589 73.40684411] ; [ 41.40684411 123.59315589],0
p11,1,0.682991,0.166778,[69 31] ; [122  49],[70.4797048 29.5202952] ; [120.5202952  50.4797048],0
d2,1,0.685484,0.164017,[44 54] ; [72 98],[42.41791045 55.58208955] ; [73.58208955 96.41791045],0
n6,1,0.751436,0.100329,[82 17] ; [139  32],[81.03333333 17.96666667] ; [139.96666667  31.03333333],0
p1,1,0.77552,0.081318,[ 8 92] ; [ 12 158],[ 7.40740741 92.59259259] ; [ 12.59259259 157.40740741],0
p7,1,0.804847,0.061048,[45 53] ; [76 84],[45.96124031 52.03875969] ; [75.03875969 84.96124031],0
s7,1,0.817839,0.053049,[38 57] ; [ 64 102],[37.12643678 57.87356322] ; [ 64.87356322 101.12643678],0
p2,1,0.92153,0.009704,[66 33] ; [115  56],[66.36666667 32.63333333] ; [114.63333333  56.36666667],0
v1,1,0.94903,0.004086,[44 55] ; [74 91],[44.25 54.75] ; [73.75 91.25],0
