Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,25.985329,[52 71] ; [ 5 64],[36.515625 86.484375] ; [20.484375 48.515625],1
r4,1,3e-06,21.834195,[101  23] ; [34 35],[86.7357513 37.2642487] ; [48.2642487 20.7357513],1
v4,1,6e-06,20.472893,[114  10] ; [45 23],[102.6875  21.3125] ; [56.3125 11.6875],1
n4,1,2.6e-05,17.689392,[94 29] ; [32 37],[80.71875 42.28125] ; [45.28125 23.71875],1
n5,1,4.6e-05,16.608997,[93 31] ; [31 37],[80.08333333 43.91666667] ; [43.91666667 24.08333333],1
s6,1,4.7e-05,16.563506,[78 44] ; [23 46],[64.51308901 57.48691099] ; [36.48691099 32.51308901],1
r3,1,0.000146,14.420495,[108  16] ; [44 25],[97.65803109 26.34196891] ; [54.34196891 14.65803109],1
s7,1,0.000151,14.361373,[55 60] ; [12 51],[43.28651685 71.71348315] ; [23.71348315 39.28651685],1
p6,1,0.000556,11.916995,[41 81] ; [ 7 59],[31.14893617 90.85106383] ; [16.85106383 49.14893617],1
p2,1,0.000729,11.413017,[85 38] ; [30 38],[74.05759162 48.94240838] ; [40.94240838 27.05759162],1
p4,1,0.001361,10.258413,[61 60] ; [18 50],[50.57671958 70.42328042] ; [28.42328042 39.57671958],0
p10,1,0.001607,9.951914,[69 51] ; [22 44],[58.70967742 61.29032258] ; [32.29032258 33.70967742],0
p7,1,0.003305,8.630932,[63 58] ; [20 47],[53.42021277 67.57978723] ; [29.57978723 37.42021277],0
b5,1,0.004034,8.268329,[87 37] ; [34 35],[77.74093264 46.25906736] ; [43.25906736 25.74093264],0
p9,1,0.004359,8.127671,[78 41] ; [29 37],[68.82702703 50.17297297] ; [38.17297297 27.82702703],0
u1,1,0.010372,6.569927,[ 24 100] ; [ 4 65],[ 17.98963731 106.01036269] ; [10.01036269 58.98963731],0
p3,1,0.011238,6.427222,[50 73] ; [15 52],[42.07894737 80.92105263] ; [22.92105263 44.07894737],0
s2,1,0.012014,6.308854,[57 67] ; [19 50],[48.82901554 75.17098446] ; [27.17098446 41.82901554],0
r2,1,0.01543,5.866678,[112  10] ; [55 14],[106.67015707  15.32984293] ; [60.32984293  8.67015707],0
n2,1,0.019385,5.466422,[32 10] ; [16 16],[27.24324324 14.75675676] ; [20.75675676 11.24324324],0
s5,1,0.027919,4.833046,[34 87] ; [ 9 56],[27.97311828 93.02688172] ; [15.02688172 49.97311828],0
p5,1,0.032839,4.554167,[ 12 111] ; [ 1 65],[  8.46031746 114.53968254] ; [ 4.53968254 61.46031746],0
n1,1,0.043878,4.06125,[22 18] ; [10 22],[17.77777778 22.22222222] ; [14.22222222 17.77777778],0
a1,1,0.044557,4.035332,[  5 119] ; [ 8 61],[  8.35233161 115.64766839] ; [ 4.64766839 64.35233161],0
v2,1,0.050208,3.834489,[57 65] ; [20 43],[50.77837838 71.22162162] ; [26.22162162 36.77837838],0
p8,1,0.082171,3.021426,[43 80] ; [15 51],[37.74603175 85.25396825] ; [20.25396825 45.74603175],0
