Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,52.700782,[122 198] ; [116  42],[159.33054393 160.66945607] ; [78.66945607 79.33054393],1
p12,1,1.2e-05,19.162966,[  5 324] ; [ 16 142],[ 14.18685832 314.81314168] ; [  6.81314168 151.18685832],1
v1,1,5.3e-05,16.345345,[129 199] ; [94 66],[149.8852459 178.1147541] ; [73.1147541 86.8852459],1
b4,1,0.0166,5.738131,[186 146] ; [109  53],[198.25910931 133.74089069] ; [96.74089069 65.25910931],0
n4,1,0.018891,5.511584,[226 106] ; [126  35],[237.04665314  94.95334686] ; [114.95334686  46.04665314],0
p3,1,0.022718,5.189963,[125 205] ; [77 81],[136.59836066 193.40163934] ; [65.40163934 92.59836066],0
a7,1,0.043007,4.095123,[232  99] ; [126  34],[241.3401222  89.6598778] ; [116.6598778  43.3401222],0
v4,1,0.049417,3.861121,[302  28] ; [156   6],[307.19512195  22.80487805] ; [150.80487805  11.19512195],0
p5,1,0.05927,3.557692,[ 18 313] ; [ 16 143],[ 22.96734694 308.03265306] ; [ 11.03265306 147.96734694],0
n5,1,0.062966,3.457473,[218 111] ; [120  41],[226.94285714 102.05714286] ; [111.05714286  49.94285714],0
u1,1,0.068518,3.318177,[ 36 296] ; [ 27 135],[ 42.34008097 289.65991903] ; [ 20.65991903 141.34008097],0
p1,1,0.076275,3.142533,[ 20 310] ; [ 17 144],[ 24.86761711 305.13238289] ; [ 12.13238289 148.86761711],0
p10,1,0.08836,2.904002,[233  95] ; [123  34],[240.75876289  87.24123711] ; [115.24123711  41.75876289],0
a3,1,0.133659,2.249479,[204 126] ; [110  50],[211.46938776 118.53061224] ; [102.53061224  57.46938776],0
a2,1,0.138783,2.191401,[ 61 271] ; [ 39 123],[ 67.20647773 264.79352227] ; [ 32.79352227 129.20647773],0
p7,1,0.138815,2.191052,[172 152] ; [94 62],[179.55 144.45] ; [86.45 69.55],0
s6,1,0.140104,2.176816,[161 166] ; [88 68],[168.57763975 158.42236025] ; [80.42236025 75.57763975],0
p4,1,0.154834,2.023972,[157 173] ; [85 71],[164.32098765 165.67901235] ; [77.67901235 78.32098765],0
p8,1,0.155109,2.021271,[140 187] ; [78 79],[147.28512397 179.71487603] ; [70.71487603 86.28512397],0
