Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,33.03052,[ 20 121] ; [48 52],[ 39.78423237 101.21576763] ; [28.21576763 71.78423237],1
r3,1,1.6e-05,18.641385,[105  37] ; [97  5],[117.55737705  24.44262295] ; [84.44262295 17.55737705],1
v1,1,5.9e-05,16.128398,[ 37 104] ; [52 49],[51.8553719 89.1446281] ; [37.1446281 63.8553719],1
d4,1,0.00043,12.398928,[95 48] ; [88 14],[106.8122449  36.1877551] ; [76.1877551 25.8122449],1
r1,1,0.002035,9.517476,[82 60] ; [79 24],[93.31428571 48.68571429] ; [67.68571429 35.31428571],0
d1,1,0.002763,8.958003,[53 90] ; [58 45],[64.52439024 78.47560976] ; [46.47560976 56.52439024],0
v4,1,0.003273,8.648917,[111  31] ; [94  8],[119.30327869  22.69672131] ; [85.69672131 16.30327869],0
p11,1,0.003454,8.550544,[81 62] ; [77 26],[91.84552846 51.15447154] ; [66.15447154 36.84552846],0
p10,1,0.003733,8.409274,[72 70] ; [70 31],[82.97942387 59.02057613] ; [59.02057613 41.97942387],0
a7,1,0.004061,8.256507,[81 62] ; [76 26],[91.63673469 51.36326531] ; [65.36326531 36.63673469],0
d3,1,0.00691,7.296148,[72 70] ; [70 33],[82.30204082 59.69795918] ; [59.69795918 43.30204082],0
p2,1,0.011276,6.421272,[81 61] ; [75 28],[90.41632653 51.58367347] ; [65.58367347 37.41632653],0
d5,1,0.011355,6.40894,[91 52] ; [81 22],[99.98373984 43.01626016] ; [72.01626016 30.98373984],0
r4,1,0.014365,5.99278,[95 48] ; [83 20],[103.47154472  39.52845528] ; [74.52845528 28.47154472],0
p7,1,0.016961,5.700435,[48 92] ; [51 52],[57.03703704 82.96296296] ; [41.96296296 61.03703704],0
r2,1,0.021794,5.262163,[115  26] ; [92  8],[121.10788382  19.89211618] ; [85.89211618 14.10788382],0
a3,1,0.025128,5.015055,[84 56] ; [76 27],[92.18106996 47.81893004] ; [67.81893004 35.18106996],0
n6,1,0.027523,4.857689,[94 49] ; [81 22],[101.72764228  41.27235772] ; [73.27235772 29.72764228],0
p9,1,0.03027,4.693898,[84 54] ; [75 26],[91.80753138 46.19246862] ; [67.19246862 33.80753138],0
p3,1,0.031214,4.641144,[ 24 118] ; [29 73],[ 30.8442623 111.1557377] ; [22.1557377 79.8442623],0
n1,1,0.044904,4.022259,[24 34] ; [ 6 24],[19.77272727 38.22727273] ; [10.22727273 19.77272727],0
a6,1,0.064941,3.406483,[85 58] ; [73 30],[91.84552846 51.15447154] ; [66.15447154 36.84552846],0
a1,1,0.110396,2.548538,[ 11 132] ; [  3 100],[  8.13821138 134.86178862] ; [ 5.86178862 97.13821138],0
n5,1,0.156973,2.00315,[90 53] ; [55 47],[84.63265306 58.36734694] ; [60.36734694 41.63265306],0
a5,1,0.168712,1.894354,[82 61] ; [68 35],[87.19512195 55.80487805] ; [62.80487805 40.19512195],0
s8,1,0.171544,1.869397,[ 23 118] ; [24 79],[ 27.15983607 113.84016393] ; [19.84016393 83.15983607],0
a4,1,0.178491,1.810142,[47 94] ; [43 60],[52.00819672 88.99180328] ; [37.99180328 65.00819672],0
s6,1,0.325562,0.966472,[45 95] ; [39 63],[48.59504132 91.40495868] ; [35.40495868 66.59504132],0
p8,1,0.380865,0.767908,[ 39 103] ; [33 68],[42.07407407 99.92592593] ; [29.92592593 71.07407407],0
u4,1,0.381069,0.767249,[  1 142] ; [  2 101],[  1.74390244 141.25609756] ; [  1.25609756 101.74390244],0
n3,1,0.393446,0.728266,[36 20] ; [22  8],[37.76744186 18.23255814] ; [20.23255814  9.76744186],0
p6,1,0.424124,0.638858,[ 15 125] ; [14 85],[ 16.9874477 123.0125523] ; [12.0125523 86.9874477],0
u2,1,0.424435,0.638003,[24 35] ; [13 13],[25.68235294 33.31764706] ; [11.31764706 14.68235294],0
