Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.915294,[24  4] ; [ 1 13],[16.66666667 11.33333333] ; [8.33333333 5.66666667],1
p11,1,1.1e-05,19.339286,[25  3] ; [ 3 11],[18.66666667  9.33333333] ; [9.33333333 4.66666667],1
r3,1,0.001607,9.951227,[24  3] ; [6 8],[19.75609756  7.24390244] ; [10.24390244  3.75609756],0
a5,1,0.002224,9.354545,[18 10] ; [ 2 12],[13.33333333 14.66666667] ; [6.66666667 7.33333333],0
p2,1,0.009427,6.740053,[23  5] ; [6 8],[19.33333333  8.66666667] ; [9.66666667 4.33333333],0
s8,1,0.018268,5.570292,[12 16] ; [ 1 13],[ 8.66666667 19.33333333] ; [4.33333333 9.66666667],0
v1,1,0.018268,5.570292,[12 16] ; [ 1 13],[ 8.66666667 19.33333333] ; [4.33333333 9.66666667],0
d4,1,0.020638,5.357143,[22  6] ; [6 8],[18.66666667  9.33333333] ; [9.33333333 4.66666667],0
a3,1,0.024861,5.033549,[17 11] ; [ 3 10],[13.65853659 14.34146341] ; [6.34146341 6.65853659],0
p4,1,0.028914,4.772727,[18 10] ; [ 4 10],[14.66666667 13.33333333] ; [7.33333333 6.66666667],0
n5,1,0.040424,4.2,[24  4] ; [8 6],[21.33333333  6.66666667] ; [10.66666667  3.33333333],0
a7,1,0.047221,3.9375,[15 13] ; [ 3 11],[12. 16.] ; [6. 8.],0
p8,1,0.064078,3.428571,[12 16] ; [ 2 12],[ 9.33333333 18.66666667] ; [4.66666667 9.33333333],0
n6,1,0.09533,2.781979,[22  5] ; [8 6],[19.75609756  7.24390244] ; [10.24390244  3.75609756],0
s5,1,0.110612,2.545455,[ 8 20] ; [ 1 13],[ 6. 22.] ; [ 3. 11.],0
b4,1,0.115776,2.473558,[15 13] ; [11  3],[17.33333333 10.66666667] ; [8.66666667 5.33333333],0
d3,1,0.115776,2.473558,[13 15] ; [ 3 11],[10.66666667 17.33333333] ; [5.33333333 8.66666667],0
r4,1,0.147299,2.1,[10 18] ; [ 2 12],[ 8. 20.] ; [ 4. 10.],0
p7,1,0.19043,1.714286,[16 12] ; [5 9],[14. 14.] ; [7. 7.],0
s7,1,0.203327,1.618313,[10 17] ; [ 2 10],[ 8.30769231 18.69230769] ; [3.69230769 8.30769231],0
v3,1,0.214679,1.539589,[ 9 19] ; [ 2 12],[ 7.33333333 20.66666667] ; [ 3.66666667 10.33333333],0
d1,1,0.214679,1.539589,[ 9 19] ; [ 2 12],[ 7.33333333 20.66666667] ; [ 3.66666667 10.33333333],0
p5,1,0.241567,1.371429,[ 6 22] ; [ 1 13],[ 4.66666667 23.33333333] ; [ 2.33333333 11.66666667],0
a6,1,0.26638,1.235294,[13 15] ; [ 4 10],[11.33333333 16.66666667] ; [5.66666667 8.33333333],0
s6,1,0.273047,1.201373,[17 11] ; [6 8],[15.33333333 12.66666667] ; [7.66666667 6.33333333],0
b1,1,0.274689,1.193182,[13 15] ; [9 5],[14.66666667 13.33333333] ; [7.33333333 6.66666667],0
a4,1,0.305507,1.05,[ 8 20] ; [ 2 12],[ 6.66666667 21.33333333] ; [ 3.33333333 10.66666667],0
p3,1,0.368803,0.807692,[12 16] ; [ 4 10],[10.66666667 17.33333333] ; [5.33333333 8.66666667],0
a1,1,0.457244,0.552632,[ 2 26] ; [ 2 12],[ 2.66666667 25.33333333] ; [ 1.33333333 12.66666667],0
p6,1,0.48883,0.4791,[ 7 21] ; [ 2 11],[ 6.14634146 21.85365854] ; [ 2.85365854 10.14634146],0
r1,1,0.494525,0.466667,[ 9 19] ; [6 8],[10. 18.] ; [5. 9.],0
d5,1,0.494525,0.466667,[19  9] ; [8 6],[18. 10.] ; [9. 5.],0
n1,1,0.505985,0.442361,[4 5] ; [1 3],[3.46153846 5.53846154] ; [1.53846154 2.46153846],0
n3,1,0.568618,0.325,[6 3] ; [2 2],[5.53846154 3.46153846] ; [2.46153846 1.53846154],0
b2,1,0.592097,0.287081,[ 7 12] ; [3 8],[ 6.33333333 12.66666667] ; [3.66666667 7.33333333],0
b3,1,0.592097,0.287081,[ 7 12] ; [3 8],[ 6.33333333 12.66666667] ; [3.66666667 7.33333333],0
s4,1,0.608408,0.2625,[ 6 22] ; [ 4 10],[ 6.66666667 21.33333333] ; [ 3.33333333 10.66666667],0
d2,1,0.643429,0.214286,[10 18] ; [ 4 10],[ 9.33333333 18.66666667] ; [4.66666667 9.33333333],0
u3,1,0.647141,0.209524,[4 7] ; [3 8],[3.5 7.5] ; [3.5 7.5],0
v4,1,0.661076,0.19222,[16 12] ; [7 7],[15.33333333 12.66666667] ; [7.66666667 6.33333333],0
v2,1,0.662161,0.190909,[14 14] ; [6 8],[13.33333333 14.66666667] ; [6.66666667 7.33333333],0
s3,1,0.691345,0.157633,[ 9 19] ; [5 8],[ 9.56097561 18.43902439] ; [4.43902439 8.56097561],0
p12,1,0.710119,0.138158,[ 3 25] ; [ 1 13],[ 2.66666667 25.33333333] ; [ 1.33333333 12.66666667],0
p1,1,0.710119,0.138158,[ 3 25] ; [ 1 13],[ 2.66666667 25.33333333] ; [ 1.33333333 12.66666667],0
s1,1,0.710119,0.138158,[ 3 25] ; [ 1 13],[ 2.66666667 25.33333333] ; [ 1.33333333 12.66666667],0
a8,1,0.767957,0.087054,[ 5 21] ; [ 2 11],[ 4.66666667 21.33333333] ; [ 2.33333333 10.66666667],0
s2,1,0.813421,0.055703,[ 9 19] ; [ 4 10],[ 8.66666667 19.33333333] ; [4.33333333 9.66666667],0
b5,1,0.826483,0.048055,[15 13] ; [8 6],[15.33333333 12.66666667] ; [7.66666667 6.33333333],0
n2,1,0.852876,0.034392,[5 4] ; [2 2],[4.84615385 4.15384615] ; [2.15384615 1.84615385],0
u2,1,1.0,0.0,[6 5] ; [6 5],[6. 5.] ; [6. 5.],0
