Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.00233,9.2694,[ 5 52] ; [2 1],[ 6.65 50.35] ; [0.35 2.65],0
p5,1,0.005219,7.80208,[ 3 56] ; [2 3],[ 4.609375 54.390625] ; [0.390625 4.609375],0
b2,1,0.00666,7.362374,[ 7 21] ; [5 1],[ 9.88235294 18.11764706] ; [2.11764706 3.88235294],0
b3,1,0.00666,7.362374,[ 7 21] ; [5 1],[ 9.88235294 18.11764706] ; [2.11764706 3.88235294],0
a2,1,0.094541,2.795294,[12 48] ; [3 3],[13.63636364 46.36363636] ; [1.36363636 4.63636364],0
a1,1,0.094977,2.787931,[ 6 54] ; [2 4],[ 7.27272727 52.72727273] ; [0.72727273 5.27272727],0
p8,1,0.105588,2.619048,[20 40] ; [4 2],[21.81818182 38.18181818] ; [2.18181818 3.81818182],0
s8,1,0.118792,2.43318,[30 30] ; [5 1],[31.81818182 28.18181818] ; [3.18181818 2.81818182],0
d1,1,0.118792,2.43318,[30 30] ; [5 1],[31.81818182 28.18181818] ; [3.18181818 2.81818182],0
p4,1,0.180601,1.792669,[33 27] ; [5 1],[34.54545455 25.45454545] ; [3.45454545 2.54545455],0
u1,1,0.192662,1.697143,[ 8 52] ; [2 4],[ 9.09090909 50.90909091] ; [0.90909091 5.09090909],0
p7,1,0.220744,1.499529,[34 25] ; [5 1],[35.4 23.6] ; [3.6 2.4],0
d2,1,0.23211,1.427885,[35 25] ; [5 1],[36.36363636 23.63636364] ; [3.63636364 2.36363636],0
s3,1,0.23211,1.427885,[35 25] ; [5 1],[36.36363636 23.63636364] ; [3.63636364 2.36363636],0
p12,1,0.253478,1.304032,[ 3 57] ; [1 5],[ 3.63636364 56.36363636] ; [0.36363636 5.63636364],0
a4,1,0.310625,1.028018,[27 33] ; [4 2],[28.18181818 31.81818182] ; [2.81818182 3.18181818],0
s7,1,0.310755,1.027462,[35 21] ; [5 1],[36.12903226 19.87096774] ; [3.87096774 2.12903226],0
n4,1,0.363722,0.825,[39 21] ; [5 1],[40. 20.] ; [4. 2.],0
p3,1,0.369896,0.804015,[28 31] ; [4 2],[29.04615385 29.95384615] ; [2.95384615 3.04615385],0
s5,1,0.461364,0.542584,[28 29] ; [2 4],[27.14285714 29.85714286] ; [2.85714286 3.14285714],0
a6,1,0.482717,0.492719,[31 29] ; [4 2],[31.81818182 28.18181818] ; [3.18181818 2.81818182],0
p6,1,0.634775,0.225641,[24 36] ; [3 3],[24.54545455 35.45454545] ; [2.45454545 3.54545455],0
b5,1,0.636531,0.223308,[34 26] ; [4 2],[34.54545455 25.45454545] ; [3.45454545 2.54545455],0
b4,1,0.636531,0.223308,[34 26] ; [4 2],[34.54545455 25.45454545] ; [3.45454545 2.54545455],0
d5,1,0.695672,0.153013,[45 14] ; [5 1],[45.38461538 13.61538462] ; [4.61538462 1.38461538],0
r1,1,0.710238,0.138039,[46 14] ; [5 1],[46.36363636 13.63636364] ; [4.63636364 1.36363636],0
s2,1,0.871436,0.02619,[38 22] ; [4 2],[38.18181818 21.81818182] ; [3.81818182 2.18181818],0
a7,1,0.977771,0.000776,[39 20] ; [4 2],[39.03076923 19.96923077] ; [3.96923077 2.03076923],0
