Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,88.913964,[12 37] ; [260  44],[37.75637394 11.24362606] ; [234.24362606  69.75637394],1
r2,1,0.0,51.182485,[28 19] ; [285  18],[42.03142857  4.96857143] ; [270.96857143  32.03142857],1
r3,1,0.0,41.396331,[28 20] ; [278  25],[41.84615385  6.15384615] ; [264.15384615  38.84615385],1
p9,1,0.0,26.505596,[18 28] ; [226  71],[32.72303207 13.27696793] ; [211.27696793  85.72303207],1
r1,1,0.0,26.179679,[19 30] ; [227  76],[34.24431818 14.75568182] ; [211.75568182  91.24431818],1
p2,1,1e-06,24.835728,[16 33] ; [211  93],[31.50991501 17.49008499] ; [195.49008499 108.50991501],1
n6,1,1e-06,24.542666,[22 26] ; [241  63],[35.86363636 12.13636364] ; [227.13636364  76.86363636],1
p10,1,1e-06,23.907459,[15 32] ; [207  94],[29.98275862 17.01724138] ; [192.01724138 108.98275862],1
u3,1,3e-06,21.625714,[ 2 19] ; [68 37],[11.66666667  9.33333333] ; [58.33333333 46.66666667],1
s6,1,3.8e-05,16.978262,[13 36] ; [174 125],[26.33045977 22.66954023] ; [160.66954023 138.33045977],1
p11,1,0.000177,14.059387,[20 29] ; [208  96],[31.64872521 17.35127479] ; [196.35127479 107.64872521],1
b5,1,0.000299,13.075915,[19 30] ; [200 104],[30.39943343 18.60056657] ; [188.60056657 115.39943343],1
a6,1,0.000609,11.749106,[21 28] ; [207  97],[31.64872521 17.35127479] ; [196.35127479 107.64872521],1
s8,1,0.000673,11.563327,[ 5 44] ; [104 198],[15.21652422 33.78347578] ; [ 93.78347578 208.21652422],1
a1,1,0.000849,11.131268,[ 7 42] ; [ 10 294],[ 2.35977337 46.64022663] ; [ 14.64022663 289.35977337],1
p4,1,0.000889,11.045601,[ 8 41] ; [125 179],[18.46175637 30.53824363] ; [114.53824363 189.46175637],1
u2,1,0.001631,9.92487,[ 4 17] ; [59 45],[10.584 10.416] ; [52.416 51.584],0
a7,1,0.005438,7.72784,[25 24] ; [215  88],[33.40909091 15.59090909] ; [206.59090909  96.40909091],0
a5,1,0.006703,7.350865,[24 25] ; [209  95],[32.3427762 16.6572238] ; [200.6572238 103.3427762],0
s2,1,0.006736,7.342023,[11 37] ; [130 168],[19.56069364 28.43930636] ; [121.43930636 176.56069364],0
p3,1,0.010548,6.539898,[ 6 43] ; [ 90 212],[13.4017094 35.5982906] ; [ 82.5982906 219.4017094],0
v1,1,0.016214,5.77948,[12 36] ; [128 167],[19.59183673 28.40816327] ; [120.40816327 174.59183673],0
d3,1,0.018915,5.509377,[23 26] ; [196 108],[30.39943343 18.60056657] ; [188.60056657 115.39943343],0
n2,1,0.019852,5.424842,[10 12] ; [72 29],[14.66666667  7.33333333] ; [67.33333333 33.66666667],0
s3,1,0.02455,5.055356,[14 33] ; [142 158],[21.129683 25.870317] ; [134.870317 165.129683],0
n3,1,0.032051,4.595787,[ 9 12] ; [67 32],[13.3  7.7] ; [62.7 36.3],0
s7,1,0.03499,4.445676,[ 9 35] ; [106 183],[15.1951952 28.8048048] ; [ 99.8048048 189.1951952],0
d5,1,0.045335,4.006136,[31 18] ; [233  71],[36.64589235 12.35410765] ; [227.35410765  76.64589235],0
p1,1,0.060726,3.517452,[ 7 42] ; [ 20 283],[ 3.75852273 45.24147727] ; [ 23.24147727 279.75852273],0
d4,1,0.06484,3.409047,[33 16] ; [240  63],[38.00284091 10.99715909] ; [234.99715909  68.00284091],0
b1,1,0.070886,3.262378,[24 25] ; [108 196],[18.32294618 30.67705382] ; [113.67705382 190.32294618],0
p6,1,0.085463,2.957822,[ 3 45] ; [ 47 254],[ 6.87679083 41.12320917] ; [ 43.12320917 257.87679083],0
p8,1,0.089028,2.891853,[ 6 42] ; [ 71 232],[10.52991453 37.47008547] ; [ 66.47008547 236.52991453],0
u1,1,0.09052,2.865104,[ 3 46] ; [ 46 258],[ 6.80169972 42.19830028] ; [ 42.19830028 261.80169972],0
a4,1,0.122994,2.378779,[16 32] ; [137 166],[20.92307692 27.07692308] ; [132.07692308 170.92307692],0
v2,1,0.141007,2.166933,[18 30] ; [141 147],[22.71428571 25.28571429] ; [136.28571429 151.71428571],0
