Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000198,13.854204,[31 73] ; [27 16],[41.03401361 62.96598639] ; [16.96598639 26.03401361],1
r3,1,0.00028,13.20143,[101   2] ; [35  8],[95.94520548  7.05479452] ; [40.05479452  2.94520548],1
p10,1,0.002994,8.811305,[86 18] ; [25 17],[79.06849315 24.93150685] ; [31.93150685 10.06849315],0
d4,1,0.004679,7.999408,[90 13] ; [29 14],[83.95205479 19.04794521] ; [35.04794521  7.95205479],0
d1,1,0.005039,7.865237,[65 39] ; [16 27],[57.30612245 46.69387755] ; [23.69387755 19.30612245],0
p2,1,0.005219,7.802087,[79 25] ; [22 20],[71.94520548 32.05479452] ; [29.05479452 12.94520548],0
p9,1,0.005348,7.757795,[84 19] ; [25 17],[77.42758621 25.57241379] ; [31.57241379 10.42758621],0
a7,1,0.011618,6.368321,[79 24] ; [24 19],[72.66438356 30.33561644] ; [30.33561644 12.66438356],0
d5,1,0.01458,5.966523,[92 12] ; [31 12],[87.02040816 16.97959184] ; [35.97959184  7.02040816],0
p11,1,0.030711,4.66907,[79 25] ; [25 18],[73.57823129 30.42176871] ; [30.42176871 12.57823129],0
p1,1,0.033516,4.519228,[  3 101] ; [ 5 38],[ 5.65986395 98.34013605] ; [ 2.34013605 40.65986395],0
n1,1,0.035297,4.430769,[ 6 20] ; [6 4],[ 8.66666667 17.33333333] ; [3.33333333 6.66666667],0
b4,1,0.050326,3.830555,[71 33] ; [22 21],[65.79591837 38.20408163] ; [27.20408163 15.79591837],0
d3,1,0.072682,3.221377,[74 30] ; [24 19],[69.33333333 34.66666667] ; [28.66666667 14.33333333],0
p6,1,0.0954,2.780801,[25 78] ; [ 5 37],[21.31034483 81.68965517] ; [ 8.68965517 33.31034483],0
v1,1,0.103376,2.652679,[63 38] ; [20 22],[58.62237762 42.37762238] ; [24.37762238 17.62237762],0
r1,1,0.109077,2.567536,[87 17] ; [31 12],[83.4829932 20.5170068] ; [34.5170068  8.4829932],0
b5,1,0.120025,2.417,[72 32] ; [24 19],[67.91836735 36.08163265] ; [28.08163265 14.91836735],0
p7,1,0.130193,2.290202,[49 53] ; [14 27],[44.93706294 57.06293706] ; [18.06293706 22.93706294],0
a2,1,0.131658,2.272844,[32 72] ; [ 8 35],[28.29931973 75.70068027] ; [11.70068027 31.29931973],0
