Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.005295,7.775934,[10 15] ; [19  5],[14.79591837 10.20408163] ; [14.20408163  9.79591837],0
s2,1,0.03051,4.680348,[13 12] ; [ 5 18],[ 9.375 15.625] ; [ 8.625 14.375],0
a6,1,0.03182,4.608178,[ 9 16] ; [16  8],[12.75510204 12.24489796] ; [12.24489796 11.75510204],0
d5,1,0.037959,4.306876,[14 11] ; [20  4],[17.34693878  7.65306122] ; [16.65306122  7.34693878],0
n5,1,0.045249,4.009342,[18  7] ; [10 13],[14.58333333 10.41666667] ; [13.41666667  9.58333333],0
a2,1,0.107511,2.590427,[ 2 23] ; [ 6 18],[ 4.08163265 20.91836735] ; [ 3.91836735 20.08163265],0
d1,1,0.117017,2.456806,[ 8 17] ; [13 11],[10.71428571 14.28571429] ; [10.28571429 13.71428571],0
u2,1,0.134802,2.23631,[3 5] ; [4 1],[4.30769231 3.69230769] ; [2.69230769 2.30769231],0
s4,1,0.171329,1.87128,[ 4 21] ; [ 1 23],[ 2.55102041 22.44897959] ; [ 2.44897959 21.55102041],0
b1,1,0.187406,1.737891,[19  6] ; [14 10],[16.83673469  8.16326531] ; [16.16326531  7.83673469],0
v3,1,0.187406,1.737891,[ 6 19] ; [10 14],[ 8.16326531 16.83673469] ; [ 7.83673469 16.16326531],0
n1,1,0.188274,1.731069,[7 6] ; [3 8],[5.41666667 7.58333333] ; [4.58333333 6.41666667],0
d4,1,0.212132,1.556817,[17  8] ; [20  4],[18.87755102  6.12244898] ; [18.12244898  5.87755102],0
u1,1,0.277339,1.180083,[ 1 24] ; [ 3 21],[ 2.04081633 22.95918367] ; [ 1.95918367 22.04081633],0
u3,1,0.280087,1.166667,[5 3] ; [2 4],[4. 4.] ; [3. 3.],0
a5,1,0.296385,1.090391,[13 12] ; [16  8],[14.79591837 10.20408163] ; [14.20408163  9.79591837],0
v4,1,0.305885,1.048359,[14 10] ; [16  6],[15.65217391  8.34782609] ; [14.34782609  7.65217391],0
s3,1,0.314267,1.012658,[12 13] ; [ 7 14],[10.32608696 14.67391304] ; [ 8.67391304 12.32608696],0
b5,1,0.320552,0.986692,[15 10] ; [11 13],[13.26530612 11.73469388] ; [12.73469388 11.26530612],0
a4,1,0.322199,0.98,[ 9 16] ; [12 12],[10.71428571 14.28571429] ; [10.28571429 13.71428571],0
b3,1,0.331171,0.944312,[ 5 13] ; [5 6],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
b2,1,0.331171,0.944312,[ 5 13] ; [5 6],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
v2,1,0.382733,0.761905,[12 12] ; [15  9],[13.5 10.5] ; [13.5 10.5],0
p5,1,0.382733,0.761905,[ 2 22] ; [ 4 20],[ 3. 21.] ; [ 3. 21.],0
s5,1,0.389981,0.739002,[ 4 21] ; [ 6 17],[ 5.20833333 19.79166667] ; [ 4.79166667 18.20833333],0
s7,1,0.419981,0.650368,[10 13] ; [ 7 15],[ 8.68888889 14.31111111] ; [ 8.31111111 13.68888889],0
p9,1,0.424198,0.638655,[17  8] ; [18  5],[18.22916667  6.77083333] ; [16.77083333  6.22916667],0
