Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,65.425879,[87 14] ; [38 81],[57.38636364 43.61363636] ; [67.61363636 51.38636364],1
s6,1,0.0,39.100775,[83 15] ; [51 67],[60.7962963 37.2037037] ; [73.2037037 44.7962963],1
s7,1,0.0,29.268931,[54 39] ; [25 91],[35.15311005 57.84688995] ; [43.84688995 72.15311005],1
s8,1,0.0,27.385861,[53 48] ; [23 98],[34.57657658 66.42342342] ; [41.42342342 79.57657658],1
s5,1,8.7e-05,15.401156,[37 60] ; [17 99],[24.5915493 72.4084507] ; [29.4084507 86.5915493],1
s4,1,0.000104,15.054356,[28 71] ; [ 10 110],[17.17808219 81.82191781] ; [20.82191781 99.17808219],1
p10,1,0.0063,7.462313,[79 18] ; [77 42],[70.05555556 26.94444444] ; [85.94444444 33.05555556],0
n5,1,0.010365,6.571127,[76 24] ; [71 48],[67.12328767 32.87671233] ; [79.87671233 39.12328767],0
p1,1,0.019707,5.437703,[14 86] ; [  6 115],[ 9.04977376 90.95022624] ; [ 10.95022624 110.04977376],0
v4,1,0.020372,5.379739,[100   1] ; [111   9],[96.42986425  4.57013575] ; [114.57013575   5.42986425],0
b1,1,0.023295,5.146403,[44 57] ; [35 86],[35.94144144 65.05855856] ; [43.05855856 77.94144144],0
d4,1,0.030922,4.657309,[79 22] ; [78 42],[71.75113122 29.24886878] ; [85.24886878 34.75113122],0
p5,1,0.036905,4.354779,[15 83] ; [  8 113],[10.29223744 87.70776256] ; [ 12.70776256 108.29223744],0
a6,1,0.05366,3.723236,[47 54] ; [72 49],[54.13963964 46.86036036] ; [64.86036036 56.13963964],0
r1,1,0.082509,3.014773,[81 20] ; [84 36],[75.40723982 25.59276018] ; [89.59276018 30.40723982],0
p7,1,0.096155,2.768194,[63 32] ; [65 53],[57.08920188 37.91079812] ; [70.91079812 47.08920188],0
p9,1,0.105955,2.613547,[79 16] ; [88 31],[74.13551402 20.86448598] ; [92.86448598 26.13551402],0
d5,1,0.174497,1.84388,[73 27] ; [78 43],[68.32579186 31.67420814] ; [82.67420814 38.32579186],0
s1,1,0.181114,1.788461,[ 6 92] ; [  3 117],[ 4.04587156 93.95412844] ; [  4.95412844 115.04587156],0
p4,1,0.203648,1.616014,[54 46] ; [54 65],[49.31506849 50.68493151] ; [58.68493151 60.31506849],0
p12,1,0.207567,1.588318,[ 7 92] ; [  4 116],[ 4.97260274 94.02739726] ; [  6.02739726 113.97260274],0
p11,1,0.209492,1.574936,[71 30] ; [94 27],[75.06756757 25.93243243] ; [89.93243243 31.06756757],0
d3,1,0.251437,1.315302,[63 37] ; [67 54],[58.82352941 41.17647059] ; [71.17647059 49.82352941],0
r3,1,0.255682,1.29199,[98  1] ; [117   4],[96.75  2.25] ; [118.25   2.75],0
v1,1,0.272847,1.202379,[48 50] ; [49 69],[44.00925926 53.99074074] ; [52.99074074 65.00925926],0
p6,1,0.297167,1.086866,[37 60] ; [37 81],[33.38604651 63.61395349] ; [40.61395349 77.38604651],0
n4,1,0.302757,1.062011,[69 32] ; [74 46],[65.35294118 35.64705882] ; [77.64705882 42.35294118],0
u3,1,0.312596,1.019675,[35 18] ; [37 28],[32.33898305 20.66101695] ; [39.66101695 25.33898305],0
n1,1,0.315373,1.008037,[10  9] ; [11 18],[ 8.3125 10.6875] ; [12.6875 16.3125],0
u2,1,0.317052,1.00107,[32 20] ; [34 31],[29.33333333 22.66666667] ; [36.66666667 28.33333333],0
n6,1,0.317325,0.999941,[83 16] ; [95 26],[80.1 18.9] ; [97.9 23.1],0
p2,1,0.323659,0.974105,[80 20] ; [90 31],[76.92307692 23.07692308] ; [93.07692308 27.92307692],0
u1,1,0.325246,0.967735,[ 5 96] ; [  3 118],[ 3.63963964 97.36036036] ; [  4.36036036 116.63963964],0
p8,1,0.375792,0.784423,[48 51] ; [51 69],[44.75342466 54.24657534] ; [54.24657534 65.75342466],0
n2,1,0.404207,0.695774,[15  4] ; [19  9],[13.74468085  5.25531915] ; [20.25531915  7.74468085],0
d1,1,0.412086,0.672774,[37 64] ; [38 83],[34.12162162 66.87837838] ; [40.87837838 80.12162162],0
a1,1,0.510043,0.433979,[ 3 98] ; [  2 119],[ 2.27477477 98.72522523] ; [  2.72522523 118.27477477],0
