Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,104.510903,[235 131] ; [ 4 87],[191.40919037 174.59080963] ; [47.59080963 43.40919037],1
d3,1,0.0,90.716888,[281  85] ; [21 68],[242.92747253 123.07252747] ; [59.07252747 29.92747253],1
d5,1,0.0,50.441034,[310  56] ; [45 45],[284.93421053  81.06578947] ; [70.06578947 19.93421053],1
a3,1,2e-06,23.07518,[270  95] ; [43 47],[251.08791209 113.91208791] ; [61.91208791 28.08791209],1
a5,1,1.6e-05,18.664203,[277  89] ; [48 43],[260.28446389 105.71553611] ; [64.71553611 26.28446389],1
r1,1,2e-05,18.207051,[289  76] ; [51 38],[273.34801762  91.65198238] ; [66.65198238 22.34801762],1
d2,1,5.1e-05,16.407246,[174 191] ; [22 69],[156.88596491 208.11403509] ; [39.11403509 51.88596491],1
a4,1,0.000483,12.179872,[172 194] ; [24 66],[157.31578947 208.68421053] ; [38.68421053 51.31578947],1
s5,1,0.001549,10.01977,[130 220] ; [17 71],[117.46575342 232.53424658] ; [29.53424658 58.46575342],0
u1,1,0.001688,9.86071,[ 64 302] ; [ 4 87],[ 54.4595186 311.5404814] ; [13.5404814 77.4595186],0
a2,1,0.004201,8.194856,[ 86 280] ; [ 9 82],[ 76.08315098 289.91684902] ; [18.91684902 72.08315098],0
a7,1,0.012704,6.209867,[272  94] ; [55 35],[262.46052632 103.53947368] ; [64.53947368 25.46052632],0
r2,1,0.015337,5.877352,[337  21] ; [78 12],[331.62946429  26.37053571] ; [83.37053571  6.62946429],0
r4,1,0.01825,5.572014,[324  42] ; [72 19],[317.14660832  48.85339168] ; [78.85339168 12.14660832],0
b2,1,0.023385,5.139693,[ 83 133] ; [11 40],[ 76.04494382 139.95505618] ; [17.95505618 33.04494382],0
b3,1,0.023385,5.139693,[ 83 133] ; [11 40],[ 76.04494382 139.95505618] ; [17.95505618 33.04494382],0
s2,1,0.031977,4.599729,[188 177] ; [35 55],[178.89010989 186.10989011] ; [44.10989011 45.89010989],0
u3,1,0.053834,3.717844,[59 35] ; [22 26],[53.61971831 40.38028169] ; [27.38028169 20.61971831],0
p6,1,0.058414,3.581844,[139 222] ; [25 65],[131.27272727 229.72727273] ; [32.72727273 57.27272727],0
a6,1,0.061478,3.497057,[251 115] ; [53 38],[243.46608315 122.53391685] ; [60.53391685 30.46608315],0
n4,1,0.06805,3.329446,[274  91] ; [59 31],[267.13186813  97.86813187] ; [65.86813187 24.13186813],0
p4,1,0.0713,3.252832,[218 146] ; [45 46],[210.4 153.6] ; [52.6 38.4],0
b4,1,0.073412,3.205029,[215 151] ; [44 47],[207.42669584 158.57330416] ; [51.57330416 39.42669584],0
u2,1,0.074976,3.170579,[54 40] ; [20 28],[48.98591549 45.01408451] ; [25.01408451 22.98591549],0
s3,1,0.105573,2.619266,[207 158] ; [42 47],[200.18722467 164.81277533] ; [48.81277533 40.18722467],0
v2,1,0.117498,2.450354,[153 203] ; [29 57],[146.58823529 209.41176471] ; [35.41176471 50.58823529],0
p1,1,0.122939,2.379469,[ 20 345] ; [ 9 82],[ 23.2127193 341.7872807] ; [ 5.7872807 85.2127193],0
p12,1,0.140877,2.168351,[ 22 341] ; [ 2 89],[ 19.18942731 343.81057269] ; [ 4.81057269 86.18942731],0
n3,1,0.143991,2.13478,[59 23] ; [24  4],[61.87272727 20.12727273] ; [21.12727273  6.87272727],0
b1,1,0.162183,1.953749,[128 238] ; [39 52],[133.74617068 232.25382932] ; [33.25382932 57.74617068],0
p10,1,0.172369,1.862218,[326  38] ; [76 14],[322.30837004  41.69162996] ; [79.69162996 10.30837004],0
p3,1,0.220646,1.500168,[175 191] ; [37 54],[169.78555799 196.21444201] ; [42.21444201 48.78555799],0
s6,1,0.289546,1.121732,[249 113] ; [56 33],[244.81152993 117.18847007] ; [60.18847007 28.81152993],0
n5,1,0.299127,1.07808,[257 104] ; [69 21],[260.94456763 100.05543237] ; [65.05543237 24.94456763],0
s7,1,0.318046,0.996965,[163 190] ; [35 52],[158.85 194.15] ; [39.15 47.85],0
v4,1,0.478171,0.503033,[343  21] ; [83  7],[341.55066079  22.44933921] ; [84.44933921  5.55066079],0
n2,1,0.494337,0.467073,[63 20] ; [23  5],[64.30630631 18.69369369] ; [21.69369369  6.30630631],0
p2,1,0.502944,0.448718,[314  50] ; [76 15],[312.  52.] ; [78. 13.],0
n1,1,0.547488,0.361837,[35 48] ; [10 18],[33.64864865 49.35135135] ; [11.35135135 16.64864865],0
a1,1,0.592326,0.286726,[ 12 354] ; [ 2 89],[ 11.21225383 354.78774617] ; [ 2.78774617 88.21225383],0
p7,1,0.604875,0.267705,[219 135] ; [53 37],[216.86486486 137.13513514] ; [55.13513514 34.86486486],0
n6,1,0.624683,0.23934,[303  60] ; [74 17],[301.4339207  61.5660793] ; [75.5660793 15.4339207],0
r3,1,0.668267,0.183636,[344  20] ; [84  6],[343.15418502  20.84581498] ; [84.84581498  5.15418502],0
p11,1,0.750672,0.100967,[295  71] ; [72 19],[293.92122538  72.07877462] ; [73.07877462 17.92122538],0
s1,1,0.75213,0.09975,[ 10 354] ; [ 3 86],[ 10.44591611 353.55408389] ; [ 2.55408389 86.44591611],0
p5,1,0.810029,0.057787,[ 35 329] ; [ 8 83],[ 34.4 329.6] ; [ 8.6 82.4],0
p8,1,0.832535,0.044712,[184 179] ; [44 45],[183.10619469 179.89380531] ; [44.89380531 44.10619469],0
s4,1,0.888243,0.019748,[ 74 288] ; [19 71],[ 74.48230088 287.51769912] ; [18.51769912 71.48230088],0
b5,1,0.89427,0.017663,[232 134] ; [57 34],[231.45295405 134.54704595] ; [57.54704595 33.45295405],0
a8,1,0.930123,0.00769,[ 50 291] ; [12 72],[ 49.74588235 291.25411765] ; [12.25411765 71.74588235],0
