Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.003077,8.761253,[38 59] ; [12  3],[43.30357143 53.69642857] ; [6.69642857 8.30357143],0
d2,1,0.010379,6.568614,[37 60] ; [11  4],[41.57142857 55.42857143] ; [6.42857143 8.57142857],0
n5,1,0.031504,4.62527,[71 25] ; [7 8],[67.45945946 28.54054054] ; [10.54054054  4.45945946],0
a7,1,0.043288,4.084115,[65 32] ; [6 9],[61.49107143 35.50892857] ; [9.50892857 5.49107143],0
a6,1,0.047393,3.931371,[70 27] ; [7 8],[66.6875 30.3125] ; [10.3125  4.6875],0
v4,1,0.055252,3.674472,[86  9] ; [11  4],[83.77272727 11.22727273] ; [13.22727273  1.77272727],0
p7,1,0.059539,3.550183,[58 36] ; [13  2],[61.2293578 32.7706422] ; [9.7706422 5.2293578],0
n1,1,0.05964,3.54737,[ 9 17] ; [4 1],[10.90322581 15.09677419] ; [2.09677419 2.90322581],0
a1,1,0.073896,3.194286,[ 3 94] ; [ 2 13],[ 4.33035714 92.66964286] ; [ 0.66964286 14.33035714],0
n4,1,0.077359,3.119534,[73 24] ; [8 7],[70.15178571 26.84821429] ; [10.84821429  4.15178571],0
b1,1,0.077542,3.115673,[35 62] ; [9 6],[38.10714286 58.89285714] ; [5.89285714 9.10714286],0
d5,1,0.123356,2.37418,[65 32] ; [13  2],[67.55357143 29.44642857] ; [10.44642857  4.55357143],0
p8,1,0.133278,2.253899,[44 52] ; [10  5],[46.7027027 49.2972973] ; [7.2972973 7.7027027],0
v2,1,0.146371,2.109673,[43 49] ; [ 4 11],[40.41121495 51.58878505] ; [6.58878505 8.41121495],0
a5,1,0.151373,2.05836,[59 38] ; [12  3],[61.49107143 35.50892857] ; [9.50892857 5.49107143],0
p3,1,0.18358,1.7684,[40 56] ; [9 6],[42.37837838 53.62162162] ; [6.62162162 8.37837838],0
a3,1,0.198395,1.654152,[59 38] ; [11  3],[61.17117117 35.82882883] ; [8.82882883 5.17117117],0
s4,1,0.211508,1.561072,[ 9 88] ; [ 3 12],[10.39285714 86.60714286] ; [ 1.60714286 13.39285714],0
v1,1,0.286739,1.134868,[41 53] ; [ 4 10],[39.16666667 54.83333333] ; [5.83333333 8.16666667],0
