Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,82.861941,[230  33] ; [27 47],[200.56676558  62.43323442] ; [56.43323442 17.56676558],1
v1,1,0.001683,9.866627,[109 150] ; [16 57],[ 97.51506024 161.48493976] ; [27.48493976 45.51506024],0
s8,1,0.002257,9.327688,[113 150] ; [17 56],[101.75595238 161.24404762] ; [28.24404762 44.75595238],0
r1,1,0.00322,8.678397,[198  64] ; [43 31],[187.92261905  74.07738095] ; [53.07738095 20.92261905],0
s3,1,0.006075,7.527817,[148 114] ; [28 45],[137.64776119 124.35223881] ; [38.35223881 34.64776119],0
a5,1,0.006602,7.378195,[187  77] ; [40 34],[177.30177515  86.69822485] ; [49.69822485 24.30177515],0
d1,1,0.009357,6.753419,[145 119] ; [28 46],[135.12426036 128.87573964] ; [37.87573964 36.12426036],0
s7,1,0.01066,6.521202,[125 126] ; [24 49],[115.42901235 135.57098765] ; [33.57098765 39.42901235],0
u1,1,0.011953,6.317832,[ 45 219] ; [ 4 70],[ 38.27218935 225.72781065] ; [10.72781065 63.27218935],0
a3,1,0.015255,5.886796,[180  82] ; [39 34],[171.27761194  90.72238806] ; [47.72238806 25.27761194],0
a6,1,0.019838,5.426105,[168  96] ; [36 38],[159.33727811 104.66272189] ; [44.66272189 29.33727811],0
a2,1,0.021766,5.264433,[ 56 208] ; [ 7 67],[ 49.20710059 214.79289941] ; [13.79289941 60.20710059],0
p10,1,0.024918,5.029552,[207  54] ; [48 24],[199.86486486  61.13513514] ; [55.13513514 16.86486486],0
p4,1,0.025808,4.968806,[159 104] ; [34 40],[150.62017804 112.37982196] ; [42.37982196 31.62017804],0
d2,1,0.026251,4.939413,[123 139] ; [24 50],[114.625 147.375] ; [32.375 41.625],0
a4,1,0.045233,4.009922,[115 146] ; [23 51],[107.51641791 153.48358209] ; [30.48358209 43.51641791],0
d5,1,0.047707,3.920273,[206  57] ; [49 24],[199.59821429  63.40178571] ; [55.40178571 17.59821429],0
s6,1,0.048158,3.904478,[175  82] ; [40 32],[167.94832827  89.05167173] ; [47.05167173 24.94832827],0
b1,1,0.053572,3.72597,[115 149] ; [23 51],[107.78698225 156.21301775] ; [30.21301775 43.78698225],0
r2,1,0.062286,3.475446,[244  18] ; [63 10],[240.10149254  21.89850746] ; [66.89850746  6.10149254],0
p1,1,0.063812,3.435424,[ 30 233] ; [ 3 70],[ 25.83035714 237.16964286] ; [ 7.16964286 65.83035714],0
a7,1,0.088105,2.90866,[167  97] ; [54 19],[173.12759644  90.87240356] ; [47.87240356 25.12759644],0
p5,1,0.093235,2.817617,[ 37 223] ; [ 5 68],[ 32.79279279 227.20720721] ; [ 9.20720721 63.79279279],0
p3,1,0.123307,2.374803,[122 140] ; [27 47],[116.18452381 145.81547619] ; [32.81547619 41.18452381],0
s2,1,0.1418,2.158321,[130 133] ; [29 44],[124.45535714 138.54464286] ; [34.54464286 38.45535714],0
n1,1,0.156827,2.004563,[31 35] ; [ 8 18],[27.97826087 38.02173913] ; [11.02173913 14.97826087],0
p12,1,0.180897,1.790243,[ 18 244] ; [ 2 72],[ 15.5952381 246.4047619] ; [ 4.4047619 69.5952381],0
p8,1,0.208217,1.583778,[135 127] ; [32 42],[130.2202381 131.7797619] ; [36.7797619 37.2202381],0
r4,1,0.22291,1.485539,[232  32] ; [61 13],[228.85207101  35.14792899] ; [64.14792899  9.85207101],0
p9,1,0.224394,1.476048,[211  48] ; [54 18],[207.35649547  51.64350453] ; [57.64350453 14.35649547],0
b3,1,0.232543,1.425238,[63 97] ; [12 29],[ 59.70149254 100.29850746] ; [15.29850746 25.70149254],0
b2,1,0.232543,1.425238,[63 97] ; [12 29],[ 59.70149254 100.29850746] ; [15.29850746 25.70149254],0
p6,1,0.242284,1.367255,[ 95 168] ; [21 52],[ 90.79761905 172.20238095] ; [25.20238095 47.79761905],0
p11,1,0.271938,1.206946,[202  62] ; [52 22],[198.39053254  65.60946746] ; [55.60946746 18.39053254],0
n3,1,0.273844,1.197388,[43 23] ; [20  6],[45.19565217 20.80434783] ; [17.80434783  8.19565217],0
v3,1,0.28355,1.149996,[ 54 207] ; [11 62],[ 50.79341317 210.20658683] ; [14.20658683 58.79341317],0
v4,1,0.350641,0.871137,[250  14] ; [67  6],[248.33234421  15.66765579] ; [68.66765579  4.33234421],0
p2,1,0.375639,0.784925,[214  49] ; [56 17],[211.33928571  51.66071429] ; [58.66071429 14.33928571],0
s1,1,0.399853,0.708768,[ 13 247] ; [ 2 72],[ 11.67664671 248.32335329] ; [ 3.32335329 70.67664671],0
n2,1,0.434998,0.609441,[50 18] ; [17  9],[48.46808511 19.53191489] ; [18.53191489  7.46808511],0
b4,1,0.452083,0.565424,[144 120] ; [44 30],[146.84023669 117.15976331] ; [41.15976331 32.84023669],0
a8,1,0.558185,0.342857,[ 31 212] ; [ 7 62],[ 29.59615385 213.40384615] ; [ 8.40384615 60.59615385],0
s4,1,0.653909,0.201008,[ 55 203] ; [14 60],[ 53.62048193 204.37951807] ; [15.37951807 58.62048193],0
a1,1,0.660928,0.192398,[  8 256] ; [ 3 71],[  8.59171598 255.40828402] ; [ 2.40828402 71.59171598],0
d3,1,0.680228,0.16987,[163 101] ; [47 26],[164.51038576  99.48961424] ; [45.48961424 27.51038576],0
u2,1,0.684354,0.165266,[41 43] ; [18 16],[42. 42.] ; [17. 17.],0
d4,1,0.813013,0.055951,[199  64] ; [55 19],[198.22551929  64.77448071] ; [55.77448071 18.22551929],0
r3,1,0.856073,0.032897,[239  23] ; [68  6],[239.38690476  22.61309524] ; [67.61309524  6.38690476],0
s5,1,0.88961,0.019265,[ 84 172] ; [23 49],[ 83.51219512 172.48780488] ; [23.48780488 48.51219512],0
b5,1,0.951907,0.003638,[158 106] ; [44 30],[157.77514793 106.22485207] ; [44.22485207 29.77514793],0
u3,1,0.955984,0.003046,[44 40] ; [18 16],[44.13559322 39.86440678] ; [17.86440678 16.13559322],0
p7,1,0.980732,0.000583,[150 110] ; [42 31],[149.90990991 110.09009009] ; [42.09009009 30.90990991],0
