Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.003581,8.484848,[126  28] ; [2 4],[123.2  30.8] ; [4.8 1.2],0
p5,1,0.009613,6.705241,[ 19 132] ; [3 3],[ 21.15923567 129.84076433] ; [0.84076433 5.15923567],0
n4,1,0.058203,3.587868,[107  46] ; [2 4],[104.88679245  48.11320755] ; [4.11320755 1.88679245],0
d3,1,0.060773,3.516168,[68 85] ; [5 1],[70.24528302 82.75471698] ; [2.75471698 3.24528302],0
a1,1,0.089602,2.881505,[  5 149] ; [1 5],[  5.775 148.225] ; [0.225 5.775],0
b1,1,0.185546,1.752633,[61 93] ; [4 2],[62.5625 91.4375] ; [2.4375 3.5625],0
s3,1,0.190534,1.713483,[89 59] ; [2 4],[87.45454545 60.54545455] ; [3.54545455 2.45454545],0
s7,1,0.199423,1.646597,[62 82] ; [1 5],[60.48 83.52] ; [2.52 3.48],0
b5,1,0.202049,1.6275,[88 66] ; [5 1],[89.5125 64.4875] ; [3.4875 2.5125],0
p3,1,0.203628,1.61616,[65 87] ; [1 5],[63.49367089 88.50632911] ; [2.50632911 3.49367089],0
p2,1,0.233757,1.417854,[110  42] ; [3 3],[108.70886076  43.29113924] ; [4.29113924 1.70886076],0
s2,1,0.273673,1.198246,[66 84] ; [4 2],[67.30769231 82.69230769] ; [2.69230769 3.30769231],0
v3,1,0.275859,1.187377,[58 92] ; [1 5],[56.73076923 93.26923077] ; [2.26923077 3.73076923],0
n5,1,0.286679,1.135153,[107  45] ; [3 3],[105.82278481  46.17721519] ; [4.17721519 1.82278481],0
n6,1,0.324283,0.971593,[127  27] ; [4 2],[126.0875  27.9125] ; [4.9125 1.0875],0
a6,1,0.332084,0.940753,[98 55] ; [5 1],[99.11320755 53.88679245] ; [3.88679245 2.11320755],0
d1,1,0.333949,0.933522,[ 10 144] ; [1 5],[ 10.5875 143.4125] ; [0.4125 5.5875],0
a3,1,0.37027,0.802757,[79 73] ; [2 4],[77.92405063 74.07594937] ; [3.07594937 2.92405063],0
p8,1,0.405033,0.693333,[74 76] ; [4 2],[75. 75.] ; [3. 3.],0
d4,1,0.44161,0.592096,[77 75] ; [4 2],[77.92405063 74.07594937] ; [3.07594937 2.92405063],0
v2,1,0.482345,0.493557,[70 76] ; [2 4],[69.15789474 76.84210526] ; [2.84210526 3.15789474],0
v1,1,0.519158,0.415566,[71 81] ; [2 4],[70.2278481 81.7721519] ; [2.7721519 3.2278481],0
p12,1,0.545627,0.365209,[ 14 137] ; [1 5],[ 14.42675159 136.57324841] ; [0.57324841 5.42675159],0
p7,1,0.653454,0.201573,[85 63] ; [4 2],[85.53246753 62.46753247] ; [3.46753247 2.53246753],0
d2,1,0.653965,0.200938,[ 38 116] ; [1 5],[ 37.5375 116.4625] ; [1.4625 4.5375],0
b4,1,0.665542,0.186861,[89 65] ; [4 2],[89.5125 64.4875] ; [3.4875 2.5125],0
a8,1,0.666019,0.186294,[ 19 124] ; [1 4],[ 19.32432432 123.67567568] ; [0.67567568 4.32432432],0
p9,1,0.78373,0.075329,[118  32] ; [5 1],[118.26923077  31.73076923] ; [4.73076923 1.26923077],0
a5,1,0.788299,0.072103,[85 68] ; [3 3],[84.67924528 68.32075472] ; [3.32075472 2.67924528],0
u3,1,0.790671,0.070458,[42 32] ; [2 2],[41.74358974 32.25641026] ; [2.25641026 1.74358974],0
s5,1,0.838273,0.041658,[ 43 103] ; [2 4],[ 43.22368421 102.77631579] ; [1.77631579 4.22368421],0
a7,1,0.921427,0.009729,[99 54] ; [4 2],[99.11320755 53.88679245] ; [3.88679245 2.11320755],0
p4,1,0.935734,0.006502,[72 77] ; [3 3],[72.09677419 76.90322581] ; [2.90322581 3.09677419],0
p6,1,0.973029,0.001143,[51 99] ; [2 4],[50.96153846 99.03846154] ; [2.03846154 3.96153846],0
s8,1,0.991097,0.000125,[ 51 101] ; [2 4],[ 50.98734177 101.01265823] ; [2.01265823 3.98734177],0
