Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,124.240944,[ 14 112] ; [183  72],[65.1496063 60.8503937] ; [131.8503937 123.1496063],1
d5,1,0.0,105.490692,[73 53] ; [251   5],[106.86910995  19.13089005] ; [217.13089005  38.86910995],1
d4,1,0.0,99.51263,[78 48] ; [253   3],[109.17801047  16.82198953] ; [221.82198953  34.17801047],1
d3,1,0.0,68.484297,[73 53] ; [238  18],[102.58115183  23.41884817] ; [208.41884817  47.58115183],1
a2,1,0.0,50.197553,[  9 117] ; [110 147],[39.14882507 86.85117493] ; [ 79.85117493 177.14882507],1
u1,1,0.0,33.550714,[  9 117] ; [ 89 168],[32.24020888 93.75979112] ; [ 65.75979112 191.24020888],1
a4,1,0.0,29.823907,[34 92] ; [145 111],[59.04188482 66.95811518] ; [119.95811518 136.04188482],1
a5,1,1e-06,23.433697,[82 44] ; [222  35],[100.01044386  25.98955614] ; [203.98955614  53.01044386],1
a3,1,9e-06,19.778689,[77 49] ; [210  46],[94.66492147 31.33507853] ; [192.33507853  63.66492147],1
a6,1,8.1e-05,15.536595,[86 40] ; [218  37],[100.53543307  25.46456693] ; [203.46456693  51.53543307],1
s2,1,0.000293,13.112044,[47 76] ; [147 106],[63.46276596 59.53723404] ; [130.53723404 122.46276596],1
p4,1,0.002327,9.271587,[65 59] ; [174  80],[78.4021164 45.5978836] ; [160.5978836  93.4021164],0
v3,1,0.007936,7.047947,[57 68] ; [149  99],[69.03485255 55.96514745] ; [136.96514745 111.03485255],0
s8,1,0.010292,6.58368,[46 79] ; [128 124],[57.69230769 67.30769231] ; [116.30769231 135.69230769],0
s7,1,0.03755,4.32529,[53 65] ; [138 106],[62.25966851 55.74033149] ; [128.74033149 115.25966851],0
p12,1,0.046498,3.96346,[  8 116] ; [ 34 222],[ 13.70526316 110.29473684] ; [ 28.29473684 227.70526316],0
n4,1,0.073346,3.20651,[90 35] ; [206  51],[96.85863874 28.14136126] ; [199.14136126  57.85863874],0
u3,1,0.088791,2.896163,[25 24] ; [32 15],[29.09375 19.90625] ; [27.90625 19.09375],0
p10,1,0.092913,2.823157,[97 25] ; [220  35],[102.58355438  19.41644562] ; [214.41644562  40.58355438],0
b5,1,0.115893,2.471959,[74 52] ; [172  85],[80.92950392 45.07049608] ; [165.07049608  91.92950392],0
s3,1,0.125771,2.343943,[61 61] ; [146 104],[67.88709677 54.11290323] ; [139.11290323 110.88709677],0
n3,1,0.136734,2.214337,[25  5] ; [32 15],[22.20779221  7.79220779] ; [34.79220779 12.20779221],0
p8,1,0.143216,2.14306,[61 63] ; [143 107],[67.63636364 56.36363636] ; [136.36363636 113.63636364],0
b3,1,0.151052,2.061595,[20 49] ; [63 99],[24.79220779 44.20779221] ; [ 58.20779221 103.79220779],0
b2,1,0.151052,2.061595,[20 49] ; [63 99],[24.79220779 44.20779221] ; [ 58.20779221 103.79220779],0
r2,1,0.191058,1.709439,[115   8] ; [246   9],[117.46825397   5.53174603] ; [243.53174603  11.46825397],0
p2,1,0.196153,1.670792,[101  24] ; [220  36],[105.31496063  19.68503937] ; [215.68503937  40.31496063],0
v1,1,0.217351,1.521777,[73 50] ; [166  86],[78.392 44.608] ; [160.608  91.392],0
b1,1,0.227934,1.453707,[47 79] ; [ 80 177],[41.78067885 84.21932115] ; [ 85.21932115 171.78067885],0
p9,1,0.24408,1.356875,[103  20] ; [222  30],[106.6  16.4] ; [218.4  33.6],0
n2,1,0.245202,1.350436,[25  5] ; [33 13],[22.89473684  7.10526316] ; [35.10526316 10.89473684],0
r1,1,0.274535,1.193945,[105  21] ; [223  32],[108.47244094  17.52755906] ; [219.52755906  35.47244094],0
p3,1,0.277946,1.177105,[62 63] ; [141 113],[66.9525066 58.0474934] ; [136.0474934 117.9525066],0
u4,1,0.290145,1.118949,[  1 125] ; [  6 251],[  2.30287206 123.69712794] ; [  4.69712794 252.30287206],0
u2,1,0.298372,1.081454,[24 23] ; [29 18],[26.5 20.5] ; [26.5 20.5],0
n6,1,0.349454,0.875437,[104  20] ; [222  32],[106.94179894  17.05820106] ; [219.05820106  34.94179894],0
s5,1,0.407463,0.686191,[38 83] ; [ 88 158],[41.54223433 79.45776567] ; [ 84.45776567 161.54223433],0
s6,1,0.450857,0.568497,[82 40] ; [179  73],[85.13903743 36.86096257] ; [175.86096257  76.13903743],0
r3,1,0.500269,0.454366,[122   2] ; [249   7],[121.06315789   2.93684211] ; [249.93684211   6.06315789],0
s1,1,0.503921,0.446669,[  2 120] ; [  7 246],[  2.928 119.072] ; [  6.072 246.928],0
b4,1,0.506211,0.441891,[75 51] ; [162  95],[77.96866841 48.03133159] ; [159.03133159  97.96866841],0
a8,1,0.555158,0.348158,[16 98] ; [ 36 182],[17.85542169 96.14457831] ; [ 34.14457831 183.85542169],0
p1,1,0.658479,0.195376,[ 10 115] ; [ 24 232],[ 11.15485564 113.84514436] ; [ 22.84514436 233.15485564],0
a1,1,0.664235,0.188419,[  6 120] ; [ 15 242],[  6.90861619 119.09138381] ; [ 14.09138381 242.90861619],0
p5,1,0.675978,0.174689,[ 16 109] ; [ 29 227],[ 14.76377953 110.23622047] ; [ 30.23622047 225.76377953],0
v4,1,0.676968,0.173559,[118   6] ; [245  10],[118.7651715   5.2348285] ; [244.2348285  10.7651715],0
n5,1,0.783181,0.075722,[91 32] ; [192  63],[92.08730159 30.91269841] ; [190.91269841  64.08730159],0
p11,1,0.785199,0.074284,[101  25] ; [209  48],[101.9843342  24.0156658] ; [208.0156658  48.9843342],0
s4,1,0.846046,0.0377,[ 19 105] ; [ 37 217],[ 18.37037037 105.62962963] ; [ 37.62962963 216.37037037],0
p7,1,0.940347,0.0056,[81 42] ; [163  86],[80.67741935 42.32258065] ; [163.32258065  85.67741935],0
r4,1,0.955615,0.003098,[115  11] ; [235  22],[115.14360313  10.85639687] ; [234.85639687  22.14360313],0
n1,1,0.967831,0.001626,[ 9 21] ; [14 32],[ 9.07894737 20.92105263] ; [13.92105263 32.07894737],0
p6,1,0.99952,0.0,[49 74] ; [100 151],[49.0026738 73.9973262] ; [ 99.9973262 151.0026738],0
