Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,46.013367,[ 16 115] ; [25 13],[31.78106509 99.21893491] ; [ 9.21893491 28.78106509],1
s2,1,1.6e-05,18.595393,[ 31 105] ; [23 16],[41.96571429 94.03428571] ; [12.03428571 26.96571429],1
s6,1,3.4e-05,17.159612,[47 89] ; [28 11],[58.28571429 77.71428571] ; [16.71428571 22.28571429],1
s3,1,3.5e-05,17.107841,[41 95] ; [26 13],[52.06857143 83.93142857] ; [14.93142857 24.06857143],1
a8,1,0.002076,9.480776,[  4 125] ; [ 6 29],[  7.86585366 121.13414634] ; [ 2.13414634 32.86585366],0
p4,1,0.006074,7.528123,[47 89] ; [23 16],[54.4 81.6] ; [15.6 23.4],0
p3,1,0.01852,5.546286,[ 33 103] ; [17 22],[38.85714286 97.14285714] ; [11.14285714 27.85714286],0
p5,1,0.021017,5.325362,[  3 133] ; [ 4 34],[  5.47126437 130.52873563] ; [ 1.52873563 36.47126437],0
r4,1,0.03194,4.601704,[96 41] ; [34  5],[101.19318182  35.80681818] ; [28.80681818 10.19318182],0
p2,1,0.031969,4.60017,[91 45] ; [33  6],[96.36571429 39.63428571] ; [27.63428571 11.36571429],0
r3,1,0.063756,3.436872,[113  23] ; [37  2],[116.57142857  19.42857143] ; [33.42857143  5.57142857],0
n1,1,0.066574,3.365529,[10 47] ; [4 5],[12.09090909 44.90909091] ; [1.90909091 7.09090909],0
p11,1,0.070048,3.281892,[80 57] ; [29 10],[84.84659091 52.15340909] ; [24.15340909 14.84659091],0
n2,1,0.073407,3.205142,[34 22] ; [9 1],[36.48484848 19.51515152] ; [6.51515152 3.48484848],0
p10,1,0.089108,2.890415,[79 56] ; [28 10],[83.49710983 51.50289017] ; [23.50289017 14.49710983],0
b2,1,0.089412,2.884933,[13 49] ; [ 9 14],[16.04705882 45.95294118] ; [ 5.95294118 17.04705882],0
b3,1,0.089412,2.884933,[13 49] ; [ 9 14],[16.04705882 45.95294118] ; [ 5.95294118 17.04705882],0
u3,1,0.096174,2.767867,[32 27] ; [11  3],[34.75342466 24.24657534] ; [8.24657534 5.75342466],0
p1,1,0.096927,2.755387,[  3 133] ; [ 3 36],[  4.66285714 131.33714286] ; [ 1.33714286 37.66285714],0
p9,1,0.139814,2.18001,[89 45] ; [30  8],[92.70930233 41.29069767] ; [26.29069767 11.70930233],0
v4,1,0.160668,1.96793,[118  18] ; [37  2],[120.45714286  15.54285714] ; [34.54285714  4.45714286],0
r2,1,0.235246,1.40886,[112  25] ; [35  4],[114.42613636  22.57386364] ; [32.57386364  6.42613636],0
p6,1,0.244341,1.355374,[ 23 110] ; [10 29],[ 25.51744186 107.48255814] ; [ 7.48255814 31.51744186],0
p8,1,0.253633,1.303178,[52 83] ; [19 20],[55.0862069 79.9137931] ; [15.9137931 23.0862069],0
d2,1,0.270778,1.212802,[40 97] ; [15 24],[42.8125 94.1875] ; [12.1875 26.8125],0
d4,1,0.292348,1.108778,[99 37] ; [25 14],[96.36571429 39.63428571] ; [27.63428571 11.36571429],0
p7,1,0.307934,1.039517,[67 67] ; [22 15],[69.74269006 64.25730994] ; [19.25730994 17.74269006],0
d3,1,0.31683,1.001987,[88 47] ; [22 17],[85.34482759 49.65517241] ; [24.65517241 14.34482759],0
u1,1,0.334282,0.932237,[  8 129] ; [ 4 35],[  9.34090909 127.65909091] ; [ 2.65909091 36.34090909],0
a3,1,0.336385,0.924159,[76 61] ; [25 14],[78.61931818 58.38068182] ; [22.38068182 16.61931818],0
r1,1,0.337075,0.921525,[87 50] ; [28 11],[89.51704545 47.48295455] ; [25.48295455 13.51704545],0
p12,1,0.34036,0.909076,[  1 136] ; [ 1 38],[  1.55681818 135.44318182] ; [ 0.44318182 38.55681818],0
b5,1,0.366086,0.816906,[84 53] ; [27 12],[86.40340909 50.59659091] ; [24.59659091 14.40340909],0
a2,1,0.369826,0.80425,[ 14 123] ; [ 6 33],[ 15.56818182 121.43181818] ; [ 4.43181818 34.56818182],0
v3,1,0.373098,0.793321,[ 32 100] ; [ 6 29],[ 30.03592814 101.96407186] ; [ 7.96407186 27.03592814],0
u2,1,0.40387,0.696772,[34 26] ; [9 4],[35.34246575 24.65753425] ; [7.65753425 5.34246575],0
n5,1,0.458852,0.548694,[50 85] ; [17 22],[51.98275862 83.01724138] ; [15.01724138 23.98275862],0
v2,1,0.476036,0.50793,[59 72] ; [13 21],[57.16363636 73.83636364] ; [14.83636364 19.16363636],0
a6,1,0.490047,0.476423,[83 54] ; [26 13],[84.84659091 52.15340909] ; [24.15340909 14.84659091],0
a7,1,0.585129,0.298015,[95 41] ; [29 10],[96.36571429 39.63428571] ; [27.63428571 11.36571429],0
d1,1,0.631595,0.229904,[55 82] ; [14 25],[53.71022727 83.28977273] ; [15.28977273 23.71022727],0
b1,1,0.699555,0.148935,[55 82] ; [17 22],[56.04545455 80.95454545] ; [15.95454545 23.04545455],0
a5,1,0.701191,0.147235,[69 68] ; [21 18],[70.05681818 66.94318182] ; [19.94318182 19.05681818],0
d5,1,0.743554,0.107028,[91 45] ; [25 14],[90.14857143 45.85142857] ; [25.85142857 13.14857143],0
n3,1,0.754629,0.097682,[37 20] ; [7 3],[37.43283582 19.56716418] ; [6.56716418 3.43283582],0
b4,1,0.793659,0.068414,[77 60] ; [21 18],[76.28409091 60.71590909] ; [21.71590909 17.28409091],0
a4,1,0.864889,0.028952,[ 37 100] ; [10 29],[ 36.58522727 100.41477273] ; [10.41477273 28.58522727],0
s4,1,0.864989,0.028909,[ 23 114] ; [ 7 32],[ 23.35227273 113.64772727] ; [ 6.64772727 32.35227273],0
v1,1,0.891319,0.018669,[51 83] ; [14 24],[50.63953488 83.36046512] ; [14.36046512 23.63953488],0
n6,1,0.947753,0.004294,[81 55] ; [23 16],[80.82285714 55.17714286] ; [23.17714286 15.82285714],0
