Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000109,14.977525,[18  4] ; [11 26],[10.81355932 11.18644068] ; [18.18644068 18.81355932],1
p8,1,0.000191,13.91899,[12  9] ; [ 4 32],[ 5.89473684 15.10526316] ; [10.10526316 25.89473684],1
p9,1,0.000736,11.396882,[16  5] ; [10 24],[ 9.92727273 11.07272727] ; [16.07272727 17.92727273],1
p4,1,0.001988,9.560496,[12 10] ; [ 6 31],[ 6.71186441 15.28813559] ; [11.28813559 25.71186441],0
s5,1,0.002962,8.830863,[ 9 13] ; [ 3 33],[ 4.55172414 17.44827586] ; [ 7.44827586 28.55172414],0
p7,1,0.003761,8.39553,[12  8] ; [ 8 29],[ 7.01754386 12.98245614] ; [12.98245614 24.01754386],0
p10,1,0.005177,7.816494,[15  7] ; [11 25],[ 9.86206897 12.13793103] ; [16.13793103 19.86206897],0
s6,1,0.010122,6.613287,[10 11] ; [ 6 31],[ 5.79310345 15.20689655] ; [10.20689655 26.79310345],0
p5,1,0.015493,5.859525,[ 5 17] ; [ 1 35],[ 2.27586207 19.72413793] ; [ 3.72413793 32.27586207],0
n6,1,0.023671,5.118588,[15  6] ; [15 22],[10.86206897 10.13793103] ; [19.13793103 17.86206897],0
b5,1,0.027935,4.832105,[16  6] ; [16 21],[11.93220339 10.06779661] ; [20.06779661 16.93220339],0
s2,1,0.040585,4.193265,[ 8 14] ; [ 5 32],[ 4.84745763 17.15254237] ; [ 8.15254237 28.84745763],0
v4,1,0.048364,3.897285,[17  5] ; [19 18],[13.42372881  8.57627119] ; [22.57627119 14.42372881],0
b3,1,0.055156,3.677376,[ 3 14] ; [12 14],[ 5.93023256 11.06976744] ; [ 9.06976744 16.93023256],0
b2,1,0.055156,3.677376,[ 3 14] ; [12 14],[ 5.93023256 11.06976744] ; [ 9.06976744 16.93023256],0
a5,1,0.063593,3.441121,[15  7] ; [16 21],[11.55932203 10.44067797] ; [19.44067797 17.55932203],0
p3,1,0.06617,3.375555,[ 9 13] ; [ 7 30],[ 5.96610169 16.03389831] ; [10.03389831 26.96610169],0
v1,1,0.078563,3.094388,[ 8 14] ; [ 6 31],[ 5.22033898 16.77966102] ; [ 8.77966102 28.22033898],0
u2,1,0.094362,2.798336,[6 5] ; [ 4 13],[3.92857143 7.07142857] ; [ 6.07142857 10.92857143],0
b1,1,0.094516,2.795718,[10 12] ; [25 12],[13.05084746  8.94915254] ; [21.94915254 15.05084746],0
r4,1,0.103155,2.65608,[ 6 16] ; [ 4 33],[ 3.72881356 18.27118644] ; [ 6.27118644 30.72881356],0
r2,1,0.121076,2.403343,[17  5] ; [20 15],[14.28070175  7.71929825] ; [22.71929825 12.28070175],0
a1,1,0.180063,1.797105,[ 1 21] ; [ 6 31],[ 2.61016949 19.38983051] ; [ 4.38983051 32.61016949],0
s8,1,0.188836,1.726677,[ 5 16] ; [ 4 33],[ 3.25862069 17.74137931] ; [ 5.74137931 31.25862069],0
u3,1,0.225041,1.471933,[5 6] ; [ 4 13],[3.53571429 7.46428571] ; [ 5.46428571 11.53571429],0
p6,1,0.2358,1.405529,[ 5 17] ; [ 4 32],[ 3.4137931 18.5862069] ; [ 5.5862069 30.4137931],0
v2,1,0.2358,1.405529,[ 5 17] ; [ 4 32],[ 3.4137931 18.5862069] ; [ 5.5862069 30.4137931],0
b4,1,0.285409,1.141153,[15  7] ; [20 17],[13.05084746  8.94915254] ; [21.94915254 15.05084746],0
d3,1,0.296417,1.090244,[12 10] ; [15 22],[10.06779661 11.93220339] ; [16.93220339 20.06779661],0
a2,1,0.403376,0.698239,[ 1 21] ; [ 4 33],[ 1.86440678 20.13559322] ; [ 3.13559322 33.86440678],0
s7,1,0.434689,0.610264,[ 6 14] ; [ 7 27],[ 4.81481481 15.18518519] ; [ 8.18518519 25.81481481],0
a4,1,0.441567,0.592208,[ 6 16] ; [13 22],[ 7.33333333 14.66666667] ; [11.66666667 23.33333333],0
s4,1,0.454075,0.56046,[ 6 16] ; [ 7 30],[ 4.84745763 17.15254237] ; [ 8.15254237 28.84745763],0
n3,1,0.520171,0.413555,[6 4] ; [11 12],[5.15151515 4.84848485] ; [11.84848485 11.15151515],0
a7,1,0.56392,0.332962,[ 9 13] ; [18 19],[10.06779661 11.93220339] ; [16.93220339 20.06779661],0
d5,1,0.56392,0.332962,[13  9] ; [19 18],[11.93220339 10.06779661] ; [20.06779661 16.93220339],0
s1,1,0.586075,0.296516,[ 2 20] ; [ 2 35],[ 1.49152542 20.50847458] ; [ 2.50847458 34.49152542],0
a3,1,0.598129,0.277827,[11 11] ; [20 15],[11.96491228 10.03508772] ; [19.03508772 15.96491228],0
d4,1,0.602931,0.270598,[14  8] ; [21 16],[13.05084746  8.94915254] ; [21.94915254 15.05084746],0
s3,1,0.60997,0.260218,[ 8 13] ; [11 24],[ 7.125 13.875] ; [11.875 23.125],0
a6,1,0.614433,0.253769,[11 11] ; [16 21],[10.06779661 11.93220339] ; [16.93220339 20.06779661],0
d1,1,0.640506,0.218081,[ 7 15] ; [14 23],[ 7.83050847 14.16949153] ; [13.16949153 23.83050847],0
n2,1,0.678187,0.172174,[6 4] ; [12 11],[5.45454545 4.54545455] ; [12.54545455 10.45454545],0
d2,1,0.71481,0.13352,[ 9 13] ; [13 23],[ 8.34482759 13.65517241] ; [13.65517241 22.34482759],0
p1,1,0.745516,0.105337,[ 3 19] ; [ 4 33],[ 2.61016949 19.38983051] ; [ 4.38983051 32.61016949],0
n1,1,0.908575,0.013187,[5 5] ; [11 12],[4.84848485 5.15151515] ; [11.15151515 11.84848485],0
r1,1,0.909844,0.012822,[ 8 14] ; [14 23],[ 8.20338983 13.79661017] ; [13.79661017 23.20338983],0
n4,1,0.924073,0.009083,[14  8] ; [24 13],[14.16949153  7.83050847] ; [23.83050847 13.16949153],0
n5,1,0.983622,0.000421,[16  6] ; [27 10],[16.03389831  5.96610169] ; [26.96610169 10.03389831],0
