Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-06,22.961785,[14 31] ; [46 13],[25.96153846 19.03846154] ; [34.03846154 24.96153846],1
n1,1,0.001808,9.735111,[ 1 14] ; [14 11],[5.625 9.375] ; [ 9.375 15.625],0
r3,1,0.004945,7.899561,[35 10] ; [30 29],[28.125 16.875] ; [36.875 22.125],0
u2,1,0.017643,5.631262,[9 8] ; [ 4 19],[ 5.525 11.475] ; [ 7.475 15.525],0
n6,1,0.03586,4.403733,[17 28] ; [34 24],[22.2815534 22.7184466] ; [28.7184466 29.2815534],0
a1,1,0.041614,4.150837,[ 1 44] ; [ 8 51],[ 3.89423077 41.10576923] ; [ 5.10576923 53.89423077],0
d4,1,0.071887,3.239398,[34 11] ; [34 24],[29.70873786 15.29126214] ; [38.29126214 19.70873786],0
b2,1,0.110571,2.546039,[ 6 17] ; [16 18],[ 8.87719298 14.12280702] ; [13.12280702 20.87719298],0
b3,1,0.110571,2.546039,[ 6 17] ; [16 18],[ 8.87719298 14.12280702] ; [13.12280702 20.87719298],0
s1,1,0.138252,2.197308,[ 6 39] ; [ 3 56],[ 3.89423077 41.10576923] ; [ 5.10576923 53.89423077],0
a8,1,0.145966,2.113906,[ 1 42] ; [ 5 47],[ 2.71578947 40.28421053] ; [ 3.28421053 48.71578947],0
b4,1,0.149931,2.072949,[27 18] ; [27 32],[23.36538462 21.63461538] ; [30.63461538 28.36538462],0
s7,1,0.152324,2.048819,[ 4 35] ; [12 44],[ 6.56842105 32.43157895] ; [ 9.43157895 46.56842105],0
s4,1,0.155226,2.020124,[ 8 37] ; [ 5 54],[ 5.625 39.375] ; [ 7.375 51.625],0
a2,1,0.182624,1.776142,[ 6 39] ; [14 45],[ 8.65384615 36.34615385] ; [11.34615385 47.65384615],0
u3,1,0.184797,1.758616,[ 7 10] ; [ 5 18],[ 5.1 11.9] ; [ 6.9 16.1],0
a6,1,0.186786,1.742785,[24 21] ; [39 20],[27.25961538 17.74038462] ; [35.74038462 23.25961538],0
a5,1,0.199614,1.645198,[21 24] ; [35 24],[24.23076923 20.76923077] ; [31.76923077 27.23076923],0
v4,1,0.238287,1.390697,[35 10] ; [39 19],[32.33009709 12.66990291] ; [41.66990291 16.33009709],0
s2,1,0.254579,1.297997,[ 9 36] ; [ 7 52],[ 6.92307692 38.07692308] ; [ 9.07692308 49.92307692],0
n2,1,0.274986,1.191703,[6 9] ; [15 11],[7.68292683 7.31707317] ; [13.31707317 12.68292683],0
p6,1,0.306495,1.045718,[ 6 36] ; [13 45],[ 7.98 34.02] ; [11.02 46.98],0
r2,1,0.368136,0.809947,[32 12] ; [45 11],[33.88 10.12] ; [43.12 12.88],0
v2,1,0.372777,0.794386,[14 31] ; [13 43],[12.02970297 32.97029703] ; [14.97029703 41.02970297],0
