Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.005516,7.701834,[10  6] ; [ 1 10],[6.51851852 9.48148148] ; [4.48148148 6.51851852],0
p12,1,0.781814,0.076705,[ 1 15] ; [ 1 10],[ 1.18518519 14.81481481] ; [ 0.81481481 10.18518519],0
s4,1,0.781814,0.076705,[ 2 14] ; [ 1 10],[ 1.77777778 14.22222222] ; [1.22222222 9.77777778],0
u1,1,0.781814,0.076705,[ 1 15] ; [ 1 10],[ 1.18518519 14.81481481] ; [ 0.81481481 10.18518519],0
s7,1,0.794625,0.067761,[7 7] ; [4 5],[6.69565217 7.30434783] ; [4.30434783 4.69565217],0
n6,1,0.850646,0.035455,[9 7] ; [6 4],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
n1,1,0.886508,0.02037,[1 4] ; [1 5],[0.90909091 4.09090909] ; [1.09090909 4.90909091],0
p2,1,0.89466,0.017532,[12  4] ; [8 3],[11.85185185  4.14814815] ; [8.14814815 2.85185185],0
d4,1,0.89466,0.017532,[12  4] ; [8 3],[11.85185185  4.14814815] ; [8.14814815 2.85185185],0
p9,1,0.898564,0.01625,[10  6] ; [6 4],[9.84615385 6.15384615] ; [6.15384615 3.84615385],0
s6,1,0.93021,0.00767,[7 9] ; [5 6],[7.11111111 8.88888889] ; [4.88888889 6.11111111],0
