Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,29.781701,[43 31] ; [ 5 46],[28.416 45.584] ; [19.584 31.416],1
a3,1,1.9e-05,18.248371,[57 17] ; [20 31],[45.584 28.416] ; [31.416 19.584],1
a6,1,0.000555,11.922161,[52 22] ; [20 31],[42.624 31.376] ; [29.376 21.624],1
d1,1,0.00074,11.387166,[45 30] ; [15 36],[35.71428571 39.28571429] ; [24.28571429 26.71428571],1
d2,1,0.000908,11.006555,[43 29] ; [15 36],[33.95121951 38.04878049] ; [24.04878049 26.95121951],1
d5,1,0.001343,10.2822,[58 16] ; [26 25],[49.728 24.272] ; [34.272 16.728],0
v2,1,0.014786,5.941733,[35 37] ; [12 34],[28.6779661 43.3220339] ; [18.3220339 27.6779661],0
a7,1,0.028208,4.815336,[50 25] ; [24 27],[44.04761905 30.95238095] ; [29.95238095 21.04761905],0
s8,1,0.058521,3.578824,[21 54] ; [ 7 44],[16.66666667 58.33333333] ; [11.33333333 39.66666667],0
d4,1,0.061099,3.507296,[59 15] ; [33 18],[54.464 19.536] ; [37.536 13.464],0
n4,1,0.061823,3.487781,[52 23] ; [27 24],[47.02380952 27.97619048] ; [31.97619048 19.02380952],0
p4,1,0.090147,2.871744,[22 52] ; [ 8 41],[18.04878049 55.95121951] ; [11.95121951 37.04878049],0
s1,1,0.093814,2.807682,[ 4 71] ; [ 7 43],[ 6.6 68.4] ; [ 4.4 45.6],0
p3,1,0.099351,2.715939,[23 52] ; [ 9 42],[19.04761905 55.95238095] ; [12.95238095 38.04761905],0
s7,1,0.100182,2.702641,[22 47] ; [ 9 40],[18.12711864 50.87288136] ; [12.87288136 36.12711864],0
n5,1,0.113404,2.506137,[51 24] ; [27 23],[46.8 28.2] ; [31.2 18.8],0
s5,1,0.117768,2.446761,[17 55] ; [ 6 43],[13.68595041 58.31404959] ; [ 9.31404959 39.68595041],0
b5,1,0.119362,2.425668,[35 40] ; [31 20],[39.28571429 35.71428571] ; [26.71428571 24.28571429],0
d3,1,0.134357,2.241427,[42 32] ; [22 29],[37.888 36.112] ; [26.112 24.888],0
p9,1,0.13597,2.222983,[39 34] ; [19 29],[34.99173554 38.00826446] ; [23.00826446 24.99173554],0
p10,1,0.150457,2.067607,[40 34] ; [20 29],[36.09756098 37.90243902] ; [23.90243902 25.09756098],0
p6,1,0.155359,2.018826,[ 7 68] ; [ 9 41],[ 9.6 65.4] ; [ 6.4 43.6],0
u3,1,0.157061,2.002302,[ 5 13] ; [15 16],[ 7.34693878 10.65306122] ; [12.65306122 18.34693878],0
p5,1,0.21766,1.519732,[ 5 69] ; [ 1 50],[ 3.552 70.448] ; [ 2.448 48.552],0
r2,1,0.229434,1.444369,[63 10] ; [39 11],[60.53658537 12.46341463] ; [41.46341463  8.53658537],0
b2,1,0.242673,1.365,[19 31] ; [ 7 21],[16.66666667 33.33333333] ; [ 9.33333333 18.66666667],0
b3,1,0.242673,1.365,[19 31] ; [ 7 21],[16.66666667 33.33333333] ; [ 9.33333333 18.66666667],0
a1,1,0.250859,1.318514,[ 9 66] ; [ 3 48],[ 7.14285714 67.85714286] ; [ 4.85714286 46.14285714],0
v4,1,0.275283,1.190229,[58 17] ; [35 16],[55.35714286 19.64285714] ; [37.64285714 13.35714286],0
v3,1,0.28153,1.15969,[22 48] ; [11 38],[19.41176471 50.58823529] ; [13.58823529 35.41176471],0
r3,1,0.301398,1.067999,[59 16] ; [36 15],[56.54761905 18.45238095] ; [38.45238095 12.54761905],0
s3,1,0.389991,0.738971,[27 48] ; [14 35],[24.7983871 50.2016129] ; [16.2016129 32.7983871],0
p8,1,0.470899,0.519866,[17 57] ; [ 9 42],[15.392 58.608] ; [10.608 40.392],0
p11,1,0.481896,0.49457,[32 43] ; [25 26],[33.92857143 41.07142857] ; [23.07142857 27.92857143],0
u2,1,0.488799,0.479168,[ 7 10] ; [16 15],[8.14583333 8.85416667] ; [14.85416667 16.14583333],0
r4,1,0.541431,0.372893,[51 24] ; [32 19],[49.4047619 25.5952381] ; [33.5952381 17.4047619],0
n2,1,0.592204,0.286916,[19 14] ; [13  7],[19.9245283 13.0754717] ; [12.0754717  7.9245283],0
s6,1,0.646014,0.210962,[31 44] ; [19 32],[29.76190476 45.23809524] ; [20.23809524 30.76190476],0
p12,1,0.650517,0.205249,[ 6 69] ; [ 3 48],[ 5.35714286 69.64285714] ; [ 3.64285714 47.35714286],0
r1,1,0.664032,0.188663,[47 28] ; [30 21],[45.83333333 29.16666667] ; [31.16666667 19.83333333],0
