Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,42.023687,[83  6] ; [15 22],[69.22222222 19.77777778] ; [28.77777778  8.22222222],1
p6,1,0.000121,14.771898,[51 38] ; [ 7 29],[41.296 47.704] ; [16.704 19.296],1
p5,1,0.000126,14.698983,[39 51] ; [ 3 34],[29.76377953 60.23622047] ; [12.23622047 24.76377953],1
b5,1,0.000321,12.946139,[39 51] ; [29  8],[48.18897638 41.81102362] ; [19.81102362 17.18897638],1
p2,1,0.001269,10.387122,[83  7] ; [26 11],[77.24409449 12.75590551] ; [31.75590551  5.24409449],0
p9,1,0.001703,9.844547,[86  4] ; [27  8],[81.36  8.64] ; [31.64  3.36],0
a2,1,0.004777,7.962081,[19 71] ; [17 20],[25.51181102 64.48818898] ; [10.48818898 26.51181102],0
p11,1,0.00499,7.883019,[78 12] ; [24 13],[72.28346457 17.71653543] ; [29.71653543  7.28346457],0
p10,1,0.005463,7.719537,[85  5] ; [28  8],[80.71428571  9.28571429] ; [32.28571429  3.71428571],0
u1,1,0.006657,7.363172,[16 74] ; [15 22],[21.96850394 68.03149606] ; [ 9.03149606 27.96850394],0
p3,1,0.008557,6.912949,[65 24] ; [18 19],[58.62698413 30.37301587] ; [24.37301587 12.62698413],0
a6,1,0.014167,6.017172,[54 34] ; [31  6],[59.84 28.16] ; [25.16 11.84],0
v2,1,0.023771,5.111271,[78 12] ; [25 11],[73.57142857 16.42857143] ; [29.42857143  6.57142857],0
p4,1,0.042618,4.110508,[74 15] ; [24 12],[69.776 19.224] ; [28.224  7.776],0
n5,1,0.06151,3.496198,[79 10] ; [28  9],[75.57936508 13.42063492] ; [31.42063492  5.57936508],0
s3,1,0.076088,3.146546,[69 19] ; [22 13],[65.10569106 22.89430894] ; [25.89430894  9.10569106],0
v1,1,0.078218,3.101538,[69 21] ; [22 14],[65. 25.] ; [26. 10.],0
d2,1,0.080496,3.054853,[43 46] ; [23 12],[47.37096774 41.62903226] ; [18.62903226 16.37096774],0
n2,1,0.150224,2.069972,[14  1] ; [8 3],[12.69230769  2.30769231] ; [9.30769231 1.69230769],0
b4,1,0.153937,2.032802,[51 39] ; [26 11],[54.56692913 35.43307087] ; [22.43307087 14.56692913],0
p1,1,0.163149,1.94479,[19 70] ; [ 4 33],[16.24603175 72.75396825] ; [ 6.75396825 30.24603175],0
s7,1,0.193382,1.691665,[67 19] ; [24 12],[64.14754098 21.85245902] ; [26.85245902  9.14754098],0
d5,1,0.193874,1.687933,[73 15] ; [34  3],[75.328 12.672] ; [31.672  5.328],0
u2,1,0.24135,1.372689,[12  9] ; [5 1],[13.22222222  7.77777778] ; [3.77777778 2.22222222],0
d4,1,0.265579,1.239442,[74 14] ; [33  3],[75.93548387 12.06451613] ; [31.06451613  4.93548387],0
n6,1,0.268539,1.224193,[84  3] ; [34  3],[82.79032258  4.20967742] ; [35.20967742  1.79032258],0
s8,1,0.298967,1.078796,[63 25] ; [23 14],[60.544 27.456] ; [25.456 11.544],0
s6,1,0.308621,1.03657,[75 13] ; [34  3],[76.736 11.264] ; [32.264  4.736],0
u3,1,0.326109,0.964286,[13  8] ; [5 1],[14.  7.] ; [4. 2.],0
r4,1,0.350685,0.870976,[88  2] ; [35  2],[87.16535433  2.83464567] ; [35.83464567  1.16535433],0
r2,1,0.350685,0.870976,[88  2] ; [35  2],[87.16535433  2.83464567] ; [35.83464567  1.16535433],0
s2,1,0.421904,0.645005,[71 19] ; [26 10],[69.28571429 20.71428571] ; [27.71428571  8.28571429],0
a3,1,0.429376,0.624511,[69 20] ; [31  6],[70.63492063 18.36507937] ; [29.36507937  7.63492063],0
a8,1,0.490405,0.475638,[ 9 75] ; [ 2 29],[ 8.03478261 75.96521739] ; [ 2.96521739 28.03478261],0
a7,1,0.574628,0.315,[63 27] ; [27  9],[64.28571429 25.71428571] ; [25.71428571 10.28571429],0
a4,1,0.596812,0.279831,[44 46] ; [20 17],[45.35433071 44.64566929] ; [18.64566929 18.35433071],0
b1,1,0.608833,0.261878,[36 54] ; [13 24],[34.72440945 55.27559055] ; [14.27559055 22.72440945],0
