Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,153.419513,[411  47] ; [51 79],[359.85714286  98.14285714] ; [102.14285714  27.85714286],1
n6,1,0.0,50.157654,[419  38] ; [87 42],[394.6109215  62.3890785] ; [111.3890785  17.6109215],1
p11,1,8.8e-05,15.386513,[377  82] ; [86 44],[360.8098472  98.1901528] ; [102.1901528  27.8098472],1
p4,1,0.000118,14.829505,[311 144] ; [65 65],[292.44444444 162.55555556] ; [83.55555556 46.44444444],1
v1,1,0.000143,14.456,[274 172] ; [53 72],[255.4150613 190.5849387] ; [71.5849387 53.4150613],1
s7,1,0.000227,13.594341,[286 154] ; [59 67],[268.19787986 171.80212014] ; [76.80212014 49.19787986],1
a3,1,0.001206,10.480675,[343 113] ; [79 51],[328.38225256 127.61774744] ; [93.61774744 36.38225256],0
p5,1,0.00225,9.33357,[ 72 382] ; [  7 122],[ 61.51972556 392.48027444] ; [ 17.48027444 111.51972556],0
a8,1,0.004509,8.066577,[ 68 349] ; [  7 110],[ 58.56741573 358.43258427] ; [ 16.43258427 100.56741573],0
v3,1,0.005919,7.574818,[195 247] ; [38 87],[181.63315697 260.36684303] ; [51.36684303 73.63315697],0
p10,1,0.006331,7.453617,[391  61] ; [98 30],[381.08275862  70.91724138] ; [107.91724138  20.08275862],0
p7,1,0.00687,7.306568,[304 136] ; [72 56],[291.26760563 148.73239437] ; [84.73239437 43.26760563],0
p2,1,0.00963,6.702065,[393  63] ; [99 30],[383.50769231  72.49230769] ; [108.49230769  20.50769231],0
p8,1,0.009672,6.694257,[254 194] ; [57 73],[241.05190311 206.94809689] ; [69.94809689 60.05190311],0
p9,1,0.010929,6.476753,[405  47] ; [104  24],[396.66896552  55.33103448] ; [112.33103448  15.66896552],0
r4,1,0.012039,6.305134,[437  22] ; [116  14],[430.94567063  28.05432937] ; [122.05432937   7.94567063],0
p6,1,0.01591,5.812795,[192 259] ; [39 88],[180.24394464 270.75605536] ; [50.75605536 76.24394464],0
r1,1,0.020364,5.38038,[390  67] ; [99 30],[381.35324232  75.64675768] ; [107.64675768  21.35324232],0
