Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.431275,[81 11] ; [ 8 21],[67.66942149 24.33057851] ; [21.33057851  7.66942149],1
r3,1,0.0,29.568018,[83  8] ; [13 16],[72.8 18.2] ; [23.2  5.8],1
v4,1,0.00023,13.565688,[81 10] ; [17 12],[74.31666667 16.68333333] ; [23.68333333  5.31666667],1
u3,1,0.000687,11.522962,[21 15] ; [ 1 14],[15.52941176 20.47058824] ; [6.47058824 8.52941176],1
a5,1,0.001477,10.106527,[65 27] ; [11 18],[57.78512397 34.21487603] ; [18.21487603 10.78512397],0
r2,1,0.001597,9.96337,[85  6] ; [20  8],[80.29411765 10.70588235] ; [24.70588235  3.29411765],0
p2,1,0.02259,5.199783,[60 32] ; [12 17],[54.74380165 37.25619835] ; [17.25619835 11.74380165],0
p11,1,0.022742,5.188117,[54 38] ; [10 19],[48.66115702 43.33884298] ; [15.33884298 13.66115702],0
s2,1,0.024906,5.030381,[36 54] ; [ 5 24],[31.00840336 58.99159664] ; [ 9.99159664 19.00840336],0
s6,1,0.030419,4.68543,[46 45] ; [ 8 21],[40.95 50.05] ; [13.05 15.95],0
s3,1,0.032209,4.587325,[47 44] ; [ 8 20],[42.05882353 48.94117647] ; [12.94117647 15.05882353],0
s7,1,0.044541,4.035929,[32 51] ; [ 5 23],[27.66666667 55.33333333] ; [ 9.33333333 18.66666667],0
s8,1,0.045866,3.986508,[26 65] ; [ 3 26],[21.99166667 69.00833333] ; [ 7.00833333 21.99166667],0
a7,1,0.053325,3.733689,[62 29] ; [14 15],[57.63333333 33.36666667] ; [18.36666667 10.63333333],0
p10,1,0.067372,3.345909,[28 62] ; [ 4 25],[24.20168067 65.79831933] ; [ 7.79831933 21.20168067],0
d5,1,0.068049,3.329455,[70 22] ; [17 12],[66.14876033 25.85123967] ; [20.85123967  8.14876033],0
p4,1,0.080721,3.050326,[38 52] ; [ 7 22],[34.03361345 55.96638655] ; [10.96638655 18.03361345],0
v3,1,0.091751,2.843378,[37 52] ; [ 7 22],[33.18644068 55.81355932] ; [10.81355932 18.18644068],0
d4,1,0.124639,2.358036,[67 24] ; [17 12],[63.7 27.3] ; [20.3  8.7],0
v1,1,0.153762,2.03453,[39 53] ; [ 8 21],[35.73553719 56.26446281] ; [11.26446281 17.73553719],0
a2,1,0.172684,1.859486,[20 72] ; [ 3 26],[17.48760331 74.51239669] ; [ 5.51239669 23.48760331],0
d1,1,0.173564,1.851887,[45 47] ; [10 19],[41.81818182 50.18181818] ; [13.18181818 15.81818182],0
b1,1,0.192028,1.70199,[57 35] ; [14 15],[53.98347107 38.01652893] ; [17.01652893 11.98347107],0
a3,1,0.20711,1.591512,[56 35] ; [14 15],[53.08333333 37.91666667] ; [16.91666667 12.08333333],0
s5,1,0.225647,1.46809,[19 72] ; [ 3 25],[16.82352941 74.17647059] ; [ 5.17647059 22.82352941],0
p3,1,0.227712,1.455097,[33 58] ; [ 7 22],[30.33333333 60.66666667] ; [ 9.66666667 19.33333333],0
p8,1,0.261949,1.258429,[29 63] ; [ 6 23],[26.61157025 65.38842975] ; [ 8.38842975 20.61157025],0
n1,1,0.286167,1.137569,[13 12] ; [4 8],[11.48648649 13.51351351] ; [5.51351351 6.48648649],0
b2,1,0.304075,1.056238,[18 41] ; [ 9 12],[19.9125 39.0875] ; [ 7.0875 13.9125],0
b3,1,0.304075,1.056238,[18 41] ; [ 9 12],[19.9125 39.0875] ; [ 7.0875 13.9125],0
u2,1,0.319383,0.991472,[18 17] ; [5 9],[16.42857143 18.57142857] ; [6.57142857 7.42857143],0
p7,1,0.322134,0.980263,[40 49] ; [10 19],[37.71186441 51.28813559] ; [12.28813559 16.71186441],0
n3,1,0.337998,0.918012,[15  9] ; [6 7],[13.62162162 10.37837838] ; [7.37837838 5.62162162],0
n2,1,0.34509,0.891429,[18  8] ; [7 6],[16.66666667  9.33333333] ; [8.33333333 4.66666667],0
n6,1,0.383996,0.757868,[67 25] ; [18 10],[65.16666667 26.83333333] ; [19.83333333  8.16666667],0
p12,1,0.389453,0.74065,[ 1 90] ; [ 1 28],[ 1.51666667 89.48333333] ; [ 0.48333333 28.51666667],0
s4,1,0.399134,0.710933,[10 79] ; [ 5 24],[11.31355932 77.68644068] ; [ 3.68644068 25.31355932],0
v2,1,0.399673,0.70931,[39 51] ; [10 19],[37.05882353 52.94117647] ; [11.94117647 17.05882353],0
a4,1,0.41836,0.654917,[37 54] ; [ 9 19],[35.17647059 55.82352941] ; [10.82352941 17.17647059],0
u1,1,0.431635,0.618421,[15 77] ; [ 3 26],[13.68595041 78.31404959] ; [ 4.31404959 24.68595041],0
b4,1,0.448258,0.575054,[58 34] ; [16 13],[56.26446281 35.73553719] ; [17.73553719 11.26446281],0
d3,1,0.514935,0.424026,[57 35] ; [16 13],[55.50413223 36.49586777] ; [17.49586777 11.50413223],0
p1,1,0.522352,0.409246,[10 81] ; [ 2 27],[ 9.1 81.9] ; [ 2.9 26.1],0
p5,1,0.536459,0.382142,[ 6 86] ; [ 1 28],[ 5.32231405 86.67768595] ; [ 1.67768595 27.32231405],0
a1,1,0.640773,0.217732,[ 7 85] ; [ 3 26],[ 7.60330579 84.39669421] ; [ 2.39669421 26.60330579],0
b5,1,0.650416,0.205377,[52 40] ; [15 14],[50.94214876 41.05785124] ; [16.05785124 12.94214876],0
n5,1,0.663777,0.188968,[66 26] ; [22  7],[66.90909091 25.09090909] ; [21.09090909  7.90909091],0
p6,1,0.76702,0.087779,[17 73] ; [ 6 22],[17.54237288 72.45762712] ; [ 5.45762712 22.54237288],0
d2,1,0.779662,0.078266,[45 46] ; [13 15],[44.35294118 46.64705882] ; [13.64705882 14.35294118],0
a6,1,0.908006,0.013353,[56 36] ; [18 11],[56.26446281 35.73553719] ; [17.73553719 11.26446281],0
s1,1,0.91913,0.010308,[ 6 85] ; [ 2 26],[ 6.11764706 84.88235294] ; [ 1.88235294 26.11764706],0
