Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001182,10.517677,[19 11] ; [15 40],[12. 18.] ; [22. 33.],0
p11,1,0.001452,10.138857,[24  7] ; [23 32],[16.94186047 14.05813953] ; [30.05813953 24.94186047],0
p7,1,0.001453,10.137672,[18  9] ; [16 38],[11.33333333 15.66666667] ; [22.66666667 31.33333333],0
p3,1,0.018233,5.573634,[14 17] ; [11 42],[ 9.22619048 21.77380952] ; [15.77380952 37.22619048],0
p10,1,0.026745,4.907223,[22  7] ; [28 27],[17.26190476 11.73809524] ; [32.73809524 22.26190476],0
d2,1,0.029837,4.718659,[ 7 24] ; [25 29],[11.67058824 19.32941176] ; [20.32941176 33.67058824],0
a3,1,0.04057,4.1939,[13 18] ; [35 19],[17.50588235 13.49411765] ; [30.49411765 23.50588235],0
b3,1,0.041219,4.166987,[ 3 16] ; [12 15],[ 6.19565217 12.80434783] ; [ 8.80434783 18.19565217],0
b2,1,0.041219,4.166987,[ 3 16] ; [12 15],[ 6.19565217 12.80434783] ; [ 8.80434783 18.19565217],0
s7,1,0.044389,4.041703,[16 15] ; [15 36],[11.7195122 19.2804878] ; [19.2804878 31.7195122],0
p5,1,0.044872,4.02344,[ 5 26] ; [ 2 52],[ 2.55294118 28.44705882] ; [ 4.44705882 49.55294118],0
s4,1,0.052542,3.758431,[10 21] ; [ 8 47],[ 6.48837209 24.51162791] ; [11.51162791 43.48837209],0
p6,1,0.065686,3.387654,[11 19] ; [10 44],[ 7.5 22.5] ; [13.5 40.5],0
d1,1,0.070232,3.277584,[ 9 22] ; [27 28],[12.97674419 18.02325581] ; [23.02325581 31.97674419],0
n3,1,0.078938,3.086641,[ 7 10] ; [19  9],[9.82222222 7.17777778] ; [16.17777778 11.82222222],0
v3,1,0.087986,2.91084,[ 4 27] ; [16 39],[ 7.20930233 23.79069767] ; [12.79069767 42.20930233],0
n2,1,0.128466,2.310949,[14  3] ; [17 11],[11.71111111  5.28888889] ; [19.28888889  8.71111111],0
a4,1,0.186051,1.748614,[ 7 24] ; [20 35],[ 9.73255814 21.26744186] ; [17.26744186 37.73255814],0
p2,1,0.225763,1.467358,[25  6] ; [37 17],[22.61176471  8.38823529] ; [39.38823529 14.61176471],0
n6,1,0.243794,1.35852,[23  8] ; [34 21],[20.54651163 10.45348837] ; [36.45348837 18.54651163],0
n1,1,0.25577,1.291509,[ 7 10] ; [ 7 21],[ 5.28888889 11.71111111] ; [ 8.71111111 19.28888889],0
s5,1,0.312357,1.020681,[ 3 26] ; [10 43],[ 4.59756098 24.40243902] ; [ 8.40243902 44.59756098],0
v2,1,0.340993,0.906694,[11 20] ; [24 28],[13.07228916 17.92771084] ; [21.92771084 30.07228916],0
d5,1,0.42599,0.633732,[20 11] ; [40 15],[21.62790698  9.37209302] ; [38.37209302 16.62790698],0
u3,1,0.431176,0.619654,[9 8] ; [ 8 12],[7.81081081 9.18918919] ; [ 9.18918919 10.81081081],0
v1,1,0.440152,0.595886,[ 9 21] ; [20 32],[10.6097561 19.3902439] ; [18.3902439 33.6097561],0
s8,1,0.454643,0.559051,[ 9 22] ; [12 43],[ 7.56976744 23.43023256] ; [13.43023256 41.56976744],0
b1,1,0.476427,0.50703,[15 16] ; [31 24],[16.58139535 14.41860465] ; [29.41860465 25.58139535],0
r1,1,0.512531,0.428896,[ 7 24] ; [16 39],[ 8.29069767 22.70930233] ; [14.70930233 40.29069767],0
d4,1,0.532455,0.389703,[21 10] ; [40 14],[22.24705882  8.75294118] ; [38.75294118 15.24705882],0
u1,1,0.551684,0.354309,[ 2 29] ; [ 2 53],[ 1.44186047 29.55813953] ; [ 2.55813953 52.44186047],0
p1,1,0.551684,0.354309,[ 2 29] ; [ 2 53],[ 1.44186047 29.55813953] ; [ 2.55813953 52.44186047],0
