Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.932649,[29 42] ; [86 15],[47.47093023 23.52906977] ; [67.52906977 33.47093023],1
r3,1,5.3e-05,16.345792,[45 26] ; [90 11],[55.72674419 15.27325581] ; [79.27325581 21.72674419],1
r2,1,9.1e-05,15.309974,[48 22] ; [91  8],[57.5739645 12.4260355] ; [81.4260355 17.5739645],1
p11,1,0.000984,10.856956,[37 34] ; [77 24],[47.05813953 23.94186047] ; [66.94186047 34.05813953],1
p10,1,0.003257,8.657708,[31 38] ; [67 32],[40.25 28.75] ; [57.75 41.25],0
a5,1,0.003522,8.514982,[29 42] ; [64 37],[38.38953488 32.61046512] ; [54.61046512 46.38953488],0
d4,1,0.005506,7.705424,[38 33] ; [74 26],[46.50292398 24.49707602] ; [65.49707602 34.50292398],0
p2,1,0.00863,6.897904,[39 30] ; [75 24],[46.82142857 22.17857143] ; [67.17857143 31.82142857],0
v4,1,0.014495,5.976829,[51 20] ; [86 13],[57.21764706 13.78235294] ; [79.78235294 19.21764706],0
v1,1,0.021744,5.266151,[20 50] ; [46 54],[27.17647059 42.82352941] ; [38.82352941 61.17647059],0
v2,1,0.027905,4.833906,[21 48] ; [46 51],[27.84939759 41.15060241] ; [39.15060241 57.84939759],0
d5,1,0.031431,4.629256,[37 34] ; [69 32],[43.75581395 27.24418605] ; [62.24418605 38.75581395],0
b1,1,0.038736,4.272417,[38 33] ; [38 63],[31.37209302 39.62790698] ; [44.62790698 56.37209302],0
a3,1,0.039807,4.226077,[34 36] ; [65 36],[40.52631579 29.47368421] ; [58.47368421 42.52631579],0
u3,1,0.041097,4.172027,[ 9 28] ; [17 19],[13.17808219 23.82191781] ; [12.82191781 23.17808219],0
s6,1,0.051581,3.789303,[22 48] ; [45 52],[28.08383234 41.91616766] ; [38.91616766 58.08383234],0
s5,1,0.071586,3.24628,[14 55] ; [32 65],[19.12048193 49.87951807] ; [26.87951807 70.12048193],0
p3,1,0.072276,3.23055,[17 53] ; [37 62],[22.36686391 47.63313609] ; [31.63313609 67.36686391],0
v3,1,0.073645,3.19986,[12 58] ; [28 68],[16.86746988 53.13253012] ; [23.13253012 72.86746988],0
s1,1,0.083154,3.002149,[ 1 70] ; [ 7 91],[ 3.36094675 67.63905325] ; [ 4.63905325 93.36094675],0
d1,1,0.107586,2.589333,[21 50] ; [42 59],[26.00581395 44.99418605] ; [36.99418605 64.00581395],0
s3,1,0.112394,2.520238,[21 47] ; [43 57],[25.9047619 42.0952381] ; [38.0952381 61.9047619],0
a4,1,0.126525,2.334631,[22 48] ; [43 57],[26.76470588 43.23529412] ; [38.23529412 61.76470588],0
u2,1,0.162854,1.947521,[13 24] ; [18 17],[15.93055556 21.06944444] ; [15.06944444 19.93055556],0
s7,1,0.209466,1.575116,[12 55] ; [25 70],[15.30246914 51.69753086] ; [21.69753086 73.30246914],0
a6,1,0.216261,1.529009,[27 44] ; [48 53],[30.95930233 40.04069767] ; [44.04069767 56.95930233],0
p7,1,0.245126,1.350868,[32 39] ; [52 44],[35.71257485 35.28742515] ; [48.28742515 47.71257485],0
n4,1,0.253458,1.304141,[44 27] ; [71 30],[47.47093023 23.52906977] ; [67.52906977 33.47093023],0
p6,1,0.257394,1.28272,[11 56] ; [23 74],[13.8902439 53.1097561] ; [20.1097561 76.8902439],0
a1,1,0.355634,0.853253,[ 6 65] ; [ 5 96],[ 4.54069767 66.45930233] ; [ 6.45930233 94.54069767],0
p9,1,0.404076,0.696164,[42 26] ; [68 32],[44.52380952 23.47619048] ; [65.47619048 34.52380952],0
n3,1,0.407126,0.687177,[20 14] ; [18  8],[21.53333333 12.46666667] ; [16.46666667  9.53333333],0
n6,1,0.441115,0.593381,[47 24] ; [71 28],[49.28235294 21.71764706] ; [68.71764706 30.28235294],0
p4,1,0.465694,0.532175,[25 44] ; [41 57],[27.26946108 41.73053892] ; [38.73053892 59.26946108],0
u1,1,0.48566,0.486127,[ 2 69] ; [ 5 96],[ 2.88953488 68.11046512] ; [ 4.11046512 96.88953488],0
p12,1,0.505891,0.442556,[ 1 69] ; [ 3 97],[ 1.64705882 68.35294118] ; [ 2.35294118 97.64705882],0
a8,1,0.516322,0.421234,[ 4 64] ; [ 8 85],[ 5.06832298 62.93167702] ; [ 6.93167702 86.06832298],0
p1,1,0.524644,0.404755,[ 6 65] ; [ 6 95],[ 4.95348837 66.04651163] ; [ 7.04651163 93.95348837],0
p8,1,0.535442,0.384054,[21 48] ; [35 65],[22.86390533 46.13609467] ; [33.13609467 66.86390533],0
b2,1,0.590295,0.289884,[13 29] ; [22 39],[14.27184466 27.72815534] ; [20.72815534 40.27184466],0
b3,1,0.590295,0.289884,[13 29] ; [22 39],[14.27184466 27.72815534] ; [20.72815534 40.27184466],0
n5,1,0.603937,0.269099,[50 21] ; [66 33],[48.44705882 22.55294118] ; [67.55294118 31.44705882],0
d3,1,0.639457,0.219454,[27 44] ; [42 59],[28.48255814 42.51744186] ; [40.51744186 60.48255814],0
b5,1,0.642205,0.215869,[37 34] ; [49 52],[35.5 35.5] ; [50.5 50.5],0
d2,1,0.708073,0.140209,[30 39] ; [41 60],[28.81764706 40.18235294] ; [42.18235294 58.81764706],0
n2,1,0.747894,0.103309,[23 11] ; [20  8],[23.58064516 10.41935484] ; [19.41935484  8.58064516],0
s2,1,0.795793,0.066975,[16 55] ; [24 75],[16.70588235 54.29411765] ; [23.29411765 75.70588235],0
s4,1,0.875554,0.024526,[12 59] ; [18 83],[12.38372093 58.61627907] ; [17.61627907 83.38372093],0
p5,1,0.884603,0.021065,[ 6 65] ; [ 9 90],[ 6.26470588 64.73529412] ; [ 8.73529412 90.26470588],0
b4,1,0.922782,0.009396,[42 29] ; [59 42],[41.69186047 29.30813953] ; [59.30813953 41.69186047],0
a2,1,0.932538,0.007166,[ 4 67] ; [ 6 95],[ 4.12790698 66.87209302] ; [ 5.87209302 95.12790698],0
n1,1,0.98595,0.00031,[11 23] ; [ 9 19],[10.96774194 23.03225806] ; [ 9.03225806 18.96774194],0
