Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,40.69119,[53 66] ; [227  68],[80.48309179 38.51690821] ; [199.51690821  95.48309179],1
d3,1,0.0,39.361516,[52 67] ; [223  71],[79.23728814 39.76271186] ; [195.76271186  98.23728814],1
a2,1,5.9e-05,16.129202,[  9 110] ; [ 74 222],[23.8 95.2] ; [ 59.2 236.8],1
d4,1,0.000447,12.325055,[80 38] ; [246  49],[93.14285714 24.85714286] ; [232.85714286  62.14285714],1
r1,1,0.001376,10.237213,[76 43] ; [233  62],[88.81884058 30.18115942] ; [220.18115942  74.81884058],0
b5,1,0.001864,9.67849,[52 67] ; [179 117],[66.23855422 52.76144578] ; [164.76144578 131.23855422],0
u1,1,0.004497,8.071543,[  8 111] ; [ 52 244],[ 17.20481928 101.79518072] ; [ 42.79518072 253.20481928],0
d5,1,0.007416,7.169426,[81 38] ; [237  58],[91.4057971 27.5942029] ; [226.5942029  68.4057971],0
v2,1,0.008691,6.885195,[36 78] ; [130 153],[47.6675063 66.3324937] ; [118.3324937 164.6675063],0
p10,1,0.014516,5.97434,[78 41] ; [224  66],[87.86797066 31.13202934] ; [214.13202934  75.86797066],0
a3,1,0.022435,5.211731,[68 51] ; [204  92],[77.99518072 41.00481928] ; [194.00481928 101.99518072],0
d1,1,0.033154,4.537786,[53 66] ; [166 130],[62.79759036 56.20240964] ; [156.20240964 139.79759036],0
b1,1,0.033651,4.512351,[56 63] ; [106 190],[46.45301205 72.54698795] ; [115.54698795 180.45301205],0
p2,1,0.041993,4.135468,[83 35] ; [235  60],[90.85714286 27.14285714] ; [227.14285714  67.85714286],0
s2,1,0.074199,3.187595,[44 73] ; [140 156],[52.12590799 64.87409201] ; [131.87409201 164.12590799],0
v4,1,0.086783,2.93306,[105  13] ; [277  18],[109.14285714   8.85714286] ; [272.85714286  22.14285714],0
r2,1,0.098706,2.726329,[105  14] ; [273  20],[109.17961165   9.82038835] ; [268.82038835  24.17961165],0
p6,1,0.139956,2.178438,[40 77] ; [ 79 215],[33.87591241 83.12408759] ; [ 85.12408759 208.87591241],0
u4,1,0.144194,2.132619,[  2 117] ; [  1 295],[  0.86024096 118.13975904] ; [  2.13975904 293.86024096],0
r4,1,0.187779,1.734958,[102  17] ; [267  29],[105.80963855  13.19036145] ; [263.19036145  32.80963855],0
v3,1,0.190839,1.711126,[26 88] ; [ 84 203],[31.27182045 82.72817955] ; [ 78.72817955 208.27182045],0
p9,1,0.199343,1.64718,[87 32] ; [229  61],[91.94132029 27.05867971] ; [224.05867971  65.94132029],0
u3,1,0.218934,1.511346,[22 29] ; [48 41],[25.5 25.5] ; [44.5 44.5],0
p3,1,0.2686,1.22388,[53 66] ; [114 181],[48.00241546 70.99758454] ; [118.99758454 176.00241546],0
