Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.7e-05,18.516036,[21 33] ; [91 34],[33.7877095 20.2122905] ; [78.2122905 46.7877095],1
v3,1,0.000269,13.274851,[15 41] ; [69 54],[26.27932961 29.72067039] ; [57.72067039 65.27932961],1
r3,1,0.004372,8.122542,[51  5] ; [126   1],[54.16393443  1.83606557] ; [122.83606557   4.16393443],0
b4,1,0.006117,7.515491,[24 32] ; [82 45],[32.43715847 23.56284153] ; [73.56284153 53.43715847],0
s4,1,0.011549,6.378769,[19 36] ; [ 22 104],[12.45856354 42.54143646] ; [28.54143646 97.45856354],0
a7,1,0.013321,6.126016,[32 24] ; [95 31],[39.07692308 16.92307692] ; [87.92307692 38.07692308],0
s5,1,0.01416,6.0181,[20 32] ; [70 49],[27.36842105 24.63157895] ; [62.63157895 56.36842105],0
n5,1,0.03212,4.592077,[43 13] ; [113  14],[47.73770492  8.26229508] ; [108.26229508  18.73770492],0
n2,1,0.03998,4.218752,[9 8] ; [13  2],[11.6875  5.3125] ; [10.3125  4.6875],0
r1,1,0.040843,4.18253,[41 15] ; [109  18],[45.90163934 10.09836066] ; [104.09836066  22.90163934],0
a5,1,0.040843,4.18253,[41 15] ; [109  18],[45.90163934 10.09836066] ; [104.09836066  22.90163934],0
d5,1,0.044452,4.039292,[44 12] ; [113  13],[48.30769231  7.69230769] ; [108.69230769  17.30769231],0
n1,1,0.045126,4.013936,[ 6 10] ; [11  4],[8.77419355 7.22580645] ; [8.22580645 6.77419355],0
d3,1,0.052757,3.751603,[36 20] ; [99 28],[41.31147541 14.68852459] ; [93.68852459 33.31147541],0
p5,1,0.053252,3.736008,[ 7 49] ; [32 95],[11.93442623 44.06557377] ; [27.06557377 99.93442623],0
a1,1,0.062936,3.458279,[ 1 55] ; [ 12 115],[ 3.97814208 52.02185792] ; [  9.02185792 117.97814208],0
r4,1,0.075482,3.159601,[50  6] ; [122   5],[52.63387978  3.36612022] ; [119.36612022   7.63387978],0
n3,1,0.077168,3.123565,[14  3] ; [8 7],[11.6875  5.3125] ; [10.3125  4.6875],0
b1,1,0.077284,3.121109,[29 27] ; [48 79],[23.56284153 32.43715847] ; [53.43715847 73.56284153],0
p9,1,0.077958,3.106976,[50  6] ; [121   5],[52.61538462  3.38461538] ; [118.38461538   7.61538462],0
p10,1,0.097616,2.744071,[47  9] ; [116  10],[50.15384615  5.84615385] ; [112.84615385  13.15384615],0
b5,1,0.105894,2.614451,[30 26] ; [84 43],[34.8852459 21.1147541] ; [79.1147541 47.8852459],0
p7,1,0.12981,2.294779,[43 12] ; [108  16],[46.39664804  8.60335196] ; [104.60335196  19.39664804],0
n4,1,0.206946,1.592662,[46 10] ; [113  14],[48.6557377  7.3442623] ; [110.3442623  16.6557377],0
s1,1,0.212757,1.552568,[ 4 51] ; [  4 123],[ 2.41758242 52.58241758] ; [  5.58241758 121.41758242],0
s3,1,0.223312,1.482963,[44 12] ; [88 38],[40.61538462 15.38461538] ; [91.38461538 34.61538462],0
p11,1,0.226026,1.465694,[43 13] ; [107  20],[45.90163934 10.09836066] ; [104.09836066  22.90163934],0
a3,1,0.240842,1.375661,[40 16] ; [100  26],[43.07692308 12.92307692] ; [96.92307692 29.07692308],0
