Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.002851,8.900557,[43 33] ; [14 34],[34.93548387 41.06451613] ; [22.06451613 25.93548387],0
n5,1,0.006671,7.359387,[49 27] ; [19 29],[41.67741935 34.32258065] ; [26.32258065 21.67741935],0
s7,1,0.008278,6.972248,[23 51] ; [ 4 38],[17.22413793 56.77586207] ; [ 9.77586207 32.22413793],0
v4,1,0.010842,6.491021,[65 11] ; [31 16],[59.31707317 16.68292683] ; [36.68292683 10.31707317],0
r4,1,0.032372,4.578671,[54 22] ; [25 23],[48.41935484 27.58064516] ; [30.58064516 17.41935484],0
n4,1,0.048829,3.881227,[50 26] ; [23 25],[44.74193548 31.25806452] ; [28.25806452 19.74193548],0
s5,1,0.062637,3.46615,[16 59] ; [ 4 43],[12.29508197 62.70491803] ; [ 7.70491803 39.29508197],0
r3,1,0.064645,3.414022,[61 14] ; [32 16],[56.70731707 18.29268293] ; [36.29268293 11.70731707],0
s6,1,0.08295,3.006137,[34 42] ; [14 34],[29.41935484 46.58064516] ; [18.58064516 29.41935484],0
r2,1,0.088097,2.908807,[65 10] ; [35 12],[61.47540984 13.52459016] ; [38.52459016  8.47540984],0
n2,1,0.0997,2.710333,[18 10] ; [ 9 13],[15.12 12.88] ; [11.88 10.12],0
b5,1,0.105688,2.617546,[43 33] ; [20 28],[38.61290323 37.38709677] ; [24.38709677 23.61290323],0
p10,1,0.105692,2.617477,[24 51] ; [ 9 39],[20.12195122 54.87804878] ; [12.87804878 35.12195122],0
a6,1,0.111347,2.535002,[38 38] ; [31 17],[42.29032258 33.70967742] ; [26.70967742 21.29032258],0
u2,1,0.150162,2.070602,[15 21] ; [14  9],[17.69491525 18.30508475] ; [11.30508475 11.69491525],0
a5,1,0.211628,1.560253,[34 42] ; [27 21],[37.38709677 38.61290323] ; [23.61290323 24.38709677],0
s3,1,0.245554,1.348421,[26 50] ; [21 26],[29.04065041 46.95934959] ; [17.95934959 29.04065041],0
a8,1,0.265638,1.239135,[ 7 63] ; [ 2 44],[ 5.43103448 64.56896552] ; [ 3.56896552 42.43103448],0
p2,1,0.268639,1.223684,[41 35] ; [21 27],[38. 38.] ; [24. 24.],0
s8,1,0.28516,1.142332,[17 59] ; [ 7 41],[14.70967742 61.29032258] ; [ 9.29032258 38.70967742],0
r1,1,0.285454,1.140937,[53 23] ; [29 19],[50.25806452 25.74193548] ; [31.74193548 16.25806452],0
p3,1,0.294565,1.098637,[22 53] ; [10 38],[19.51219512 55.48780488] ; [12.48780488 35.51219512],0
p4,1,0.298816,1.079472,[30 44] ; [15 33],[27.29508197 46.70491803] ; [17.70491803 30.29508197],0
n1,1,0.300623,1.071429,[11 17] ; [ 5 15],[ 9.33333333 18.66666667] ; [ 6.66666667 13.33333333],0
u1,1,0.304929,1.052514,[ 9 67] ; [ 3 45],[ 7.35483871 68.64516129] ; [ 4.64516129 43.35483871],0
d4,1,0.342959,0.899338,[54 21] ; [30 17],[51.63934426 23.36065574] ; [32.36065574 14.63934426],0
d1,1,0.348391,0.87931,[35 41] ; [18 30],[32.48387097 43.51612903] ; [20.51612903 27.48387097],0
s2,1,0.348502,0.878905,[23 52] ; [11 37],[20.73170732 54.26829268] ; [13.26829268 34.73170732],0
p1,1,0.433954,0.612218,[ 8 68] ; [ 3 44],[ 6.79674797 69.20325203] ; [ 4.20325203 42.79674797],0
v3,1,0.444564,0.584474,[18 58] ; [ 8 37],[16.33057851 59.66942149] ; [ 9.66942149 35.33057851],0
a4,1,0.479411,0.500204,[22 53] ; [17 31],[23.7804878 51.2195122] ; [15.2195122 32.7804878],0
n3,1,0.527854,0.398521,[16 11] ; [10 10],[14.93617021 12.06382979] ; [11.06382979  8.93617021],0
v2,1,0.559512,0.34055,[25 50] ; [13 33],[23.55371901 51.44628099] ; [14.44628099 31.55371901],0
b3,1,0.564544,0.331897,[12 36] ; [ 9 20],[13.09090909 34.90909091] ; [ 7.90909091 21.09090909],0
b2,1,0.564544,0.331897,[12 36] ; [ 9 20],[13.09090909 34.90909091] ; [ 7.90909091 21.09090909],0
p7,1,0.569307,0.323844,[32 43] ; [18 30],[30.48780488 44.51219512] ; [19.51219512 28.48780488],0
a1,1,0.630445,0.231458,[ 6 70] ; [ 5 43],[ 6.74193548 69.25806452] ; [ 4.25806452 43.74193548],0
b4,1,0.650133,0.205732,[46 30] ; [31 17],[47.19354839 28.80645161] ; [29.80645161 18.19354839],0
d2,1,0.661366,0.191869,[34 40] ; [24 24],[35.18032787 38.81967213] ; [22.81967213 25.18032787],0
a7,1,0.680488,0.169577,[45 30] ; [27 21],[43.90243902 31.09756098] ; [28.09756098 19.90243902],0
d3,1,0.712326,0.135965,[39 37] ; [23 25],[38. 38.] ; [24. 24.],0
d5,1,0.719864,0.128623,[53 23] ; [32 16],[52.09677419 23.90322581] ; [32.90322581 15.09677419],0
a2,1,0.735164,0.114422,[ 8 68] ; [ 6 42],[ 8.58064516 67.41935484] ; [ 5.41935484 42.58064516],0
b1,1,0.736978,0.112801,[42 34] ; [28 20],[42.90322581 33.09677419] ; [27.09677419 20.90322581],0
p6,1,0.777688,0.079712,[14 61] ; [ 8 40],[13.41463415 61.58536585] ; [ 8.58536585 39.41463415],0
u3,1,0.790602,0.070505,[18 19] ; [12 11],[18.5 18.5] ; [11.5 11.5],0
s1,1,0.794491,0.067851,[ 4 72] ; [ 3 44],[ 4.32520325 71.67479675] ; [ 2.67479675 44.32520325],0
a3,1,0.83966,0.040937,[39 37] ; [25 22],[39.54471545 36.45528455] ; [24.45528455 22.54471545],0
s4,1,0.947655,0.00431,[12 62] ; [ 8 40],[12.13114754 61.86885246] ; [ 7.86885246 40.13114754],0
p8,1,0.955403,0.003127,[23 53] ; [14 33],[22.86178862 53.13821138] ; [14.13821138 32.86178862],0
