Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7e-06,20.1952,[249  15] ; [5 4],[245.62637363  18.37362637] ; [8.37362637 0.62637363],1
p7,1,0.002052,9.502427,[203  58] ; [3 6],[199.13333333  61.86666667] ; [6.86666667 2.13333333],0
r2,1,0.006928,7.291518,[250  11] ; [6 2],[248.3866171  12.6133829] ; [7.6133829 0.3866171],0
n3,1,0.009432,6.739202,[36 11] ; [2 5],[33.07407407 13.92592593] ; [4.92592593 2.07407407],0
r1,1,0.014668,5.955937,[224  38] ; [5 4],[221.39483395  40.60516605] ; [7.60516605 1.39483395],0
p11,1,0.027786,4.841302,[221  43] ; [5 4],[218.54945055  45.45054945] ; [7.45054945 1.54945055],0
v1,1,0.040519,4.196038,[170  86] ; [3 6],[167.1245283  88.8754717] ; [5.8754717 3.1245283],0
d1,1,0.078489,3.09591,[189  75] ; [4 5],[186.63736264  77.36263736] ; [6.36263736 2.63736264],0
d4,1,0.088385,2.90354,[228  35] ; [6 3],[226.25735294  36.74264706] ; [7.74264706 1.25735294],0
p3,1,0.08946,2.884059,[187  77] ; [4 5],[184.7032967  79.2967033] ; [6.2967033 2.7032967],0
s6,1,0.102587,2.664856,[224  36] ; [6 3],[222.30483271  37.69516729] ; [7.69516729 1.30483271],0
d5,1,0.108574,2.574852,[226  37] ; [6 3],[224.32352941  38.67647059] ; [7.67647059 1.32352941],0
v2,1,0.190373,1.714727,[155 101] ; [3 5],[153.21212121 102.78787879] ; [4.78787879 3.21212121],0
a5,1,0.251452,1.315219,[216  48] ; [6 3],[214.68131868  49.31868132] ; [7.31868132 1.68131868],0
s1,1,0.277412,1.179724,[ 10 251] ; [1 8],[ 10.63333333 250.36666667] ; [0.36666667 8.63333333],0
p10,1,0.28068,1.163793,[233  28] ; [7 2],[232.  29.] ; [8. 1.],0
a3,1,0.315869,1.005975,[212  52] ; [6 3],[210.81318681  53.18681319] ; [7.18681319 1.81318681],0
a4,1,0.347737,0.881699,[130 134] ; [3 6],[128.61538462 135.38461538] ; [4.38461538 4.61538462],0
p12,1,0.418459,0.654638,[ 34 229] ; [2 7],[ 34.80882353 228.19117647] ; [1.19117647 7.80882353],0
s7,1,0.429531,0.624092,[193  55] ; [8 1],[193.96108949  54.03891051] ; [7.03891051 1.96108949],0
p6,1,0.445629,0.581745,[150 112] ; [4 5],[148.88560886 113.11439114] ; [5.11439114 3.88560886],0
p5,1,0.465668,0.532236,[ 55 205] ; [1 8],[ 54.12639405 205.87360595] ; [1.87360595 7.12639405],0
a6,1,0.499389,0.456235,[177  87] ; [7 2],[177.93406593  86.06593407] ; [6.06593407 2.93406593],0
n4,1,0.566957,0.327801,[223  40] ; [7 2],[222.38970588  40.61029412] ; [7.61029412 1.38970588],0
s2,1,0.571718,0.319816,[195  65] ; [6 3],[194.27509294  65.72490706] ; [6.72490706 2.27509294],0
s3,1,0.581674,0.303536,[193  65] ; [6 3],[192.29213483  65.70786517] ; [6.70786517 2.29213483],0
b4,1,0.617679,0.249143,[154 110] ; [6 3],[154.72527473 109.27472527] ; [5.27472527 3.72527473],0
a2,1,0.618899,0.247418,[ 79 185] ; [2 7],[ 78.32967033 185.67032967] ; [2.67032967 6.32967033],0
s5,1,0.626306,0.237103,[116 135] ; [3 5],[115.32432432 135.67567568] ; [3.67567568 4.32432432],0
d2,1,0.649109,0.207025,[156 108] ; [6 3],[156.65934066 107.34065934] ; [5.34065934 3.65934066],0
b5,1,0.665104,0.187382,[157 107] ; [6 3],[157.62637363 106.37362637] ; [5.37362637 3.62637363],0
n5,1,0.694427,0.154334,[221  42] ; [8 1],[221.42279412  41.57720588] ; [7.57720588 1.42279412],0
p9,1,0.70123,0.147195,[242  20] ; [8 1],[241.69741697  20.30258303] ; [8.30258303 0.69741697],0
d3,1,0.773802,0.082602,[194  70] ; [7 2],[194.37362637  69.62637363] ; [6.62637363 2.37362637],0
b3,1,0.774072,0.082399,[ 82 104] ; [3 3],[ 82.34375 103.65625] ; [2.65625 3.34375],0
b2,1,0.774072,0.082399,[ 82 104] ; [3 3],[ 82.34375 103.65625] ; [2.65625 3.34375],0
a7,1,0.792875,0.068948,[186  77] ; [6 3],[185.64705882  77.35294118] ; [6.35294118 2.64705882],0
b1,1,0.814144,0.055264,[107 157] ; [4 5],[107.34065934 156.65934066] ; [3.65934066 5.34065934],0
u1,1,0.849714,0.035904,[ 66 198] ; [2 7],[ 65.75824176 198.24175824] ; [2.24175824 6.75824176],0
s4,1,0.856201,0.032838,[ 52 211] ; [2 7],[ 52.21323529 210.78676471] ; [1.78676471 7.21323529],0
n2,1,0.858965,0.031574,[32 15] ; [5 2],[32.2037037 14.7962963] ; [4.7962963 2.2037037],0
v3,1,0.911949,0.012228,[121 131] ; [4 4],[121.15384615 130.84615385] ; [3.84615385 4.15384615],0
p1,1,0.96772,0.001638,[ 28 234] ; [1 8],[ 28.03690037 233.96309963] ; [0.96309963 8.03690037],0
n6,1,0.96772,0.001638,[234  28] ; [8 1],[233.96309963  28.03690037] ; [8.03690037 0.96309963],0
n1,1,0.975357,0.000954,[20 26] ; [3 4],[19.96226415 26.03773585] ; [3.03773585 3.96226415],0
u3,1,0.981644,0.000529,[35 17] ; [2 1],[34.98181818 17.01818182] ; [2.01818182 0.98181818],0
p8,1,0.993642,6.3e-05,[175  87] ; [6 3],[174.98892989  87.01107011] ; [6.01107011 2.98892989],0
