Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,3e-06,22.003156,[110  36] ; [31 41],[94.43119266 51.56880734] ; [46.56880734 25.43119266],1
v4,1,3e-06,21.589694,[131  14] ; [45 25],[118.69767442  26.30232558] ; [57.30232558 12.69767442],1
r3,1,7e-06,20.276402,[130  14] ; [47 25],[118.  26.] ; [59. 13.],1
p2,1,4.9e-05,16.490594,[108  37] ; [33 38],[94.65277778 50.34722222] ; [46.34722222 24.65277778],1
r4,1,0.000156,14.293938,[112  34] ; [37 35],[99.78899083 46.21100917] ; [49.21100917 22.78899083],1
d1,1,0.00025,13.409647,[81 65] ; [21 51],[68.31192661 77.68807339] ; [33.68807339 38.31192661],1
p9,1,0.000253,13.388178,[101  39] ; [33 38],[88.90995261 51.09004739] ; [45.09004739 25.90995261],1
p10,1,0.000356,12.747748,[95 48] ; [29 42],[82.85981308 60.14018692] ; [41.14018692 29.85981308],1
n4,1,0.000633,11.674893,[100  46] ; [32 40],[88.40366972 57.59633028] ; [43.59633028 28.40366972],1
n5,1,0.000758,11.340893,[98 47] ; [31 40],[86.59722222 58.40277778] ; [42.40277778 28.59722222],1
a1,1,0.001223,10.454607,[  2 144] ; [ 8 64],[  6.69724771 139.30275229] ; [ 3.30275229 68.69724771],0
v2,1,0.007272,7.204464,[66 73] ; [19 49],[57.07729469 81.92270531] ; [27.92270531 40.07729469],0
s1,1,0.009032,6.816443,[  2 143] ; [ 6 64],[  5.39534884 139.60465116] ; [ 2.60465116 67.39534884],0
b1,1,0.014556,5.969419,[48 98] ; [36 36],[56.25688073 89.74311927] ; [27.74311927 44.25688073],0
d4,1,0.018594,5.539322,[112  33] ; [44 27],[104.72222222  40.27777778] ; [51.27777778 19.72222222],0
p7,1,0.022044,5.242321,[62 81] ; [19 51],[54.38028169 88.61971831] ; [26.61971831 43.38028169],0
p8,1,0.027912,4.833513,[49 94] ; [14 57],[ 42.09813084 100.90186916] ; [20.90186916 50.09813084],0
